 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2011-2014
"Município";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"Total"
"350260 Aparecida d'Oeste";159,65;154,50;159,65;52574,10;50020,37;35176,83;42604,51;45576,51;45487,02;44713,28;46670,45;47861,16;40339,08;44039,59;39844,46;42850,46;35829,20;46415,24;54399,30;60309,07;53144,55;55910,93;58202,55;53274,35;45086,54;52530,12;76355,46;46110,90;53558,64;45128,49;59016,18;62193,63;57107,58;50787,16;53452,48;51023,07;57301,90;52262,21;56573,78;42079,06;43707,28;42260,04;52803,71;45009,38;44647,71;50084,17;52848,14;49570,39;47275,60;44656,44;36082,58;2365229,45
"350270 Apiaí";-;-;2848,53;71274,18;66947,87;74527,43;69212,49;70496,59;69378,32;68769,00;72930,56;75560,29;76937,30;78577,81;78623,53;69931,59;71577,39;78861,65;80632,03;95171,08;89215,56;79046,56;91486,85;87289,58;81476,14;67813,90;75262,64;67691,21;72744,44;90537,17;89261,21;100287,41;81085,83;82323,21;83654,35;93147,29;74580,77;78563,28;82369,35;83138,30;89257,69;90620,93;93643,15;103618,11;106644,26;100214,87;101424,32;98231,25;99051,93;93575,49;73749,94;3973264,63
"350275 Araçariguama";81,18;148,83;3000,55;40130,26;41389,93;48535,88;48269,98;44010,05;46933,09;49080,24;59330,63;53901,37;57503,01;58872,02;62080,05;50912,58;58036,57;60701,09;60804,16;66728,88;59850,16;58043,73;57163,78;54290,98;50670,97;58003,21;53934,02;58142,79;47860,26;61409,28;63269,06;57088,34;51991,35;76855,19;63085,55;64576,41;77255,31;63047,95;61879,20;70203,59;64991,24;65323,29;77829,11;82783,98;69788,86;69868,34;72448,23;59764,09;80964,65;69552,62;62381,41;2894767,30
"350280 Araçatuba";-;791,19;85063,82;896987,93;852823,71;1002800,14;945447,31;1037320,85;1041597,65;937855,11;1022112,80;1049354,58;1029225,09;1093790,91;1007139,61;1035028,22;995805,02;1071008,79;998606,84;1130322,31;1017445,64;974258,47;1032702,48;951399,98;1063427,41;1006405,65;943984,92;969931,79;973175,40;992039,07;1047063,51;1074164,80;1066041,22;1156280,09;1146542,16;1134830,26;1133141,24;1096499,47;984931,76;1084191,79;1103414,08;1152585,27;1174886,45;1239098,60;1169850,52;1202403,69;1254484,09;1227430,42;1271831,39;1167413,35;1071875,44;51116812,29
"350290 Araçoiaba da Serra";92,00;160,00;3882,15;89305,12;86688,69;86967,84;96362,81;101215,78;99055,81;79941,80;87071,33;86229,25;95506,49;108838,64;91378,64;87984,33;106234,67;104502,13;104787,38;124561,67;125791,55;114796,65;112596,60;104633,49;102292,91;88224,42;108682,01;121341,79;111913,07;125556,44;145554,97;127199,10;127018,02;129049,85;121825,85;146224,38;124653,55;125544,99;108483,64;116296,16;125501,71;146536,56;130068,52;133982,69;134348,35;130901,46;127347,83;122467,93;150990,33;106350,36;83759,21;5420700,92
"350300 Aramina";-;-;1610,00;28555,58;33946,19;28616,00;27223,52;28200,93;36015,69;30851,47;35966,95;28772,44;24704,34;28863,73;28139,57;28033,25;28844,29;30744,05;31290,44;40499,38;39823,54;44434,91;42218,82;40557,98;39045,63;28002,10;37369,00;47103,90;35277,81;38612,98;36387,11;46560,18;35652,21;31628,24;28985,65;35616,59;38396,40;34482,63;31387,08;34121,89;36053,48;38790,75;37670,49;42670,67;39711,51;46273,89;44784,33;53817,96;54072,28;48026,89;69473,40;1777888,12
"350310 Arandu";-;-;21,69;17388,78;19268,59;28214,70;21567,48;27768,12;20681,42;18926,36;20933,01;24112,75;22924,07;21737,96;22943,37;24010,95;23899,32;33232,18;35022,48;35727,36;29888,01;28861,93;35786,31;29023,70;24060,80;31577,81;24552,30;26986,78;24891,39;29933,28;23868,28;24207,33;22772,07;22427,22;28192,03;33862,82;33767,12;28657,79;25753,83;25797,87;28708,63;28028,98;26747,80;24447,55;19655,74;23930,41;29513,01;27541,81;29457,30;32085,92;32112,86;1275479,27
"350315 Arapeí";-;-;18,00;6575,93;13020,27;8678,44;8166,32;7312,76;10402,01;8278,14;8123,49;13658,89;11552,87;11101,56;9166,07;5785,10;6944,62;6895,43;10130,85;12449,89;10337,25;11843,14;12430,39;10872,92;12374,23;10546,63;10278,67;7164,90;9580,52;14024,63;9701,42;11878,89;9512,24;14479,19;17425,59;17792,52;17066,10;16194,51;16144,00;14293,72;15748,81;13456,02;13934,31;16770,32;18133,75;11331,60;14336,65;15327,81;13389,72;12751,50;15779,99;573162,58
"350320 Araraquara";4769,38;2622,22;10885,27;1046049,19;1120108,96;1112208,54;1096496,99;1061245,37;1139256,61;1201445,71;1108889,94;1073350,55;2288176,46;2053765,87;1298322,85;990206,89;960941,13;1056885,40;1034360,74;1142926,06;1258201,02;1110044,26;1114952,69;999704,92;1109155,58;1020600,47;965508,33;942494,73;909641,33;937986,79;1186629,10;1099013,35;1087537,84;1086130,88;1134113,96;1582658,52;1293550,18;1141409,55;1159634,98;1235982,42;1305482,66;1281444,53;1292933,53;1263627,57;1689033,31;1191129,30;1086822,20;1397019,25;1242071,82;1138073,96;990739,46;57056242,62
"350330 Araras";-;-;11592,59;560223,61;540018,79;545223,71;472764,16;522652,68;536251,18;498605,48;504628,48;499300,90;516962,68;505131,51;548885,46;523113,18;482278,91;550107,83;514396,27;520520,44;553059,65;508196,74;482616,99;524513,04;496209,50;497437,50;491087,61;580366,35;497409,84;521033,97;524041,07;506438,02;492201,51;522826,58;484585,80;499282,94;525829,01;491283,93;516496,31;517243,54;502112,56;514782,38;536451,06;516287,76;468756,27;481446,66;510948,39;502415,85;573371,58;551726,08;509816,19;24752932,54
"350335 Arco-Íris";-;-;-;12747,82;13413,68;11504,64;18251,99;15910,48;9434,37;10709,24;10598,33;10652,29;11272,43;9871,79;10679,94;4743,46;4972,36;6760,79;5166,37;8831,25;14056,51;10208,77;4354,19;6726,12;6309,13;8664,77;4423,88;6135,44;7942,21;5339,36;3600,66;5109,85;10331,81;9822,73;10131,31;12022,14;7772,70;8760,39;15005,09;12142,90;16821,71;9626,01;7957,98;8698,76;7612,29;4174,80;9486,66;7943,92;6868,47;6399,10;10162,23;440133,12
"350340 Arealva";-;-;-;28515,46;26136,35;35464,87;30621,07;32694,17;30478,98;44756,17;30291,58;29976,06;36763,64;26836,23;32004,85;28596,91;30244,12;32825,75;27548,57;37791,58;40735,81;34701,69;35662,51;51244,49;35182,57;33451,63;31958,34;25611,76;30898,00;32933,74;45420,10;38166,73;51832,85;51023,10;42817,54;39928,69;50884,07;47892,31;44180,58;49222,83;55212,64;47066,70;45993,64;59987,19;66320,72;49420,18;56473,32;60059,35;61360,35;66313,38;76455,40;1999958,57
"350350 Areias";-;-;-;14507,26;11410,95;11139,60;9638,26;13911,92;12834,84;7640,95;8575,92;7868,83;9921,56;8913,09;8445,17;14428,73;13144,47;13925,87;10023,43;14000,76;14690,24;10814,61;10294,90;14996,84;13443,33;12726,20;7353,61;9074,20;11314,10;13754,57;13773,42;17330,20;17274,99;30496,61;19465,89;18180,30;18982,53;17425,95;15253,36;16654,00;14328,60;15042,30;13917,67;17428,74;15242,35;18522,94;12663,33;12124,99;19104,36;18528,54;14166,72;664702,00
"350360 Areiópolis";-;-;805,00;64408,07;66902,28;63831,95;61197,30;62666,19;66877,56;61139,61;69541,03;75197,76;74322,58;67357,20;67154,59;69629,33;59940,01;69236,94;62378,44;67708,50;59213,54;56638,49;62090,59;57334,79;60906,64;60528,33;45299,92;45062,99;59405,58;61042,95;69269,07;61533,58;56915,41;61108,29;64767,00;55072,10;57223,84;72915,65;60743,04;52553,75;66540,90;58325,06;70100,71;66279,80;49742,27;64369,13;56854,64;53445,64;57372,77;55198,94;54941,35;2963091,10
"350370 Ariranha";-;-;402,50;36765,79;36077,60;39992,32;34060,05;35917,98;37602,74;33473,63;55702,82;44546,33;45819,35;44301,76;51945,26;48438,04;43194,11;56051,68;45011,59;41811,94;41726,72;46434,41;56068,45;62131,69;68179,87;65932,36;50385,23;48813,82;47725,74;55990,64;60009,50;50585,90;53200,42;50290,03;60665,66;51138,81;63835,73;63108,72;51508,80;51686,85;55408,44;55103,35;66090,84;52161,59;48840,31;65280,35;64127,11;67178,44;61995,82;66163,83;55313,02;2488197,94
"350380 Artur Nogueira";97,00;1168,05;16011,20;157230,50;159171,89;166393,79;163920,88;166449,20;159078,02;171811,10;181671,99;189774,12;166117,44;185928,09;162799,46;160432,74;171121,91;181976,18;197768,76;195254,87;183872,46;169114,25;193256,37;165256,63;198365,19;160821,69;146172,51;157841,97;145471,56;182954,53;208259,98;189509,60;162729,18;177283,33;176705,29;165187,84;175053,49;164088,84;147772,28;168489,04;182021,22;164484,95;145016,47;166638,06;149530,77;166665,75;164570,77;163864,38;181043,19;144253,46;114136,58;8134608,82
"350390 Arujá";611,01;1582,11;23984,99;212898,55;207171,26;254748,56;245394,88;254087,03;244178,73;270958,62;254901,96;257612,19;217166,35;197693,85;199294,33;195669,31;197916,88;208832,15;202172,90;188125,59;187692,52;203025,36;241544,09;178531,09;244362,94;208339,65;182813,34;228890,53;206571,86;255650,78;262626,51;251771,70;239974,32;232444,87;245326,03;243291,59;258839,15;274036,11;249540,51;267496,87;267086,88;257249,79;315519,47;301016,96;252975,98;295100,03;282477,10;284572,28;283414,82;290821,86;262954,41;11590960,65
"350395 Aspásia";-;-;-;18874,36;7952,57;14361,14;10152,26;8497,13;8983,92;8359,98;12943,88;13893,89;7904,18;7164,21;7752,39;6605,09;9553,53;10591,82;5539,47;11978,01;15486,82;13721,06;14140,67;13125,67;12764,38;12720,72;11537,87;13976,01;25366,51;16278,85;16635,48;14830,17;15501,98;13259,63;14818,84;12581,99;13752,79;12766,65;18635,22;16225,44;17768,20;18615,47;16473,01;22948,95;20944,22;19291,24;21215,26;25494,47;16907,01;21531,93;19919,71;690344,05
"350400 Assis";-;8744,45;7950,14;497681,53;548204,48;548386,12;522912,04;585207,10;530771,61;545196,85;546452,01;541489,49;483321,72;517565,36;500527,38;509798,09;484328,25;510484,86;521194,58;539015,72;527470,20;492793,23;543210,76;473528,82;466401,05;467887,11;468631,37;435763,86;410178,75;478058,16;480565,07;453481,18;460192,34;457161,43;487531,74;515944,45;558568,81;527620,93;506682,04;532060,23;556464,71;528752,15;530919,57;559981,91;567389,81;593076,84;592346,86;573491,94;571399,98;515878,12;492298,08;24774963,28
"350410 Atibaia";669,56;1656,96;16647,47;521924,18;493353,02;524285,09;572995,11;1446127,78;563337,33;526856,44;488986,50;521899,61;527260,60;488974,41;489366,15;467326,75;425915,76;611615,06;516023,68;553959,26;514736,11;526198,77;525359,93;471951,58;530963,68;474459,75;492263,47;544413,82;441741,73;534790,70;564597,31;548034,91;537704,41;556654,00;585297,12;559254,48;614611,37;527249,78;536412,99;496602,35;527268,33;538843,90;527782,29;559178,96;504406,69;563034,00;607452,76;615648,52;680920,45;586043,22;575047,49;26628105,59
"350420 Auriflama";-;-;7618,83;59735,08;57148,98;50060,15;63376,64;55210,78;51193,78;65769,17;62039,02;57389,65;64928,71;65275,62;64964,10;73186,23;62788,42;70997,96;70116,09;73395,11;69268,84;70403,72;63466,53;55348,81;60394,65;51112,13;55384,98;50466,10;48577,82;62316,22;84683,98;97017,43;72851,91;66332,51;64624,26;75367,05;70566,66;76581,34;77109,85;80164,65;73419,75;72733,24;89158,70;89580,80;92934,48;82225,26;91066,07;79803,17;88528,90;81968,00;74488,43;3343140,56
"350430 Avaí";2461,24;-;613,67;33734,07;28724,07;30118,65;33846,20;25883,29;24612,24;23845,12;32346,92;31779,84;33609,89;29295,93;38040,74;29506,64;33292,34;35961,67;34001,27;32732,03;29170,08;27692,29;31865,90;34279,32;32513,57;37257,61;37283,42;31234,72;34226,26;38580,45;39602,97;38219,59;34131,85;38383,79;29878,19;27989,77;30008,75;22558,90;26061,98;23926,25;31909,48;33423,55;29950,07;29695,78;34380,42;32599,32;36928,45;37358,39;34412,57;36570,75;29919,04;1546419,30
"350440 Avanhandava";-;-;691,23;51288,31;56982,41;62462,21;56039,16;51215,32;52832,10;88956,11;58387,67;66238,73;60625,26;58330,69;63559,88;57574,68;62249,74;68852,79;61111,32;74102,61;71139,07;55546,44;67597,61;59491,29;55724,11;53878,20;64169,18;40928,46;46144,11;47877,10;65133,21;56184,92;53705,85;53977,47;52194,30;61831,03;78598,03;47515,00;49445,15;58001,77;62127,60;57455,97;66192,63;67305,84;63234,49;59790,46;69543,68;66476,29;69433,33;58610,50;56665,99;2887419,30
"350450 Avaré";424,19;674,00;9094,73;515782,94;424412,45;482926,63;464381,56;490620,84;441881,01;438840,98;455571,52;462709,95;458564,60;444966,39;423622,13;407735,37;451555,03;475001,00;451690,75;496835,53;425127,41;411147,86;467994,83;400447,25;444659,97;422867,18;387575,11;394892,12;392376,30;482944,11;514398,45;473099,38;480608,67;494550,42;520330,84;532471,71;555102,45;497965,60;471698,92;456937,96;469509,81;623117,24;558886,85;543747,99;515900,61;537550,16;497021,92;549075,83;558366,37;544462,99;488191,60;22910319,51
"350460 Bady Bassitt";-;-;6,64;82830,81;74760,42;96562,34;106699,55;90706,02;92671,15;97555,02;104560,17;101314,74;78967,52;93152,67;103773,42;100299,96;109683,89;103210,48;102239,02;113653,25;118378,51;115365,99;109955,47;98779,27;117963,97;105548,14;87050,00;126984,49;110183,99;104571,62;116050,11;124387,19;106953,04;108879,07;118288,34;133994,83;122933,90;132979,72;117518,05;107783,05;115384,85;127723,37;106877,44;130296,30;128727,73;131291,20;142653,01;165863,51;149158,71;114492,94;121415,66;5371080,54
"350470 Balbinos";-;-;-;10212,88;8257,60;8035,76;11071,56;9656,61;37607,71;15958,73;13464,12;18264,66;4654,76;6045,23;3612,72;9638,05;6119,94;10253,74;8231,23;13577,81;14098,24;12713,15;11309,95;7643,91;8798,24;11104,81;7611,26;6913,64;7547,08;5179,02;10322,65;12155,43;8857,43;5257,30;5575,21;13629,40;7420,30;6408,49;7320,74;11556,71;13197,52;14386,25;18089,07;15610,66;11690,15;11754,13;13358,45;18150,51;22993,59;18876,09;14019,10;548211,59
"350480 Bálsamo";-;-;-;71712,30;144718,80;155232,79;61375,08;55394,79;58121,21;51418,65;59191,78;51476,83;46832,57;53150,69;55215,42;66202,96;54925,43;58528,10;59119,85;53811,01;54167,84;67016,59;62415,52;70843,46;68210,26;57489,71;60391,13;66907,71;64268,38;63505,78;71319,99;85562,53;69024,58;73481,58;68587,45;59238,41;68073,33;62729,02;62562,27;59262,08;56250,89;63317,70;62572,03;67401,40;60155,42;78694,00;79875,44;67908,85;71612,40;62545,95;65383,57;3207203,53
"350490 Bananal";-;-;-;33821,87;39631,80;34546,39;24329,72;33419,98;37212,11;42779,79;43323,29;40951,31;32866,73;31585,68;30854,96;25762,39;30403,12;38760,95;35514,80;41405,60;39348,90;39670,21;35327,83;40009,06;42912,08;46725,23;35050,30;41418,01;32757,54;24188,21;45210,86;42083,30;47546,09;47353,18;43974,65;41465,86;44672,63;42976,88;39938,22;36222,62;26498,22;39577,99;53034,34;42175,15;55311,08;47537,40;49450,32;56948,73;51138,25;47916,36;35810,82;1911420,81
"350500 Barão de Antonina";-;-;413,67;14570,50;15751,06;17702,37;18374,80;24585,57;21148,05;15768,94;20865,26;16416,32;15063,52;22373,65;15244,87;16522,58;17720,53;15184,33;15740,54;18085,41;23250,36;16521,59;18650,64;22047,33;23244,74;21706,67;13200,69;14812,79;13673,16;12548,77;14846,71;11991,98;15291,55;18089,40;12023,59;13313,26;22024,91;24465,51;15039,08;14454,30;16695,09;20130,64;17942,87;18230,14;22877,60;19721,96;13773,29;13667,60;14777,78;13958,76;15263,36;829768,09
"350510 Barbosa";-;-;-;17239,79;19482,37;17350,73;20513,41;30960,24;18472,19;27042,46;48861,89;24123,12;22277,19;19522,14;16311,55;22429,19;22231,21;22888,66;33534,98;31548,17;24100,89;24626,17;32561,90;20527,36;20997,09;23348,27;17400,61;12856,56;18707,21;20200,98;23383,29;20239,73;24858,49;22527,76;31601,14;34696,36;40058,89;29681,04;29414,10;26769,68;36367,30;36840,52;35309,35;46135,58;52097,69;45944,56;48458,55;53819,28;55379,93;41849,88;49895,17;1415444,62
"350520 Bariri";-;29292,86;2480,35;173059,57;185945,50;182482,93;170660,54;184739,17;168595,93;177940,80;173179,69;181720,92;169547,96;177864,31;164010,80;182615,57;195976,13;190858,71;192553,80;200306,96;163172,33;158180,56;158525,30;167751,02;200202,29;180191,82;161770,99;164578,52;153633,47;162782,09;163798,03;160452,59;162082,78;172046,99;181073,12;170246,93;174991,56;192086,30;163212,57;189382,91;179225,88;190090,39;202276,52;187853,59;190217,13;213806,08;168033,40;228795,49;166998,08;185956,17;170799,04;8588046,44
"350530 Barra Bonita";200,00;754,37;20333,05;195453,87;228584,62;202639,59;190425,28;201724,20;204969,17;198627,65;207864,05;172374,97;167183,18;177045,85;160988,34;161815,70;180535,17;166569,82;193649,89;213642,59;190996,12;196043,86;225081,84;198005,90;240683,61;224244,98;172498,37;168692,57;163241,28;178564,25;186580,58;193376,74;205613,32;199753,64;202778,38;201820,27;215365,69;192594,25;194918,83;192905,62;195522,90;170682,91;178591,43;214480,10;209782,32;227068,74;243082,51;232635,03;229402,64;231403,86;232700,59;9554494,49
"350535 Barra do Chapéu";-;-;-;9038,54;8162,96;10570,89;11487,89;17665,55;20283,76;12232,37;17584,29;19584,95;22027,91;22319,04;16428,19;13976,68;16414,72;16658,28;20008,43;22883,08;22656,19;12496,35;15867,70;13407,53;13848,29;8764,14;10970,86;12335,43;12099,76;17751,34;18343,59;22546,62;21067,26;15508,19;15375,27;17978,15;19538,02;15823,64;17078,95;16648,86;15803,43;15951,23;15522,24;16237,05;13635,50;16353,26;15343,90;19848,90;15252,06;13490,97;13717,29;768589,50
"350540 Barra do Turvo";-;-;-;25099,83;22463,40;20564,65;20827,14;21264,32;23878,74;25472,42;26648,08;25627,91;27578,72;28826,77;23705,03;20459,46;21094,44;23730,60;19915,76;19393,07;21121,14;19935,28;24765,53;25845,11;24294,51;25416,47;23647,07;19977,40;17141,47;20739,89;20969,39;24020,22;18445,19;21042,83;18848,03;18208,83;18080,24;17124,91;16453,62;19439,98;20724,23;16701,62;14248,17;15705,64;21071,70;21079,86;11903,14;14535,26;15048,20;16109,53;13455,05;992649,85
"350550 Barretos";-;-;4206,53;2176598,95;1445252,00;1187556,87;1484924,15;1419753,97;2266161,27;2224181,80;1918759,53;1208896,73;1225857,42;1095259,24;1195912,86;1201218,30;995557,31;1214847,72;2107605,86;1135273,84;1525219,87;1175535,77;1248750,54;1088411,68;1150680,48;1118147,19;1034439,60;1139171,08;1050450,00;1130110,17;1323609,45;1095287,81;1070640,42;1243700,82;1205684,77;1286783,62;1356408,91;1250960,53;1215898,88;1321326,22;1231405,88;1185548,38;1372921,71;1331511,56;1467261,80;1410157,83;1473808,89;1469073,47;1654981,16;1385187,45;1403317,10;64924217,39
"350560 Barrinha";-;800,00;6492,44;139773,05;146116,01;146441,78;129940,44;143801,95;147189,15;136797,99;154877,80;137820,17;134589,50;137333,53;130304,73;156561,59;119284,70;143959,19;146734,64;140131,34;138793,81;127144,34;138842,64;124816,08;151996,45;133930,42;133029,77;130119,44;126654,22;146505,65;153581,47;136580,78;146351,17;153336,29;159497,54;149398,07;154189,55;159878,85;141861,61;144913,73;147395,74;147179,16;158498,64;145947,17;134184,99;135298,42;148027,32;171548,63;168855,87;170130,14;164314,05;6941752,01
"350570 Barueri";3076,78;11187,02;44700,25;990393,16;1012494,11;987702,61;1206758,05;1266524,86;1175961,82;1080008,78;1090527,41;1227899,81;1030475,56;1146081,91;982903,67;1137372,05;1032003,16;1080054,59;1031308,21;1267921,07;1196784,95;1150424,97;1190326,94;1115821,38;1174252,00;1094000,85;1109980,73;983912,69;1086024,18;1220900,26;1243756,26;1337450,56;1229568,10;1151290,87;1402646,17;1288547,31;1459637,68;1278405,11;1386671,59;1271078,62;1231377,18;1234418,23;1344071,13;1313691,08;1257263,39;1342727,98;1484558,15;1467852,65;1431729,20;1311616,27;1260878,40;57857019,76
"350580 Bastos";1054,15;838,02;897,15;106368,76;115559,21;111208,82;119868,16;138069,15;145066,35;113901,60;115202,23;105165,49;123866,77;122008,95;118233,72;114540,34;113819,99;125143,07;137601,85;124784,36;104418,88;112983,12;107772,08;111829,12;122517,51;99891,86;106708,76;109080,15;103159,86;118859,33;127029,51;113059,40;107812,66;102573,79;107941,95;123153,86;109656,75;114091,25;123836,17;112089,44;137520,50;119223,15;114292,71;159045,81;153551,46;118866,04;115670,85;114618,28;110454,95;114758,21;101250,55;5650916,10
"350590 Batatais";133,12;400,00;30372,66;336636,74;360317,30;363432,45;345892,61;377018,47;333845,24;314983,82;363683,83;356255,36;342381,55;347722,76;341716,06;269910,11;308051,02;370385,18;360314,53;373916,90;363859,36;335515,30;364915,63;318935,99;354406,89;327362,17;305900,25;332321,80;315126,62;338471,25;351850,47;367354,80;354262,87;321115,28;359396,58;345461,48;357956,52;356778,98;322765,28;337797,71;351525,45;370160,80;384981,97;404503,87;369696,77;371038,11;358469,66;401021,68;400977,64;365913,40;363473,38;16870687,67
"350600 Bauru";2461,24;2330,57;14814,67;2206212,82;2238896,53;2325871,46;2273019,00;2378063,10;2323765,64;2212385,40;2289209,98;2311886,28;2236315,47;2233379,06;2212262,15;2177531,80;2097114,61;2482630,63;2322757,95;2529324,83;2428169,39;2073231,92;2420963,68;2300365,19;2355147,72;2269020,60;2063622,43;1663143,57;1665567,67;1692443,35;1861192,85;1773097,20;1742791,21;1732656,37;1867838,41;1833022,57;1896365,67;1831793,37;1638159,47;2303504,87;2401789,17;2339265,25;2522951,95;2585505,69;2549404,03;2488479,87;2510912,93;2648354,35;2669791,83;2636754,38;2411191,83;106046731,98
"350610 Bebedouro";-;-;9480,71;442816,71;463914,28;499198,60;474401,64;507809,27;475567,96;438538,20;513557,98;479494,99;441843,83;433837,34;421533,93;400796,27;400110,77;480953,53;521487,60;506315,13;542497,71;469541,39;514913,18;470845,71;505534,95;440363,28;407323,77;387796,21;396766,41;455097,28;511877,86;499361,53;462250,34;436764,45;474592,54;473306,03;493153,21;482878,93;412389,65;425486,03;482087,04;517443,58;545690,35;559894,07;535998,43;499450,85;511915,08;511244,07;533196,07;496723,27;415086,71;22783128,72
