 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2011-2014
"Município";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"Total"
"110150 Seringueiras";-;-;-;17602,62;8698,03;9173,70;10261,47;9590,36;16512,64;14304,99;11885,10;12837,54;18221,57;13368,74;11306,55;8758,26;13075,16;19003,26;28177,91;21325,26;14866,90;19696,31;14203,43;23978,27;14652,94;7623,24;13486,24;16684,05;7347,67;14512,72;10023,65;23238,47;9623,98;50386,91;47456,45;70952,57;68987,08;65260,99;35958,80;17442,38;4194,08;18457,43;8382,34;6844,60;17534,06;6162,36;8584,66;27300,62;13657,18;30773,31;18295,55;950672,40
"110155 Teixeirópolis";-;-;-;11930,11;9017,13;15760,00;12786,91;10123,67;12872,81;8468,22;10035,15;10205,23;10625,16;5992,68;6098,28;10632,92;9816,73;12508,48;7755,79;5515,98;11662,18;14926,37;7491,82;14573,45;8590,08;8612,92;8443,91;12076,08;10295,23;19761,57;16694,53;18176,26;14035,42;9899,42;9862,56;15051,66;10253,83;17210,89;11338,53;10331,34;8395,95;8255,61;9086,93;11965,85;10847,19;15587,17;11527,56;11737,99;11658,06;14920,63;9718,88;543135,12
"110160 Theobroma";-;-;-;22665,12;21654,94;22369,09;19094,42;17872,71;24039,22;18901,34;25146,32;22323,17;15981,44;10280,40;10786,67;16817,18;16819,38;14932,40;9102,44;19763,14;23419,39;22208,73;16700,99;14866,17;16946,77;11364,82;12078,64;17498,73;22639,28;19421,63;29153,13;23445,34;30195,43;31430,86;24567,13;21667,58;39087,16;40145,36;26040,40;18586,81;17669,91;21656,50;23527,58;37612,69;27258,23;40870,11;37754,48;29023,75;27841,85;26583,06;32241,56;1092053,45
"110170 Urupá";-;-;-;11096,89;18965,01;20715,10;13143,02;12505,82;11057,14;10726,09;12601,49;20258,06;15675,99;15692,07;13295,85;20934,48;19569,54;22160,57;18028,79;34165,28;24493,26;22811,34;17243,52;21523,71;24452,11;18220,44;22117,62;23435,62;28627,82;12408,64;22778,17;33242,29;35712,68;37338,74;27476,41;32936,18;17221,42;19301,45;17036,67;17970,40;20438,57;24655,11;18733,30;25680,01;31378,13;38938,67;35939,61;57578,94;40246,78;37796,64;25187,09;1123512,53
"110175 Vale do Anari";-;-;-;6881,27;8042,24;13570,90;13758,97;9059,37;11874,23;11808,19;8704,24;6025,10;8667,39;12497,06;11996,28;11160,35;11241,34;12635,94;15764,22;22488,85;24895,52;13102,05;14513,43;21791,80;11954,23;18905,19;14208,97;9477,41;12618,22;3729,04;12122,31;19440,92;14512,00;18462,20;12647,01;19520,78;8783,82;15044,94;17435,55;9060,75;7604,99;25316,78;17801,84;10766,05;9927,60;15884,31;17464,88;13201,55;16453,36;25661,16;27497,57;675982,17
"110180 Vale do Paraíso";-;-;-;13884,20;12516,38;13298,73;15326,45;21198,77;19787,91;13785,90;16033,37;20905,70;17205,98;14684,49;18713,57;19697,35;24773,08;23625,00;21885,47;42154,21;36946,11;28828,71;23550,30;33483,65;36125,62;21169,73;28235,08;31474,58;35509,01;12880,40;26278,83;27092,50;35876,28;17455,85;23268,75;21602,71;19121,39;34023,91;16994,17;22468,93;22674,72;19238,31;33663,51;40564,31;32046,09;36579,04;35742,81;26123,86;32583,90;41583,45;51549,21;1234212,28
"110030 Vilhena";-;-;-;199888,61;201666,62;255081,01;217995,60;304311,78;282299,21;247555,47;202283,56;213319,10;241336,55;197458,78;238977,45;252160,29;272020,04;356806,24;326454,49;398549,60;378369,57;402339,11;380040,35;352592,35;380687,70;367952,49;410075,96;391010,09;354653,90;322702,25;340142,19;347684,30;334865,19;344875,58;333242,09;436973,64;412219,38;425169,83;366066,07;333224,89;357241,80;373811,27;416427,31;457484,46;461165,41;501626,18;602352,81;571873,84;607030,09;644461,16;512100,27;17328625,93
"110000 Município ignorado - RO";-;-;-;-;-;-;-;-;465,00;2345,90;4599,80;9852,14;9711,25;5868,90;6494,80;5001,40;4711,17;4183,38;2140,89;2344,91;2526,26;2136,97;4799,33;5143,63;5357,47;5052,11;8061,58;6617,73;8017,78;143,86;1187,43;265,64;27,50;2154,46;220,00;2662,95;6135,00;8054,81;6000,00;105,30;192,50;3375,00;162,55;1893,55;1875,00;1500,00;1157,40;467,50;-;-;6375,00;149387,85
"120001 Acrelândia";-;-;1417,20;21142,26;15539,30;14148,72;22437,10;26876,97;18304,65;23823,35;14052,07;19238,76;15603,86;21267,77;15133,62;23759,02;18116,64;23889,81;14931,06;15500,64;11700,85;11728,20;13285,58;10110,45;11443,07;9017,26;8699,03;6530,10;5387,93;5383,95;8899,46;4006,50;3445,35;8028,30;15103,52;12405,73;18229,20;10402,85;10275,20;11705,76;13216,17;16705,26;14536,54;18052,95;16375,39;21459,55;22742,08;15689,22;9560,51;12336,40;19517,90;701163,06
"120005 Assis Brasil";-;204,05;1108,52;5356,32;4526,63;7262,74;6888,57;7737,44;4624,21;17286,79;14064,07;16544,79;14026,38;13720,38;6051,09;43379,53;22399,40;3728,57;8212,09;5650,59;5400,08;4617,82;8453,41;7087,25;7161,02;7158,33;4346,86;4233,25;5009,92;4271,39;5166,48;5244,13;3793,06;5243,41;6077,97;7489,01;8834,22;10249,97;3833,41;4348,17;8225,85;6594,41;8634,07;12063,19;12595,73;8815,63;15183,57;5784,46;12616,90;12870,17;4787,52;428962,82
"120010 Brasiléia";-;4792,46;7272,12;36643,89;47434,90;50103,16;40049,30;32148,31;25468,94;42620,81;25319,01;36433,90;149314,23;77060,34;98100,41;83827,28;17746,84;21520,73;25886,92;27177,20;25792,06;20250,18;24282,93;23606,18;19643,88;17927,35;18381,29;23671,59;20716,00;18854,23;18107,52;20735,13;22381,00;39044,41;25637,14;30840,05;29537,56;31308,83;29783,20;31094,85;40663,90;33798,13;37028,06;61265,46;41502,04;38724,26;52988,88;35826,50;36824,93;32636,00;43766,60;1795540,89
"120013 Bujari";-;-;250,84;5422,26;14081,92;15719,31;9800,99;9308,27;16308,52;21173,90;12238,06;15466,84;17644,58;11550,32;5932,67;9853,26;8609,92;10356,14;11739,92;7072,08;7193,02;6835,86;10009,25;7498,80;9618,62;10678,18;10236,21;11053,55;9376,12;10692,12;4923,61;9849,01;8442,44;10302,38;8248,29;13542,48;7636,68;9035,54;3069,86;4699,31;7091,96;8387,94;8996,43;6955,21;7483,09;5155,69;2842,33;1911,38;2464,13;3009,95;3918,70;433687,94
"120017 Capixaba";-;-;759,16;9880,85;8890,88;8350,04;5039,57;6117,37;20293,96;16432,28;16206,72;22634,58;12352,51;18675,00;10669,42;39073,08;8558,63;10663,19;9167,48;8707,74;5968,41;10642,12;11374,09;12082,40;13465,95;9025,70;4697,24;4473,23;6325,72;5002,14;2275,78;2556,62;2701,26;8952,26;8865,14;10937,57;4547,80;3105,56;2563,47;4720,07;6553,58;5144,45;12752,91;12394,00;8561,03;10503,26;12762,73;9044,02;6372,70;6437,01;9010,59;466291,27
"120020 Cruzeiro do Sul";-;552,00;5314,91;190488,57;276600,91;315656,91;314182,69;339105,24;293893,32;295399,94;317477,36;278994,41;195735,89;291053,20;184505,59;218161,09;856218,38;1715105,82;437314,81;344306,51;205476,38;226340,45;267812,88;252919,94;325697,55;262218,01;181312,15;254341,53;276742,80;157735,11;413607,72;215622,18;195097,30;178376,44;157862,50;208411,63;191366,46;197314,16;195477,61;244897,26;241313,02;219582,61;207872,74;251387,54;242756,39;313812,05;236428,77;181953,54;235668,78;225552,60;178836,24;14013861,89
"120025 Epitaciolândia";-;537,95;833,04;18746,32;17555,07;20473,93;15895,36;18822,19;17982,81;22652,51;25826,05;29389,20;30300,41;29741,64;22847,64;28195,36;10055,10;12628,30;15013,63;15140,76;14993,87;16524,25;15206,63;14519,67;20216,69;17195,16;17530,54;15727,44;18089,28;15646,25;15168,42;22400,22;13936,67;12977,30;12806,15;13204,52;32265,42;24797,51;15828,01;12202,49;28863,94;30707,29;25207,38;39804,43;20750,26;29168,23;23492,56;16441,79;13594,76;16869,87;17533,39;956307,66
"120030 Feijó";-;-;1855,74;68152,48;54631,45;95706,98;75297,57;83385,45;84114,72;101357,58;76901,16;68583,34;60314,53;58974,28;40285,17;48747,45;45779,24;50945,42;137567,65;364173,92;171339,48;171491,04;68723,36;59307,80;57184,41;44945,80;39928,91;34390,04;35178,87;41641,75;61891,34;55700,56;24155,35;25612,84;32325,54;43400,62;38313,06;46826,15;34165,29;49546,56;57917,95;62740,58;54038,59;60276,46;51387,62;54607,39;65445,54;35598,28;34400,07;37005,90;26610,06;3192871,34
"120032 Jordão";-;-;124,68;6019,00;4998,60;5787,19;2295,09;11013,20;8023,28;9421,07;6189,55;19440,47;13441,07;13143,14;7635,02;12476,45;25354,64;5794,50;7840,64;72319,25;9813,66;12292,67;30014,96;10850,62;15350,21;18433,81;13256,44;7704,69;9845,06;10259,63;14348,61;18172,09;6379,20;20037,78;9898,42;25686,07;23687,01;33503,78;30266,66;16816,01;25870,93;22582,28;20106,13;23560,88;32695,35;24340,34;21672,39;23680,18;13447,45;17044,06;7397,33;800331,54
"120033 Mâncio Lima";-;-;664,00;12865,47;19846,72;18805,46;12382,89;24633,36;16642,68;19938,73;13712,48;14562,66;20126,71;7796,73;6407,72;14530,50;43610,30;35672,72;18934,74;12496,21;3822,13;13350,82;12120,37;14425,04;5613,33;4494,10;7070,14;12856,80;12070,57;13067,48;18018,39;23177,38;12203,03;33263,65;31313,31;33149,02;37170,49;36471,50;22058,61;31743,35;33432,10;20316,15;24768,14;32861,79;25032,78;37131,87;27314,83;32976,83;20460,39;21799,43;12692,50;979876,40
"120034 Manoel Urbano";-;-;90,00;523,48;8494,72;5873,04;4128,87;2066,48;5449,38;10568,04;2501,84;1412,08;14019,90;3008,29;9050,90;22820,96;2854,54;2290,25;2751,71;3081,71;895,51;1810,39;3274,56;1606,80;6726,53;3602,81;2334,76;2585,85;3846,26;5361,68;8164,79;3825,12;2156,18;1792,24;5139,19;3948,14;8244,31;6030,42;10200,45;5677,07;5312,02;6203,21;6849,99;6408,45;7809,33;13314,80;10244,65;10758,03;6020,88;5080,17;4688,57;270899,35
"120035 Marechal Thaumaturgo";-;-;544,48;2768,35;8076,31;9073,25;4922,48;6433,52;2547,45;2681,85;3118,76;3225,29;1350,94;771,01;517,16;791,00;3530,49;3066,31;4187,00;6067,20;7242,04;3835,92;8229,02;9673,16;6510,81;11013,99;2897,46;5192,14;8690,55;3766,41;4504,28;9076,78;5688,64;8942,20;15553,81;4642,76;6462,04;10995,74;6571,69;12889,16;11356,65;3269,73;9043,62;8067,82;10328,02;5867,60;18181,81;9751,56;15108,58;8320,77;13705,69;329053,30
"120038 Plácido de Castro";-;1400,00;4676,30;27730,64;15930,04;28774,33;28157,99;17734,05;28799,60;27554,82;28695,08;36959,73;35728,72;35103,59;20396,48;36176,08;83694,57;20400,37;46967,93;25803,28;20793,35;21169,90;25951,77;18533,54;18189,29;19388,19;17581,41;17501,62;18906,26;12063,77;11751,19;25711,28;19078,43;26915,98;24859,03;17755,73;27255,08;29815,26;23439,30;20558,63;36678,04;27340,67;32157,47;28315,08;23938,63;43040,15;32610,15;25592,43;28691,08;28225,10;33746,29;1308237,70
"120080 Porto Acre";-;-;1240,88;16819,54;21271,54;14867,83;19029,74;14303,42;14864,83;27842,29;27483,86;32216,26;36426,87;36228,33;19359,48;21972,81;21265,94;14884,17;21235,71;16048,44;13566,62;11069,16;15172,67;11120,03;11281,97;17728,38;10485,08;12020,98;15638,67;14212,39;12819,04;11587,99;10332,56;9011,01;10819,70;12699,88;10648,39;13978,00;16061,40;11632,74;19591,31;19793,92;15407,67;17047,82;15427,01;23308,08;28340,31;20582,98;22885,71;14636,81;18369,96;844640,18
"120039 Porto Walter";-;-;132,80;4397,60;3607,22;3266,39;3575,19;3717,04;3794,07;2758,92;3947,30;3209,12;6424,81;8238,58;6889,00;3216,07;7158,12;2680,46;12422,56;6122,29;6640,91;6007,74;10629,49;5342,85;13845,17;8573,75;5547,11;9286,62;10608,17;5997,23;1815,00;13107,46;648,29;5489,96;9539,20;5654,23;2213,30;15690,13;5267,64;4293,82;8312,69;17868,24;3253,39;11157,05;3470,17;5501,65;8059,82;6757,47;2164,94;4572,67;8911,72;311785,42
"120040 Rio Branco";-;10025,50;70310,52;1603829,51;1757835,73;2003413,27;1813822,24;1882488,14;4340310,87;4513319,91;4272907,54;4054415,84;3633756,51;3524585,86;1795867,81;3507573,94;3579320,19;2034387,45;2194035,22;2386309,52;2002582,41;1762738,17;2203679,21;1919844,55;1760953,05;1765575,49;1350786,54;1554874,47;1564349,50;1813220,86;1852381,99;1824571,38;1675430,62;1976989,44;1774357,51;1839792,86;1969371,92;1911993,13;1638817,61;1741157,32;1734080,67;1800439,67;1698395,91;1861210,92;1850262,02;1926702,08;2267863,99;2091235,58;1982707,63;1944948,52;1989796,78;106029627,37
"120042 Rodrigues Alves";-;-;625,73;6200,83;4977,77;3486,95;8614,13;3365,05;6293,15;7346,43;5769,64;7762,71;11902,19;14390,17;7029,72;6495,28;13604,93;217880,28;34236,72;12049,00;11854,02;10878,68;12131,46;10652,98;9130,48;7206,74;9189,19;9767,37;11731,22;9919,55;9387,35;10907,10;6828,41;6711,00;17193,93;16294,39;28912,93;34342,40;31350,15;30097,75;34365,16;28554,35;23901,67;29401,37;34894,14;25239,29;20707,60;13364,39;15865,04;21327,63;19588,09;933726,51
"120043 Santa Rosa do Purus";-;-;99,60;5978,94;1862,06;1559,80;1488,92;825,94;4086,39;4397,48;4079,40;3574,64;9586,45;6933,94;1440,54;7330,86;11417,15;7841,45;17440,09;58695,89;17223,30;22116,69;27783,36;23023,28;8544,43;11452,18;8092,49;15738,45;20383,97;24484,45;28763,39;12965,19;14923,94;28683,36;19741,09;18524,62;19345,95;22253,41;30036,84;22100,18;24050,45;16685,86;11649,56;26035,40;25035,42;20407,89;19930,28;13533,33;10250,60;6515,64;10711,94;729626,48
"120050 Sena Madureira";-;-;1543,40;27024,75;37555,23;44369,14;37595,50;51006,95;59912,95;46400,83;80255,16;95585,94;240749,55;60186,72;113545,30;56988,03;29169,65;26723,06;34577,76;31126,40;28354,85;32346,13;35991,64;25621,24;23807,28;21948,90;17941,07;22278,46;26968,53;23124,03;24372,45;44267,13;43309,59;39900,53;21781,10;28922,52;31375,46;40939,09;27514,87;37553,94;39878,85;47945,66;43916,10;52513,28;34261,14;59937,04;53715,85;51089,28;43353,12;35857,37;38963,10;2174065,92
"120045 Senador Guiomard";-;-;2868,67;18445,41;25801,33;22073,21;21932,98;25764,10;55126,90;46686,55;55277,75;44833,88;52356,69;51750,14;24528,84;44791,90;17663,36;64728,22;29333,03;30379,71;21461,89;14747,89;24782,36;20722,22;30748,93;18447,71;22144,03;24062,61;20594,15;18648,69;12934,82;21599,30;16687,83;13127,44;30152,20;34750,86;19504,16;34976,76;24532,60;32283,09;33051,14;32030,54;38121,70;41191,93;40402,42;30792,60;44008,37;45631,54;38236,33;29719,29;39000,94;1503439,01
"120060 Tarauacá";-;1700,00;3384,73;56283,36;70759,08;75719,46;91057,79;80641,10;76713,74;78222,55;75512,34;81354,56;72385,41;67746,20;41924,90;48419,73;42353,74;38042,01;219502,39;201444,90;134539,11;132464,07;101622,68;74184,67;61372,58;46984,09;36877,08;45206,33;64743,64;37932,18;53786,93;45675,72;21326,99;44243,45;34718,57;36829,97;43828,91;40735,91;35047,66;35169,71;51865,91;30678,70;35129,17;49255,12;42865,21;38549,75;61842,93;33214,31;23523,38;27205,08;26175,90;2970763,70
"120070 Xapuri";-;908,95;557,70;16451,23;34256,09;21653,82;33192,49;21415,28;27283,54;24330,08;23652,77;28964,51;29365,08;28782,45;16610,68;107868,27;13958,56;25241,12;28460,40;17827,66;18055,70;25940,54;29067,91;22025,41;23006,52;21717,12;22120,72;21540,42;20415,42;23487,21;22081,05;30807,14;17892,18;22670,16;11817,75;22999,75;21289,43;24588,58;24841,53;30799,21;22828,17;25838,46;20481,58;31580,94;25497,80;24975,33;31452,34;23609,86;24059,85;24183,35;19354,68;1231806,79
"120000 Município ignorado - AC";-;-;-;-;-;-;-;-;2336,43;1395,00;1229,44;614,72;-;1247,62;-;158,81;-;-;1,00;-;-;135,00;48,16;-;-;-;-;-;23,16;-;-;24,20;-;-;-;-;-;-;375,00;-;-;-;-;375,00;-;-;-;23,16;-;-;-;7986,70
"130002 Alvarães";-;-;6,64;681,60;347,40;232,33;291,60;699,40;650,00;693,76;341,48;523,79;745,08;89,79;501,64;381,13;448,97;484,25;360,00;3087,28;45,00;2286,36;2478,36;2538,12;5064,89;2804,06;6663,90;3461,66;2897,40;4742,70;4156,80;2474,99;3226,08;21339,03;767,55;3700,78;1108,13;540,52;114,42;1385,98;3004,80;5328,20;2728,21;2194,62;2301,16;3187,88;2513,32;21261,18;6508,61;3154,66;4979,87;139525,38
"130006 Amaturá";-;-;-;68,12;177,36;103,28;13,28;258,16;18147,60;358,56;994,52;969,44;416,84;21,64;328,60;494,28;132,80;627,64;301,00;30,84;622,68;413,12;345,28;441,72;51,64;631,96;594,64;734,28;694,96;138,48;15485,24;526,32;429,56;629,32;103,41;7482,00;1933,98;1081,20;1266,30;238,95;408,32;677,30;436,25;665,44;557,84;352,38;839,31;188,91;1225,50;355,66;1883,47;64879,38
"130008 Anamã";-;-;-;73,04;126,16;-;116,25;1670,01;565,36;291,36;893,61;6,64;161,08;18,00;-;166,00;33,00;150,23;836,59;430,80;32,40;84,84;48,40;70,35;424,96;276,96;23,16;486,80;225,60;365,64;8975,55;1098,40;960,78;1318,74;551,80;371,53;862,35;502,35;952,63;364,69;984,43;350,61;343,29;562,11;2442,86;2707,26;2162,88;1122,87;2722,38;2098,94;3073,60;42107,29
"130010 Anori";-;-;-;2315,23;1387,32;2471,82;2063,98;2563,56;3959,33;2697,92;2221,12;2048,78;2734,03;31516,01;2866,87;3057,46;2056,02;2431,34;2370,39;1208,00;2477,92;4971,65;2406,31;2768,76;4097,33;3107,45;3745,65;3847,86;2770,72;3635,80;24295,95;19333,91;1084,96;1893,20;693,31;2675,02;3738,08;991,55;1541,55;374,38;5475,98;4776,55;2719,27;3009,22;2953,78;3069,34;2835,25;3824,07;3565,44;4555,72;2964,15;200169,31
"130014 Apuí";-;-;-;5401,24;8984,34;8179,76;9081,24;11417,73;41283,47;10348,94;11783,81;8713,62;9332,24;11882,64;8207,47;10313,99;9460,12;10695,55;12423,63;13598,37;12828,75;12095,98;14628,35;7458,29;15679,00;12069,76;10738,92;8717,24;4624,64;29459,30;19425,53;15496,07;5995,04;6879,34;4903,40;5175,22;8435,51;5022,95;4815,27;6342,73;6850,75;5917,19;4649,16;5169,15;6179,19;8788,09;43076,55;7255,99;7025,45;11971,68;4438,88;523221,53
"130020 Atalaia do Norte";-;-;-;-;79,68;110,32;192,46;316,20;185,92;7272,00;227,48;84,40;59,76;86,32;26,56;73,04;315,87;431,60;18,55;119,52;54,64;104,35;94,68;57,84;37,36;396,89;1125,00;810,00;1223,12;3467,00;588,40;14331,91;954,21;729,75;113,85;610,09;505,66;377,15;45,00;133,32;1070,06;4774,22;243,07;493,40;117,54;28562,74;6845,97;2266,42;9398,20;316,95;1922,13;91370,60
"130030 Autazes";-;-;-;23416,65;23492,36;23026,01;67324,97;7446,69;7028,79;4152,38;5014,67;3952,92;4007,69;24626,27;1900,32;1156,42;2385,28;3220,09;44848,08;12197,20;8973,15;11788,05;7709,63;4985,79;4372,58;6514,94;6051,72;4685,55;2815,51;3750,58;3979,95;26318,87;4492,37;4506,30;8074,16;5672,81;4449,60;5772,09;15499,06;7146,21;6419,98;5630,05;8156,20;8074,23;6042,11;9875,36;25595,64;18342,95;5601,84;12076,48;17034,59;529605,14
"130040 Barcelos";-;-;-;71,12;738,72;347,74;539,59;684,92;791,38;1341,87;1035,32;316,79;565,91;89,55;493,53;1263,87;287,27;1077,59;241,39;542,55;64,47;590,96;528,84;621,00;976,70;867,48;756,31;655,08;258,49;741,71;291,37;210,03;20590,94;145,06;1935,71;525,42;986,32;2491,84;1424,81;430,06;936,28;601,45;745,02;2511,55;2456,17;2300,23;2877,70;14175,73;1625,28;1606,21;1174,18;76531,51
"130050 Barreirinha";-;-;-;1056,92;457,78;194,00;227,64;1461,52;905,76;2073,04;1661,68;2044,62;1007,16;159,20;16267,80;1272,85;562,27;616,60;58,39;2131,44;274,24;334,35;1956,00;3021,22;4368,71;1519,72;270,32;1423,76;997,68;35936,85;1605,29;794,44;2375,57;2203,39;2117,32;30902,04;3371,97;220,25;295,44;1414,56;3838,32;1492,43;1042,30;2539,78;1764,97;1500,08;753,63;2824,92;13717,02;1667,49;2913,76;161616,49
"130060 Benjamin Constant";-;-;79,75;722,31;312,15;120,35;885,98;960,22;913,29;6767,41;2050,64;1055,66;1352,95;146,04;114,50;979,50;794,75;3089,00;188,05;2055,34;401,91;550,55;578,12;1162,28;562,04;604,04;211,10;1109,28;965,20;11924,01;1320,86;24401,46;681,89;1815,94;530,28;846,40;541,41;1594,08;358,83;399,42;269,90;1435,49;1199,38;1128,39;399,19;24306,14;1625,67;2102,54;2208,33;2943,62;3780,64;114546,28
"130063 Beruri";-;-;6,64;3287,88;2251,12;1960,44;9397,12;2510,92;17605,92;2224,27;2283,83;2234,92;2304,72;2566,34;2038,94;3363,21;2775,36;2437,25;2470,47;3706,66;2937,11;2814,87;3923,85;3294,24;3155,05;3153,22;2384,94;2150,44;2096,10;5185,51;8924,67;4840,54;5280,62;3774,03;3108,21;3202,35;2527,52;2201,97;1620,60;1288,47;5400,51;5789,80;8256,91;7360,24;6288,13;8331,27;8214,82;6465,89;4269,37;6732,08;8899,34;209298,68
"130068 Boa Vista do Ramos";-;-;-;503,44;318,96;459,94;379,20;20948,56;2085,38;350,72;272,96;219,94;73,04;-;402,50;-;547,41;232,40;-;617,52;159,36;484,72;428,64;-;926,90;297,99;621,24;1167,40;144,20;2337,56;32657,36;2780,53;2220,72;4473,49;338,70;16495,36;539,25;370,95;679,33;647,05;3320,82;2406,08;3505,95;2882,11;2600,10;2499,51;2570,68;2685,02;2655,70;3300,89;2372,08;125981,66
"130070 Boca do Acre";-;301,50;1063,30;11050,23;11745,33;17267,90;20149,64;20659,84;18488,92;18740,87;18641,23;54300,11;26274,19;17966,67;18280,52;16662,23;19419,26;17481,69;20886,22;23109,39;22837,09;13629,46;18578,62;17172,07;21769,72;29136,16;25167,18;29108,88;30456,15;12897,48;50344,17;27167,52;32963,77;29314,28;7081,97;12642,00;16817,52;5134,62;14501,50;15299,40;26868,34;26286,90;29524,74;34409,75;22100,68;24273,99;18852,37;43282,44;20458,90;14742,63;18094,31;1063403,65
"130080 Borba";-;-;-;3146,79;6088,72;6591,41;36291,76;12369,35;13333,92;5658,73;9435,80;7883,81;7253,05;5819,58;4259,00;6695,38;3482,44;25864,60;4195,38;5116,39;3712,50;4933,12;4990,71;6727,48;8007,66;6739,69;5637,44;5609,02;2715,52;9702,10;6089,20;9615,12;4938,44;3360,39;4019,94;36229,51;15474,45;10904,62;11150,58;8031,00;10360,09;9093,78;9398,43;10680,03;7449,99;3570,60;6351,49;10305,09;11048,05;17250,00;19412,97;446995,12
"130083 Caapiranga";-;-;-;6,64;1393,38;429,86;287,09;100,63;10203,28;503,04;664,00;486,00;415,27;948,96;67,44;994,94;175,44;620,44;840,44;1675,30;51,00;1536,72;508,07;1755,79;3020,00;1461,88;1012,95;495,63;873,48;764,24;12957,76;3481,52;1718,50;2414,65;1080,99;1154,33;1483,03;1805,82;949,11;694,91;2796,38;2627,34;2280,77;3816,67;3080,65;2682,65;2423,77;2283,08;2431,16;1365,45;777,53;85597,98
"130090 Canutama";-;-;-;804,52;10,01;1590,08;140,32;790,16;955,83;-;305,55;333,48;-;1120,68;-;167,10;495,00;219,12;-;909,68;6,64;-;21,74;123,06;509,90;192,70;45,00;184,59;123,06;17318,50;226,79;631,98;518,81;29842,11;797,94;486,89;765,32;216,92;1078,33;1689,62;318,03;589,01;1315,41;1473,93;291,87;1709,63;1001,33;2626,10;1146,06;794,98;1344,69;75232,47
"130100 Carauari";-;-;-;810,80;1080,39;1465,95;203,85;785,01;3216,85;751,24;7786,46;798,08;180,00;776,78;666,13;1767,13;1886,05;683,38;632,21;1228,76;545,89;1154,77;550,54;632,58;1822,33;2803,54;2843,94;2970,53;2663,89;21587,73;21077,56;20245,83;1255,46;1136,92;8777,76;7362,70;1319,14;9439,00;6020,46;1059,93;4984,29;1772,50;4500,69;21438,90;5559,44;16129,53;20758,66;17793,53;2065,77;5570,97;2082,90;242646,75
"130110 Careiro";-;-;185,92;814,56;1959,73;986,40;1107,46;1086,03;33004,42;1286,55;1387,31;409,64;3084,64;2002,00;2233,73;3323,67;2877,88;1431,75;1848,22;4285,21;5517,51;2978,01;2749,96;3924,29;2488,68;1249,42;1055,16;3197,84;1189,59;2599,15;1977,25;28287,18;9568,73;3111,46;2825,41;4673,10;3602,72;3232,35;6982,33;7136,29;8281,40;13425,46;36103,62;40487,10;46525,47;35816,10;24130,94;30866,93;47516,15;31792,42;32424,82;509031,96
"130115 Careiro da Várzea";-;-;6,64;2327,88;2687,62;2779,11;2427,48;3340,44;3487,02;2990,40;3154,58;2731,56;3741,42;3153,35;2299,22;2910,49;2518,78;2807,94;2430,10;2058,56;2120,34;2408,46;2766,41;2283,10;4375,78;4440,06;4552,10;4474,10;2228,96;3215,39;5093,41;3547,70;8193,95;2411,29;3520,00;3077,71;5826,89;3691,61;3131,18;2431,97;3856,59;3676,27;10128,06;4044,28;3055,69;11489,64;4696,25;9040,67;6263,15;5498,31;8561,99;191953,90
"130120 Coari";-;-;-;5719,09;6295,91;7656,75;56590,33;6521,75;80235,80;29891,37;7332,82;13944,14;3075,72;2881,80;7942,38;17794,13;23465,10;28130,97;27453,62;23638,01;19051,02;38018,88;22547,06;23061,06;26699,39;35977,07;34070,81;12704,00;9179,58;44406,44;21226,17;58641,85;72030,65;46671,64;26183,68;29503,51;37713,29;23171,48;19241,22;25278,14;40090,28;29238,93;28801,31;91365,48;40952,24;72954,44;77369,03;36619,78;55042,11;85361,41;47893,07;1579634,71
"130130 Codajás";-;-;-;199,75;658,97;758,22;462,66;79,75;1361,55;2217,33;534,92;294,84;120,00;128,16;165,50;399,20;265,60;27218,07;23,16;87,10;2259,09;3651,54;3488,96;3180,22;2815,06;3566,01;3132,97;3357,82;4854,65;3021,25;5796,70;34381,38;4319,55;3507,78;5021,69;2440,91;1800,77;1215,21;1728,30;2341,29;2165,36;886,27;750,51;1656,99;663,35;1558,16;2003,93;3139,07;1342,33;1718,22;797,98;147538,10
