 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor serviços hospitalares por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"352725 Lourdes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1712,25;-;-;-;-;41738,87;-;29275,61;-;-;-;-;4105,26;24588,65;-;-;-;-;-;24202,82;-;4386,04;-;-;-;-;-;-;-;53771,82;630,53;-;2625,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5375,97;-;-;-;-;-;-;-;-;-;-;-;-;-;192413,50
"352730 Louveira";-;-;-;-;-;-;-;-;-;-;-;462,09;9402,16;4912,57;990,71;2683,46;2139,00;695,48;2885,45;2462,82;537,57;3891,91;465,82;4275,81;1553,87;766,75;100046,55;2692,06;3420,67;531,22;225,61;12747,47;7183,18;17639,56;14879,85;1070,99;368,19;352,19;692,09;853,30;809,76;3677,68;2104,28;15262,37;13099,24;5999,09;188,90;-;-;5668,64;7706,43;1382,06;358,44;79,17;2804,62;2431,72;608,14;8034,27;25598,14;330,08;5789,28;3651,06;10447,89;16749,59;2116,87;4615,38;1348,91;7738,78;11446,91;105,10;52030,22;575,48;2784,49;1290,60;20140,64;467,47;3540,34;183,65;11111,74;2385,75;1509,14;1847,63;-;3243,51;1205,93;16324,32;2748,86;851,18;5046,67;1465,73;4757,33;3849,62;16133,02;1330,73;821,86;16797,72;1170,67;12509,80;551,36;7034,97;3745,19;-;-;703,08;-;13193,53;1705,75;2092,89;10525,16;4932,69;6530,11;18179,81;30577,29;5657,49;6039,03;-;658573,65
"352740 Lucélia";-;-;-;-;-;-;-;-;-;-;-;1767,36;451,47;159,12;648,54;773,65;-;3745,21;12717,35;-;17667,35;1599,58;7400,02;1149,84;33,34;625,16;4277,33;804,50;516,81;183,12;2096,42;-;2495,62;-;809,20;-;-;1229,06;-;2175,24;20911,43;660,54;9388,43;-;33,34;1836,87;621,22;-;697,45;352,19;1123,98;19267,10;652,54;-;507,41;33,34;-;-;33,34;-;4419,08;-;-;1066,28;1533,35;1069,47;-;-;-;6836,07;109,43;4795,93;1535,84;-;-;-;1146,00;-;5957,87;3902,33;598,53;34684,92;1112,84;626,59;-;614,53;-;-;-;857,30;2647,71;24738,79;10616,69;17054,44;3244,11;37391,43;-;3299,65;-;1102,60;-;1185,65;6375,72;1939,16;1973,04;-;2656,38;1213,06;3005,89;1774,81;1716,05;-;-;-;1324,63;5867,71;319438,35
"352750 Lucianópolis";-;-;-;-;-;-;-;-;-;-;-;159,12;43,65;-;-;167,12;5312,71;-;-;-;12421,73;159,12;-;-;-;-;-;-;-;-;451,47;3277,08;-;-;-;-;342,24;-;-;773,65;-;191,12;-;-;-;-;-;-;-;-;-;-;-;483,47;650,59;-;-;-;-;-;-;-;-;-;-;-;-;35,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;355,56;257,67;-;3267,58;-;-;-;-;461,48;-;-;-;-;1253,11;730,97;1117,91;-;2120,89;-;-;-;-;360,19;3438,42;-;-;-;37832,50
"352760 Luís Antônio";-;-;-;-;-;-;-;-;-;-;-;498,40;-;34549,30;2290,08;8504,90;16274,93;1920,65;-;-;71,17;8508,68;15029,40;19919,08;1156,62;-;4606,69;5190,80;9802,46;1142,35;183,12;7778,43;15885,93;7728,62;-;4531,06;791,59;2320,96;1125,44;-;-;157,65;2325,00;628,53;-;71,17;-;1346,02;-;7129,76;500,04;69607,82;7118,43;3888,80;3872,91;508,89;2801,57;1438,12;223,75;3429,20;2380,73;451,47;542,23;935,11;-;3461,90;451,47;1529,61;166,88;-;2089,05;1054,76;716,88;-;3999,62;34859,34;11263,88;-;2341,37;9987,37;-;-;451,47;957,70;223,75;299,35;4147,83;7184,71;585,51;-;4619,01;-;-;9318,42;3913,63;1590,57;1842,29;-;1976,07;12645,17;-;-;-;527,07;12143,16;417,89;680,88;69,36;2047,47;18093,55;5845,42;-;1638,75;4049,37;1588,90;451,47;448398,76
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2652,01;-;-;-;1106,93;-;-;167,12;1636,11;884,89;-;-;-;26351,17;-;55125,96;-;-;19946,36;7201,32;-;33,34;-;-;2781,16;33,34;5339,90;2658,50;-;3998,50;-;1823,30;-;1103,40;-;-;3116,98;9345,11;-;-;-;-;4099,69;-;-;-;-;-;844,73;-;-;279,69;1319,12;1348,40;5936,63;-;808,77;7471,09;-;-;-;-;766,27;-;-;4251,06;1884,22;-;-;7345,39;-;-;-;-;-;36965,11;-;-;2364,49;-;-;-;-;-;-;-;-;132,90;-;-;-;-;-;-;-;3193,49;-;-;-;-;-;224316,45
"352780 Lupércio";-;-;-;-;-;-;-;-;-;-;-;-;8973,12;-;-;-;-;-;1536,75;-;-;223,75;3174,93;223,75;-;385,40;-;3756,95;409,40;-;-;-;-;-;809,20;-;5428,80;-;-;-;-;-;-;1690,40;3150,92;4808,48;-;450,59;-;2034,80;-;-;-;-;-;677,20;3721,37;4804,57;-;21905,19;22243,61;2560,58;-;355,56;4735,11;1370,40;-;-;-;223,75;-;-;771,86;-;-;2622,10;1307,97;-;-;-;-;770,87;2518,89;1041,40;-;809,20;2085,99;20552,24;2266,19;3144,90;-;2806,48;-;-;-;-;-;-;-;2260,02;-;7754,51;1612,59;2669,53;-;-;-;-;-;-;223,75;-;3340,73;-;2587,10;-;160800,90
"352790 Lutécia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4098,31;-;35,65;-;319,50;-;-;-;-;-;-;1281,31;-;1525,06;467,47;-;-;-;-;-;-;-;434,31;-;-;-;-;-;-;1274,31;-;-;-;-;-;-;-;-;-;-;-;-;-;3105,45;-;-;3728,44;-;-;-;451,47;-;-;-;-;11097,86;-;489,47;2383,30;-;-;-;-;-;-;-;-;-;641,02;-;-;-;-;175,12;-;-;4982,94;9402,87;17886,82;-;-;-;-;454,57;-;6258,66;-;14586,75;5770,88;-;-;-;-;1995,73;-;-;-;-;-;-;-;92847,27
"352800 Macatuba";-;-;-;-;-;-;-;-;-;-;-;4802,86;5052,75;2596,28;6027,50;7499,10;159,12;5639,92;3114,18;1675,38;419,06;898,34;1777,17;-;1026,83;1010,59;-;3441,59;1917,85;913,62;1557,47;665,43;29156,10;3049,89;45157,29;1014,34;650,59;-;-;598,53;-;9856,31;638,53;1704,39;458,24;2397,78;1030,63;8839,29;1270,69;872,54;3696,50;-;701,48;-;638,53;721,99;-;159,12;3783,51;1082,29;26923,87;1377,25;512,78;475,47;722,75;-;5674,70;559,12;41,34;1504,78;13489,10;701,20;926,94;15345,01;1086,70;4756,81;-;1428,22;310,68;902,94;-;6840,14;2648,49;21006,41;6572,29;1045,39;27599,14;1170,19;592,26;1161,33;2122,49;1031,66;21953,32;1020,68;1688,53;416,95;6775,41;467,47;601,51;506,31;406,14;4043,43;2189,08;21483,07;8944,09;4923,10;7377,42;1859,24;6644,30;639,87;13212,14;451,47;3791,53;3728,34;10769,63;10633,63;450729,71
"352810 Macaubal";-;-;-;-;-;-;-;-;-;-;-;-;2325,79;2334,65;-;451,47;-;-;-;-;902,94;1201,26;937,74;2963,38;175,12;-;-;-;-;-;853,38;451,47;746,13;2920,11;1592,29;-;422,15;-;-;16848,26;-;451,47;902,94;902,94;-;3876,02;-;1114,71;-;-;-;718,70;27946,32;11519,47;451,47;-;558,56;-;712,34;1574,37;2032,69;550,64;8381,36;21646,31;22011,25;24417,26;4098,30;6937,43;-;19044,73;451,47;1172,69;39118,51;-;1024,23;-;-;4286,79;-;918,94;-;-;-;-;2949,39;841,89;3135,52;467,47;14293,46;-;-;-;1951,78;-;475,47;6935,14;-;600,77;-;-;-;622,53;-;-;-;-;-;-;-;239,75;852,82;-;-;1227,92;-;-;276541,96
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;-;-;-;5683,93;33,34;475,47;25007,26;36790,00;-;-;-;-;-;-;-;614,53;-;3129,43;5139,26;-;-;8522,19;-;-;-;-;-;-;-;-;434,31;-;-;1442,38;475,47;-;-;-;-;-;-;-;-;-;-;-;1448,11;-;-;-;-;606,53;-;120,28;-;71,17;-;3901,27;-;-;-;10972,95;-;-;-;-;-;-;-;-;467,47;-;-;2727,79;14065,02;352,19;368,80;-;-;118,31;-;553,94;-;-;-;-;-;239,75;635,20;580,90;-;-;1076,31;1557,74;-;1629,54;-;-;-;-;-;-;-;-;870,39;1371,33;131482,56
"352830 Magda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;806,88;-;-;-;-;-;-;-;-;-;-;-;7604,38;-;-;-;814,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;902,57;-;4317,08;-;2504,91;-;-;-;598,52;-;16260,93;-;-;-;-;-;7547,35;-;-;-;3650,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;667,63;28181,56;-;-;-;1176,01;-;670,28;1011,88;1034,21;1341,89;-;544,11;-;5597,59;-;-;463,43;-;-;-;85695,49
"352840 Mairinque";-;-;-;-;-;-;-;-;59099,12;5590,02;-;-;-;683,61;-;17339,90;18412,75;-;9497,23;7831,02;15408,06;11134,72;26371,91;223,75;-;1187,31;5643,32;-;1606,62;18285,59;3908,15;-;-;2536,83;7467,39;19332,30;-;17136,41;474,31;-;-;2358,27;2701,30;2687,28;-;6922,26;3054,55;12188,81;10502,76;905,71;-;5731,96;223,75;9753,59;1959,53;1994,40;552,18;15720,77;18200,21;2280,94;-;520,88;27108,03;1967,25;5773,41;11371,08;-;-;731,23;615,66;-;26559,14;17638,20;20624,18;3211,01;-;1182,09;2556,96;1495,92;25158,74;7475,48;1864,94;15416,42;16510,02;2157,47;15238,88;2545,85;3733,72;459,47;9137,95;6153,27;6136,66;43,65;13797,73;1236,94;1547,05;2861,52;6794,12;14023,16;3429,42;5171,37;1306,95;2152,97;474,31;-;10830,96;5110,35;-;-;2730,07;4104,21;896,28;24582,87;1209,68;2456,48;2059,66;687072,25
"352850 Mairiporã";-;-;-;-;-;-;-;-;-;-;-;-;15444,54;1174,96;11270,60;20790,44;4489,99;11559,36;15214,72;3335,96;791,85;13165,89;20328,98;2561,58;4848,81;8537,02;26368,59;1273,99;15489,07;3717,44;3070,33;22733,72;438,87;3679,70;18334,70;6464,83;475,46;16937,13;4017,46;2791,78;9756,63;1875,47;9137,76;4887,96;90274,19;32199,41;117050,94;1370,39;23333,00;209,59;62936,06;868,62;13565,45;1443,81;17960,77;2651,79;9796,01;3714,76;6607,17;65297,64;13887,46;2019,61;19953,24;1917,94;27220,25;761,77;49676,15;1487,58;2849,11;1612,43;1059,47;28357,88;10891,82;2431,31;19192,63;18156,65;34748,53;4904,15;6202,08;19201,53;7013,46;2703,79;1861,34;672,83;23779,19;2332,45;17464,39;1042,33;700,11;9098,04;5769,56;459,47;39127,87;773,65;32621,04;2740,75;9046,08;24292,27;1702,17;14134,33;9192,55;3061,16;1844,82;3577,23;2469,35;5955,17;20144,31;10867,40;21210,76;6576,93;1158,72;3576,14;8402,97;9045,64;1143,87;183,12;1306522,04
"352860 Manduri";-;-;-;-;-;-;-;-;-;-;-;-;36930,47;175,12;183,12;-;71,17;598,53;-;-;159,12;9026,87;598,53;-;-;-;175,12;-;2726,13;-;159,12;598,53;-;-;159,12;3739,51;598,53;-;159,12;-;-;1658,64;853,21;1758,65;159,12;-;2047,20;-;159,12;16943,85;-;662,53;1863,57;1213,06;3271,12;20197,05;598,53;334,24;1628,76;12235,53;-;-;3367,18;-;-;-;-;1548,48;598,53;1223,69;-;159,12;-;20185,91;-;1590,09;-;167,12;536,58;250,68;1062,64;1459,45;-;-;-;6736,82;774,52;22158,22;1129,12;442,64;-;-;-;2628,20;851,82;-;3545,09;1782,13;-;1579,20;809,48;8914,04;-;5086,60;-;-;-;7856,05;8766,75;5582,48;-;1253,55;687,82;28546,93;10532,95;6925,16;280381,33
"352870 Marabá Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;95,17;1906,85;2048,78;326,56;167,12;-;175,12;1723,81;167,12;2586,68;3425,55;-;-;2510,73;-;527,49;-;495,03;-;852,27;41,34;-;-;-;-;-;-;781,71;-;636,54;6775,32;3166,77;-;2169,03;-;807,03;-;-;621,83;-;-;-;-;951,83;-;-;-;-;-;175,12;342,24;570,57;1836,02;-;-;-;1760,03;-;-;199,12;-;-;-;-;175,12;-;1176,45;3838,26;-;1302,50;175,12;4878,17;-;1053,59;-;-;-;206,26;-;-;-;-;797,28;-;899,76;-;-;-;-;-;-;-;-;-;1704,17;-;870,39;-;-;-;-;-;54919,85
"352880 Maracaí";-;-;-;-;-;-;-;-;-;-;-;-;-;451,47;32557,30;721,76;648,54;6109,34;-;-;1899,24;595,47;1598,47;25837,69;2000,52;10425,28;2696,71;1098,00;1643,19;1350,01;-;167,12;167,12;-;-;1064,64;223,75;-;384,19;892,31;5252,48;2078,66;-;3796,98;1331,37;41,34;1151,67;175,12;-;352,19;2646,67;13614,54;-;-;-;-;-;9022,41;1401,11;814,82;471,31;12670,05;1797,50;-;-;553,16;-;352,19;735,06;6576,71;1277,06;1924,02;590,10;1301,06;3558,33;14350,21;-;1827,87;2397,47;1405,78;-;4008,53;12829,49;13822,51;-;-;8677,70;1562,35;18994,75;5269,23;-;1426,48;9540,00;448,19;-;-;1445,82;-;1045,59;5482,17;5798,79;4068,42;1476,92;-;13418,12;15680,25;18015,83;241,93;3639,08;1717,29;6176,03;7860,09;-;-;-;4206,30;352851,22
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;-;-;1050,44;-;-;-;-;22185,18;-;-;625,32;-;-;-;-;1812,92;-;-;-;-;1036,68;-;-;419,53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;993,70;-;-;-;-;-;740,22;-;-;12520,95;531,47;-;-;-;-;475,47;451,47;2345,88;-;-;-;-;-;142,31;-;-;-;-;-;-;-;-;-;-;-;-;-;963,79;-;-;-;-;467,47;499,47;-;-;-;-;-;-;1105,06;-;-;492,25;849,13;1751,75;1305,36;-;-;-;-;52765,82
"352890 Mariápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1436,37;-;-;-;-;-;-;175,12;-;-;-;-;-;-;-;-;-;10433,79;-;-;-;-;-;-;-;1954,13;-;-;-;-;-;558,24;1053,17;35,65;-;451,47;-;-;1229,06;-;-;-;-;-;-;630,53;-;-;651,23;-;-;-;-;-;43,65;399,81;-;-;451,47;-;-;-;529,47;500,87;-;584,43;-;-;-;-;-;-;-;-;-;-;-;-;4844,99;-;198,07;598,53;3863,32;-;-;-;-;451,47;-;-;1032,69;606,53;638,53;15757,14;1837,64;5633,84;-;-;-;-;-;3025,59;59606,80
"352900 Marília";-;-;-;-;-;-;-;-;-;-;49913,90;42955,83;94173,08;32218,48;37482,09;42254,48;34149,25;28754,29;20776,88;24894,25;12233,17;29268,26;47262,82;52266,48;44247,78;48720,96;94029,39;72376,41;30187,44;61039,02;105603,43;85832,81;72961,78;11187,22;22929,95;40352,28;59025,42;101016,18;89512,40;53201,62;53287,98;66925,27;40441,74;29331,16;71693,11;52004,99;54905,11;81651,06;105252,67;31907,06;77393,07;77133,16;124799,51;48806,80;59032,57;42741,03;66728,46;60399,77;73346,76;68525,26;90218,90;47406,91;41508,94;48721,50;82507,24;43549,91;48123,14;61773,78;27907,61;68433,00;105047,18;27579,49;68405,37;79137,92;45353,28;70629,85;62323,60;122122,96;118606,07;81163,25;45372,02;72998,99;34536,22;52029,62;141733,43;103717,10;115478,91;88222,95;174451,22;105923,60;93882,80;88687,53;37134,60;42776,51;45324,14;158994,33;43789,26;101689,25;114868,60;150029,20;167849,62;183398,33;91317,17;113559,81;181920,47;159288,01;198032,17;108739,30;65472,34;107327,94;106446,87;162937,81;76584,19;117182,81;74946,80;77013,11;7971310,82
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;-;-;1445,77;1411,31;-;-;-;-;1220,71;-;-;-;-;159,12;-;1887,80;-;-;-;-;610,53;1831,29;-;-;709,93;-;-;-;-;1364,97;5549,59;-;7213,68;-;-;-;-;-;765,86;-;2912,59;-;-;-;-;-;159,12;451,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;588,04;-;-;-;71246,15;7028,62;3979,05;2502,15;1435,40;313,84;660,67;589,77;-;330,79;-;419,91;552,78;840,58;1207,24;368,03;451,89;248,22;552,85;-;-;-;-;328,48;2805,80;-;-;159,12;-;-;-;-;-;-;1001,64;-;1684,23;126988,99
"352920 Martinópolis";-;-;-;-;-;-;-;-;-;-;1731,06;-;3944,61;6963,21;6170,76;5141,41;1301,79;4696,89;2382,35;1300,86;4680,88;1490,21;1751,38;1729,21;1090,00;2796,82;2031,48;3086,60;2923,20;9651,16;1808,39;1950,22;2760,49;841,86;7186,60;12384,11;4235,05;2285,90;6096,31;1253,06;17663,70;7157,74;1873,27;4104,41;3199,76;2302,50;881,56;737,23;-;13335,93;9721,63;-;2041,19;14778,57;6145,24;4416,93;183,12;2915,76;19874,54;14283,04;-;1272,15;-;-;10627,92;13852,91;43,65;3846,84;9076,28;1908,43;4231,27;-;8597,47;642,67;1018,29;2286,44;3320,06;3195,58;3007,39;-;12828,19;1032,00;13987,82;10596,97;4374,08;1375,09;1618,11;12662,28;12013,05;8168,13;3072,99;9680,72;1860,35;10011,13;-;5699,88;38,01;1286,30;8064,98;2228,90;-;907,30;933,87;5935,71;18635,53;4910,06;-;1823,54;5109,95;6742,28;1191,56;5961,02;18122,47;21216,26;453,48;938,38;511689,73
"352930 Matão";-;-;-;-;-;-;-;-;-;-;-;18965,05;20341,03;64204,81;22930,13;16520,12;9833,51;33455,59;54710,20;35907,62;35229,13;34195,05;24013,31;9671,28;4088,99;6934,64;13525,24;51743,66;56834,38;52742,88;60967,08;41647,21;23835,04;36924,09;9896,57;60712,78;26057,26;31778,40;40708,96;70782,87;29114,95;29326,70;27693,88;15820,76;27794,76;1747,24;14847,60;48798,17;52148,37;34627,40;45326,12;51649,78;61654,21;21664,42;33249,64;73034,63;59569,20;48537,74;53793,12;60672,16;40123,62;22009,53;37474,45;26033,14;25735,31;37411,96;33535,85;22500,41;31083,73;10819,26;38152,87;10779,93;53030,86;14072,76;33778,40;47739,22;33170,95;62044,69;25789,72;34200,26;45093,47;15287,68;8197,12;43721,86;40796,64;64875,20;41705,69;57299,41;21081,20;34619,08;27088,68;29425,79;19860,21;16502,33;51728,68;20207,54;31238,72;37242,59;46321,07;62143,16;18015,01;28239,73;25071,34;41079,00;16692,05;8489,31;23601,74;37947,45;35112,48;28949,45;30919,23;53395,86;38423,35;39456,79;34660,53;24796,59;3599000,68
"352940 Mauá";-;-;-;-;-;-;-;-;-;2422,97;4426,01;39002,92;25949,30;60157,35;114069,07;47785,96;103098,99;84771,80;100674,21;124453,66;183505,43;117055,87;84965,64;73253,71;149598,63;133594,49;74153,79;131708,22;230728,58;96740,65;84536,97;36670,69;50727,64;88310,26;182382,81;54779,39;91115,80;41563,48;76307,06;88704,73;111250,38;83880,93;32280,10;36734,53;97046,69;120477,99;83926,10;54647,30;54873,02;76466,46;88353,24;78766,58;119110,09;94827,03;58442,78;96943,51;59753,73;70135,36;63709,24;45384,00;140996,69;152012,86;56866,58;111843,48;49296,96;174340,26;34261,33;73934,01;126657,85;33420,54;95945,96;79212,35;53290,96;55238,21;129661,80;71782,19;47538,72;81358,93;81006,29;64215,60;77759,14;138086,13;53108,19;25796,31;66536,66;84177,01;54740,91;108583,88;90777,53;77288,18;75016,18;48629,94;15592,38;43602,61;69191,00;53349,77;61410,43;66316,63;37139,38;77556,09;73438,95;65377,02;110155,22;41424,82;68542,90;46917,48;68802,77;57527,41;58338,61;64656,70;97504,06;118439,83;84159,46;79548,22;39881,01;14082,83;8430562,35
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;-;1558,70;2345,70;-;5272,16;-;1792,36;937,41;-;-;244,80;-;677,20;-;-;-;-;1024,48;-;-;-;2791,82;8862,21;-;43,65;-;1360,51;-;-;-;-;-;-;-;-;4918,14;5964,81;528,28;6290,15;6088,07;-;-;4527,71;985,76;-;-;-;-;1669,45;-;-;-;10477,49;-;6232,28;-;5707,23;-;-;-;-;2872,30;-;2891,51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1464,31;1151,87;327,82;4274,63;68,05;-;-;215,85;-;3783,05;-;-;-;705,77;-;-;-;-;-;638,53;-;-;-;68,05;-;-;1673,97;100436,08
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;-;6902,62;-;990,72;-;302,30;-;-;-;-;-;-;862,39;-;368,19;-;-;4379,45;-;-;594,76;2784,12;752,99;-;-;2152,59;-;-;-;-;-;-;-;3791,35;-;441,45;6257,15;-;-;-;-;6809,84;3158,32;3256,92;1926,61;501,57;-;-;-;-;185,37;-;-;-;-;-;459,47;674,55;-;-;355,56;2690,11;7533,22;-;587,88;515,32;-;-;540,77;372,34;-;1745,77;-;-;-;-;-;-;423,40;-;-;-;3432,78;-;-;-;-;-;-;-;758,35;619,88;-;-;-;-;520,07;640,24;9285,34;2552,94;-;17896,72;-;2270,17;-;-;100293,59
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1567,37;-;-;606,92;-;-;-;-;-;-;-;-;364,19;159,12;-;-;-;-;-;-;-;912,37;-;-;-;-;-;598,53;-;-;-;-;-;3826,41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;622,73;-;-;-;-;535,67;-;-;1418,96;2675,00;-;-;-;426,07;-;-;16213,43;-;-;-;-;-;-;-;-;-;-;-;-;2085,99;-;-;-;-;-;-;-;32012,76
"352970 Miguelópolis";-;-;-;-;-;-;-;-;-;-;159,12;-;-;41558,47;1209,80;6644,62;159,12;-;159,12;-;7731,49;-;-;-;451,56;2143,61;-;-;-;-;15414,22;13787,62;-;7865,22;-;-;95,17;-;411,49;-;-;6775,21;2068,37;-;-;-;-;209,59;129,30;8199,92;785,74;41449,87;3322,15;939,74;95,17;599,54;1904,18;442,31;638,64;4481,75;752,05;-;2723,54;352,19;1982,79;2634,34;-;1925,81;5091,04;-;7373,69;45369,26;4534,76;24315,88;7948,77;33377,97;451,47;2495,95;-;31468,53;2994,02;22933,07;1566,73;1196,33;674,68;1627,57;103,17;23176,93;-;4847,75;44589,52;14024,65;41,34;2566,89;-;5899,46;39237,58;824,32;-;829,88;6873,32;-;596,30;-;5763,74;-;2970,04;4792,08;1588,40;7659,76;7456,17;223,75;39563,78;1133,91;-;1839,97;590225,26
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;-;-;7632,01;-;-;3248,29;1775,89;5809,68;4885,00;250,12;735,36;809,32;-;-;-;-;641,02;159,12;-;1101,03;2420,05;2120,90;183,12;-;467,47;183,12;712,92;-;-;884,78;-;12877,30;-;840,45;239,75;-;-;857,49;167,12;4343,43;4014,54;159,12;1241,61;1227,70;-;7750,66;-;6821,62;-;15671,19;-;2146,08;2315,84;-;-;-;15030,28;14045,69;175,12;-;1290,21;-;8854,09;191,12;36809,98;22620,07;1757,07;-;14052,80;1674,14;18777,49;1172,03;1836,63;7377,12;-;-;-;5984,44;-;-;462,62;-;3904,61;2181,33;-;1136,46;2417,96;-;-;-;1787,39;2916,99;2380,31;7384,10;3503,78;3915,51;1239,74;1290,43;843,54;1272,15;231,31;4264,35;901,77;-;275,40;942,74;6047,29;-;295641,16
"353000 Mira Estrela";-;-;-;-;-;-;-;-;-;-;-;-;1137,90;-;-;-;-;-;2282,15;-;-;-;2380,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;159,12;488,60;-;46033,25;-;6117,70;-;-;3018,39;1945,08;1862,64;470,15;-;2671,33;-;4658,84;-;-;-;4131,23;-;-;-;-;9124,55;-;-;159,12;-;-;-;-;104,07;-;-;-;569,47;-;-;1400,20;-;-;-;-;-;-;-;-;-;774,16;-;-;-;-;-;-;-;-;-;35,65;-;-;434,85;2486,40;-;-;-;-;-;-;-;1028,53;558,61;-;-;94032,37
"352990 Miracatu";-;-;-;-;-;-;-;-;-;-;-;-;9344,17;-;-;-;-;2399,66;-;622,53;130,78;1282,91;9737,87;-;-;2170,26;-;-;5536,24;2590,87;1091,03;598,53;6479,60;-;-;-;-;-;4142,03;-;426,09;2499,77;625,16;-;685,22;-;985,08;-;-;1083,47;833,73;1254,56;1895,62;-;390,52;-;482,31;-;-;-;-;687,06;442,31;71,17;747,08;1541,87;-;17287,31;-;-;-;2622,31;-;-;2043,28;19061,41;-;987,35;306,87;4079,49;1809,14;-;546,31;5926,32;4472,40;1443,42;-;1386,73;3011,66;4536,10;-;1667,80;7720,41;-;1622,75;33,34;-;3259,29;600,61;-;-;677,82;-;-;664,56;-;-;159,12;4698,29;924,46;-;1242,81;1021,47;-;-;1306,59;155896,92
