 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor serviços hospitalares por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"350180 Américo de Campos";-;-;-;-;-;-;-;-;-;-;-;19545,65;-;-;-;622,53;-;-;-;4721,81;-;43,65;1004,99;-;658,67;-;-;614,53;3041,90;5130,96;-;-;-;-;2804,89;-;-;435,00;-;-;-;657,02;-;-;475,47;20528,31;-;-;2288,66;-;-;95,17;657,16;-;518,88;16207,26;723,22;-;-;-;1338,95;493,62;-;-;-;662,47;-;-;468,38;-;-;467,47;1074,71;-;-;-;-;129,44;6732,06;-;649,16;-;327,02;-;910,29;5729,69;705,75;954,77;1130,07;638,13;-;-;-;543,08;-;-;670,13;3652,65;7767,17;596,07;-;-;-;763,53;72,35;7394,92;-;-;-;271,75;-;-;451,47;1442,39;495,12;550,57;127858,91
"350190 Amparo";-;-;-;-;-;-;-;-;-;-;-;4469,86;5341,54;8747,35;10279,23;65610,40;15413,22;10838,16;21784,97;17506,93;9969,92;26380,03;1824,12;16202,50;10353,76;7634,02;18824,86;6025,24;13975,65;2082,96;81733,48;2310,93;14928,36;19591,87;10949,57;11651,34;1301,54;1557,95;22175,18;-;5343,17;8313,36;5143,96;3730,55;30636,43;4205,42;13980,19;2593,16;6627,26;14460,69;10352,67;1606,57;7421,62;17902,77;28250,53;18343,30;11075,37;3754,15;7574,62;8110,71;1144,95;3660,37;3279,20;3216,33;23587,08;19299,73;1613,04;17927,65;2191,80;19264,63;11667,65;6722,97;6855,61;15341,82;44433,50;23719,54;15995,65;8556,60;5512,49;7865,53;11136,93;12803,97;6323,86;23054,41;7646,13;12771,19;10504,16;38718,03;16447,40;3239,76;8475,11;17898,40;3292,55;15929,86;5739,11;1819,59;4754,98;3631,72;17807,58;15415,54;6942,30;6321,04;1785,44;1026,40;27821,04;2035,38;70510,15;31586,55;14378,93;13145,50;5275,10;26498,02;5304,52;7440,15;6173,21;2414,14;1356815,73
"350200 Analândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;459,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2173,99;-;-;-;-;-;-;-;-;957,78;7429,98;-;-;-;-;-;-;-;-;-;-;1203,63;1657,87;3532,26;-;-;-;-;-;-;4780,25;-;-;-;-;-;-;-;-;355,56;-;-;-;-;-;355,56;-;-;-;-;7310,80;-;-;980,71;-;-;2114,27;-;-;-;-;-;1426,72;-;-;521,32;-;-;-;-;-;587,88;-;-;-;35848,05
"350210 Andradina";-;-;-;-;-;-;-;-;-;-;77658,85;1241,80;19467,54;31796,63;3073,16;12873,26;4234,79;31673,66;20243,83;12728,15;31472,45;64227,02;36169,62;7866,04;9717,60;28637,78;64589,54;18337,43;3970,66;16538,02;21367,70;26226,45;9574,13;45088,28;62776,90;15452,44;44594,96;3570,31;1201,87;8283,69;26125,78;14111,49;32669,91;22645,41;17449,93;6462,89;27780,56;8091,75;5647,64;20571,19;7460,49;18957,31;9436,92;3304,15;12522,90;1500,86;17416,46;13928,16;12154,63;12895,83;18308,58;3759,11;46583,93;31176,83;31769,84;9167,13;30025,09;4311,16;7027,38;9730,73;-;2761,97;31101,06;27415,61;9400,49;9712,93;3659,70;7946,26;9038,13;43554,13;6616,90;7147,89;8470,78;14168,26;18273,23;7929,78;9698,31;4956,57;10599,86;12159,56;34061,87;9461,77;8679,39;17465,86;15575,24;14120,15;9038,83;4939,45;4406,88;21823,47;27011,06;6648,80;46077,62;18392,49;2785,57;13382,34;4227,35;8284,09;2473,08;4501,42;46198,15;5101,59;4604,95;12100,43;12880,47;758,94;1817261,28
"350220 Angatuba";-;-;-;-;-;-;-;-;-;-;-;-;784,05;-;2972,50;1067,89;2460,25;6325,82;1509,72;795,42;3063,05;2127,90;1023,32;715,60;5473,66;950,94;3641,31;2087,64;6180,94;10934,38;996,99;485,36;16840,31;1138,94;1245,26;-;347,62;946,94;-;938,94;6095,42;19972,21;15693,43;962,94;1633,15;159,12;3997,60;476,47;463,47;-;23234,81;1007,75;471,47;1058,14;1990,76;-;11321,85;1011,24;6647,56;10036,71;650,59;183,12;1226,88;1118,06;2909,88;1859,77;226,83;958,94;4030,65;6198,48;630,59;10899,00;17214,75;1439,41;614,53;463,47;1247,61;2245,71;484,51;911,58;3101,19;15063,35;1128,21;-;13052,86;5755,08;-;230,29;159,12;-;-;4157,70;475,47;9337,89;7141,65;1145,22;1941,85;1469,45;458,24;846,97;889,33;3185,39;1150,30;471,47;2326,13;463,47;32345,02;1467,11;651,87;482,31;1719,52;4514,52;9068,45;3846,19;3865,83;-;368714,66
"350230 Anhembi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335,62;-;-;2791,70;-;671,24;-;11381,05;-;677,20;826,96;36496,93;23556,05;4561,16;7069,35;5762,62;9156,92;1306,37;-;-;406,14;71,17;1156,43;984,70;7139,12;846,74;937,74;1293,32;12634,47;-;-;-;-;-;355,56;1854,98;-;-;-;-;-;1424,66;-;-;-;-;899,76;5541,03;7946,09;1674,55;10629,34;359,62;5296,36;-;2830,09;13091,41;23762,24;4640,86;-;1645,45;12113,54;-;371,62;809,48;10586,46;4563,93;-;701,20;-;1391,77;1657,45;725,20;-;11637,23;1985,29;2409,65;10933,05;1643,26;701,20;31007,17;19952,42;13108,01;6275,67;3188,97;1462,40;5794,92;1973,94;5576,06;-;782,72;-;1210,22;1734,16;-;8285,13;7998,75;-;2247,57;-;-;384843,44
"350240 Anhumas";-;-;-;-;-;-;-;-;-;-;-;-;3593,48;-;-;-;-;1531,51;1614,37;953,60;-;-;-;-;1421,70;-;-;500,52;-;-;238,68;-;-;-;-;-;-;-;829,08;-;-;1624,54;-;431,43;-;-;-;-;-;-;1892,06;-;-;474,31;-;476,81;-;231,75;4969,74;-;-;-;1518,31;2101,54;1243,07;-;4639,84;-;-;-;-;-;1122,31;-;-;-;949,41;-;-;239,75;-;-;-;4773,47;-;-;4940,23;-;1296,68;-;-;-;-;-;-;-;-;1261,51;-;-;991,99;-;1105,05;633,55;-;-;-;-;-;-;-;727,51;-;-;-;1193,94;49521,74
"350250 Aparecida";-;-;-;-;-;-;-;-;-;-;-;3431,81;3623,79;926,94;3221,66;2751,57;610,59;320,95;3974,05;16354,52;-;4046,53;41,34;451,47;627,50;2944,15;1978,04;553,47;2383,48;2193,49;6734,26;2803,54;1640,64;1340,31;7301,62;2521,59;9010,39;1463,23;132874,36;5731,87;15131,46;30542,53;19051,82;7444,40;6714,38;1937,58;11498,42;8074,43;5729,36;1834,00;367,11;1214,10;-;-;5045,81;42498,27;5186,20;18517,35;598,53;4354,92;1831,70;206,81;482,88;3281,58;4131,66;21239,80;19780,40;-;10958,57;24407,25;4302,05;11148,78;2614,00;10550,22;159,12;14924,98;28430,59;31677,06;1039,46;29835,28;5390,46;5122,12;13112,57;16516,40;5479,74;-;1708,81;26645,70;3552,59;22546,55;14630,51;66164,30;47128,94;1052,97;27387,03;3563,04;40230,41;40614,46;52409,59;7865,06;40516,49;55381,70;10903,00;14394,83;19380,94;29264,76;40222,05;22587,06;23462,02;-;14667,63;13258,04;4364,45;11508,35;1975,63;3626,89;1335235,11
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2165,52;459,47;901,08;459,47;-;-;2242,21;-;-;-;391,75;-;1839,29;-;5376,14;-;-;5619,90;5040,41;610,53;-;-;-;1491,31;8261,26;-;-;516,93;-;604,68;-;-;-;451,47;-;95,17;-;963,79;627,88;527,92;-;-;770,72;-;2126,54;875,09;-;-;-;-;12876,69;-;-;1149,15;-;-;-;-;-;-;459,47;-;-;2323,48;533,95;-;459,47;-;-;-;-;-;-;-;1786,88;-;483,47;-;-;546,64;454,15;-;459,47;-;-;-;-;-;-;490,79;-;-;-;-;-;543,67;-;622,53;1675,07;-;-;-;67283,41
"350270 Apiaí";-;-;-;-;-;-;-;-;-;-;-;-;853,65;614,53;6852,25;506,71;-;4527,55;29098,75;47018,25;797,65;1014,56;2127,80;-;954,05;467,47;11377,70;954,05;1598,08;1018,78;483,47;1692,59;-;385,36;159,12;-;-;1752,18;23307,87;1180,73;708,48;-;25646,36;-;3568,71;60,15;6613,30;3718,37;-;74,49;13390,69;-;-;2885,27;752,16;641,00;4876,59;19096,86;10435,06;-;3318,09;2579,43;1364,97;-;2161,44;467,47;1129,33;364,89;1376,99;-;9536,85;-;8497,53;1019,85;-;687,93;1370,10;3499,45;614,53;2225,06;350,87;1473,23;929,18;26376,18;-;4977,70;30562,97;598,53;24358,78;3102,43;26136,37;16683,42;4300,05;-;2034,58;167,12;654,53;23442,55;464,17;14627,72;13165,63;484,17;451,47;159,12;15520,41;3497,03;453,48;-;-;622,53;3451,77;-;3317,80;4444,10;1575,32;597,40;500405,16
"350275 Araçariguama";-;-;-;-;-;-;-;14824,17;-;-;-;-;25932,05;-;223,75;1213,65;-;1731,21;937,74;465,48;385,40;-;-;11200,94;12334,58;10442,57;3182,62;4016,08;18921,37;1306,37;-;-;961,74;1594,11;219,92;4564,69;130,95;1511,16;12565,28;1539,20;930,26;-;18523,45;-;-;-;61193,68;2247,28;829,84;-;-;7778,68;-;-;5927,08;7061,32;-;-;-;7088,15;28952,09;14682,66;7581,83;22397,29;-;-;11515,19;438,79;4050,31;5753,71;8116,09;2035,49;-;-;3856,55;2126,66;-;3905,54;-;-;-;-;1011,54;3229,29;-;-;-;368,19;-;-;-;1102,95;11437,72;2959,42;4347,28;45011,24;22074,67;-;7899,95;8380,79;604,73;37,78;-;2124,60;15546,03;969,19;3466,65;714,06;-;1747,19;498,31;297,09;1253,93;1415,51;23395,07;1351,10;518441,25
"350280 Araçatuba";-;-;-;-;-;-;-;-;-;-;56329,73;98666,00;70845,44;109839,58;53842,29;123721,92;74918,28;100263,68;87054,15;141043,78;120743,29;162009,07;111733,67;102796,92;107853,04;49749,10;65071,10;58767,30;178864,27;32600,38;68337,25;85976,93;64668,53;47453,47;90832,37;53173,97;109725,02;139510,94;54353,33;110051,07;87030,25;166974,00;147899,57;65798,16;67449,58;96654,32;83293,23;146974,64;73589,37;116946,06;176515,83;83209,08;84160,35;86551,07;59766,04;75623,83;78556,98;63134,90;28651,08;130646,49;80938,82;118612,64;60447,03;108476,39;94523,02;42705,35;35131,18;45461,92;102113,08;23371,84;125506,30;114550,65;52737,54;132960,68;77162,17;46679,00;99873,63;55052,54;130213,70;86531,93;75108,08;129529,11;35378,04;36894,37;115219,67;72641,50;117750,13;66775,81;68982,26;134323,12;60340,88;49406,72;60711,63;73696,33;64129,57;55688,51;107140,50;52379,06;170433,34;61919,45;58086,60;122972,10;107649,56;87211,87;58796,67;55643,59;74946,79;72792,28;46240,36;68834,65;67732,20;64612,40;79533,20;77180,00;48826,35;29759,99;9012536,80
"350290 Araçoiaba da Serra";-;-;-;-;-;-;-;-;-;-;-;14098,22;6563,90;3028,72;17101,65;-;9507,88;-;1930,62;-;2608,93;937,74;13287,52;9942,88;-;-;-;3129,72;-;10183,44;11268,44;119,17;3614,50;-;9293,75;-;17798,15;-;-;2742,94;43,44;175,85;957,19;-;-;3025,83;3285,26;1014,53;-;1202,45;-;-;-;1162,31;-;831,77;-;-;4514,42;2827,07;4701,27;3829,64;11376,43;3337,07;-;16341,18;-;8996,04;-;2393,49;266,77;-;651,46;235,12;3846,11;-;18674,36;2264,00;-;-;-;2768,38;-;-;268,45;-;2210,58;-;7375,41;16100,62;1909,74;1660,62;5370,13;4921,26;1627,65;-;9373,04;127,39;30565,62;-;-;-;7723,85;45977,59;226,83;30028,99;14043,04;816,10;6451,20;558,27;33871,04;27698,76;53095,74;547,73;6930,14;14967,27;560326,67
"350300 Aramina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95,17;33,34;-;-;-;-;-;-;5041,04;-;38099,85;1239,41;-;-;-;-;-;-;-;-;-;598,53;786,10;598,53;-;-;-;1127,97;1463,66;-;-;1647,17;105,10;-;-;-;10435,81;-;-;-;-;-;-;-;-;-;1578,12;7126,75;-;40600,11;-;-;3831,77;167,12;-;-;4532,61;752,20;459,47;-;-;711,63;-;-;-;-;1773,11;-;5243,68;-;-;-;-;649,16;-;-;-;-;42836,28;520,07;6415,60;-;-;-;-;1274,23;179743,59
"350310 Arandu";-;-;-;-;-;-;-;-;-;-;-;-;634,50;-;-;11892,58;-;-;-;5471,27;1020,57;-;-;-;-;9559,13;-;-;1048,42;121,10;-;377,53;-;-;690,54;-;-;-;-;-;764,20;-;677,20;95,17;277,42;97,00;-;-;-;1105,43;-;-;-;-;-;-;-;-;-;-;-;14061,34;676,07;598,53;127,17;355,56;119,17;-;-;-;-;-;20871,24;39144,63;4703,13;13785,18;2992,87;5181,30;1961,29;2287,26;-;-;-;-;-;-;-;-;-;-;-;-;-;13280,73;-;-;-;-;-;-;-;-;-;-;7962,52;-;2378,90;9775,69;1124,63;-;4749,58;504,07;-;2061,71;-;-;182534,63
"350315 Arapeí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;598,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1867,43;-;-;-;-;-;-;2087,15;2695,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;368,19;622,53;-;-;-;-;-;-;-;-;-;4119,66;13027,93;-;-;-;-;231,75;-;689,96;499,47;-;-;-;-;26808,36
"350320 Araraquara";-;-;-;-;-;-;127100,74;5161,24;5718,85;25770,64;15382,59;28903,92;38122,35;13375,87;55317,25;42627,60;46182,98;33610,37;40093,72;5700,34;30144,97;17749,51;24759,54;7541,05;36765,38;10315,40;19747,79;18387,79;29067,74;12840,02;24201,21;9575,97;23830,13;21488,02;18452,45;35209,05;32173,43;15648,80;1599,37;43534,32;23394,73;34131,87;58197,78;11345,23;13416,22;52517,63;39754,46;41070,13;44487,47;50073,07;27852,40;34084,76;35587,27;16060,39;55896,44;28059,42;81778,00;31578,30;11241,38;16873,20;21119,00;19839,08;35755,45;29395,99;38300,43;55102,31;16353,36;3693,72;31054,45;27156,42;7132,02;44671,72;23001,40;28750,19;32884,49;3369,88;32685,35;20684,40;49383,18;49755,11;46457,41;26089,95;8521,56;21023,41;32268,81;17766,23;68964,11;60319,46;58193,89;66339,05;33131,59;36257,12;59520,15;10232,87;42226,99;31337,29;31033,16;23977,37;21397,30;10523,26;11410,62;32318,88;84207,41;49471,65;48263,51;40818,01;29396,65;53386,77;41906,19;13696,57;37032,21;69652,67;46491,84;32672,93;57426,24;31143,01;3578464,64
"350330 Araras";-;-;-;-;-;-;-;-;-;-;-;25217,18;87129,50;29334,12;9249,49;94258,82;35362,74;36481,79;5521,32;38609,25;16293,69;32560,65;22150,98;17663,52;7637,58;30031,95;18525,64;35024,80;50376,84;42100,74;20847,59;35379,69;54917,97;56683,50;26608,05;26819,22;8683,57;7220,42;43489,02;22444,56;39896,17;34510,56;7685,65;40143,39;54707,97;6717,18;54770,00;39010,19;25958,46;26761,10;37126,98;27963,94;19224,68;34886,19;31951,83;39950,67;51138,33;55767,55;23890,27;62516,85;41606,50;29460,26;44952,72;20636,51;33077,28;35553,01;4456,17;63245,32;15155,55;2366,05;21902,93;19466,79;16511,19;31431,83;68128,02;21303,81;25191,27;62996,66;20381,26;30830,82;22937,43;53250,78;25894,16;20793,50;10047,46;24698,11;25012,54;33230,64;33380,47;4090,66;13268,13;47210,91;66010,21;23433,54;50523,91;22921,48;32809,76;39512,94;35744,37;16611,86;38028,43;35830,07;63625,77;9902,16;26067,26;67237,86;1729,28;68263,45;41348,35;22880,84;46831,65;40470,09;30888,07;38939,20;22862,14;4733,29;3420876,87
"350335 Arco-Íris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;418,16;3189,45;-;-;-;1012,43;-;1597,42;-;-;-;-;-;-;-;-;376,39;365,16;1502,41;-;532,74;737,94;-;-;-;9831,99;-;-;-;-;-;-;-;-;2517,28;-;996,60;-;-;-;-;-;822,12;-;-;-;-;-;1663,27;-;-;-;-;-;733,31;-;-;-;-;-;263,75;-;-;-;-;-;-;1638,95;-;-;1268,25;-;352,19;-;467,47;-;-;-;1425,04;-;-;-;-;-;-;-;-;482,31;-;-;-;-;-;7468,42;-;-;-;-;4390,06;-;-;3116,11;47169,22
"350340 Arealva";-;-;-;-;-;-;-;-;-;-;-;-;651,46;2166,91;33,34;-;-;-;1169,17;483,47;-;-;160,97;-;-;-;-;-;167,12;167,12;-;-;-;4327,43;-;-;-;-;2264,74;870,39;-;1493,65;-;33,34;-;-;2328,86;467,47;-;1281,31;2557,19;-;464,17;-;-;502,17;33,34;-;225,59;-;1197,06;-;-;-;-;-;-;2581,20;-;-;-;-;818,33;-;-;-;4589,00;-;-;-;-;-;-;-;-;-;504,07;-;-;450,31;-;1208,04;2307,83;-;-;4035,14;-;-;-;-;453,48;1031,92;-;-;-;-;-;-;-;-;-;6282,81;-;-;1398,50;-;48706,90
"350350 Areias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;451,47;-;-;17613,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;598,53;-;223,75;-;-;-;-;-;-;-;499,11;-;-;-;-;-;-;-;-;-;-;-;455,74;598,53;-;-;-;1480,85;-;-;-;598,53;-;-;-;-;-;-;1778,60;-;-;-;-;-;4915,97;930,36;-;159,12;231,75;-;-;-;239,75;10857,92;-;6122,59;-;-;-;-;-;-;491,47;-;-;-;-;48247,71
"350360 Areiópolis";-;-;-;-;-;-;-;-;-;-;-;-;14958,62;335,62;-;822,91;5733,18;897,79;3271,12;1017,18;-;9581,07;937,74;335,62;-;4303,29;-;-;826,96;-;95,17;671,24;-;-;-;2641,63;20901,95;-;677,20;-;168,17;238,68;21789,10;-;1463,69;-;651,46;9609,13;-;-;335,62;7758,60;589,12;3783,83;-;-;159,12;-;-;713,20;9408,16;1029,70;-;-;22159,14;1589,58;-;35664,99;610,53;341,85;715,67;-;20747,65;2159,00;4094,99;9384,42;13801,90;-;1210,22;-;-;-;-;33542,27;-;31659,63;1214,50;-;540,15;725,20;19968,39;18651,21;71,17;23190,01;9992,84;4870,51;1059,74;5390,94;6363,55;5610,84;53,34;-;-;-;2308,75;-;449,02;497,02;-;1657,45;-;7071,99;933,79;699,46;1267,58;-;415975,16
"350370 Ariranha";-;-;-;-;-;-;-;-;-;-;-;-;335,62;2342,36;-;-;3082,29;501,35;1581,47;957,70;-;4650,28;-;1198,39;-;499,47;-;3219,90;42700,51;-;-;451,47;-;474,31;-;-;-;958,94;690,05;-;1639,99;8031,16;727,09;-;-;-;459,47;451,47;708,38;-;-;5011,61;-;789,86;19812,20;-;5225,38;-;335,62;6636,12;-;-;-;1293,32;-;-;701,97;-;647,87;-;986,77;9938,32;-;-;1271,95;26172,35;6809,51;-;-;1653,42;-;1831,91;-;-;1212,40;3171,54;12645,37;-;-;-;-;-;-;-;335,62;-;-;-;477,93;-;-;838,69;11400,45;-;2863,95;-;4000,76;-;-;500,87;1002,42;5557,27;3099,88;-;-;675,82;212562,82
"350380 Artur Nogueira";-;-;-;-;-;-;-;-;-;1195,88;-;3363,85;2546,38;24738,57;2994,46;13420,63;3249,72;12488,94;13022,53;2375,96;2672,95;14524,24;10196,20;16654,04;21798,97;49762,67;20057,87;20234,97;11315,20;1818,43;29485,71;27738,24;677,20;7057,68;715,29;70263,81;34059,71;-;-;28061,21;12499,04;5948,80;504,07;18077,84;10565,13;4788,51;1034,32;1813,80;71,17;10738,68;677,20;16385,17;22352,51;-;15272,43;1916,05;33,34;-;1688,71;-;8424,85;1743,36;30487,15;29793,80;11655,15;9259,49;9448,93;11824,54;10989,83;27555,58;50772,72;21188,29;18283,50;13467,62;29817,16;14974,77;82950,55;46822,00;1736,07;726,40;1953,39;17847,99;13679,68;49828,08;7866,42;1273,43;-;88107,56;8308,61;11801,17;57358,81;10843,00;40604,81;23596,80;23413,55;23575,46;14888,08;50227,82;1074,40;4581,62;15739,02;37176,19;29156,54;2733,55;4758,46;54370,67;13452,35;-;42720,18;562,42;24154,05;5755,14;40847,51;4893,82;621,22;475,47;1731027,11
"350390 Arujá";-;-;-;-;-;-;-;-;-;-;1727,08;1015,50;15410,22;5145,41;35384,79;7072,50;14073,02;18181,05;7609,45;9477,60;30906,26;8576,25;28927,09;-;18075,14;37775,10;13198,49;8028,61;106962,77;24553,12;2957,27;14666,37;17815,94;15917,35;-;4765,12;3565,32;11229,99;15759,58;2414,28;854,47;40816,45;4005,56;29113,74;8481,17;104396,19;2479,55;13472,64;5635,97;2196,68;15597,89;1012,76;22212,47;21794,46;3069,96;23613,31;12954,82;55073,33;28250,79;1526,59;15523,98;1250,50;24196,97;42389,55;1883,35;1237,52;-;17867,07;2098,96;785,57;338,04;4139,32;13268,63;18321,86;1875,86;7341,71;9798,54;15611,74;2853,29;23738,85;18113,20;59129,24;5285,06;22661,39;9996,44;96844,39;5227,72;21052,81;13192,73;2917,89;2873,53;9901,64;9435,86;1838,33;16203,07;22211,11;5663,89;8307,58;2600,28;8680,86;10205,26;2586,81;17143,19;23554,63;49644,74;26323,19;27834,52;24220,69;16608,80;7839,58;8176,00;8462,82;8585,68;62113,43;3332,16;1481,25;1722520,55
"350395 Aspásia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;444,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2093,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;376,19;408,38;-;-;-;-;-;-;1691,07;-;-;-;-;-;-;-;-;-;7754,51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;744,73;-;402,13;2746,07;-;-;-;-;-;-;881,06;-;-;-;2077,99;-;-;-;-;-;-;-;711,43;-;-;-;-;4872,80;-;-;25204,61
"350400 Assis";-;-;-;-;-;-;-;-;-;-;-;-;45448,22;8175,59;9256,37;28125,43;2129,87;17257,25;32619,15;11016,77;16288,10;2902,79;1395,13;17642,40;14659,56;6448,42;22056,10;9675,71;34041,99;16626,84;17738,20;21625,34;17342,79;17133,94;43897,88;5475,82;4931,77;11085,22;7340,44;9758,78;16208,20;41891,12;7845,56;33063,13;37048,92;27831,34;41772,37;3153,97;33742,49;38085,65;47983,80;24697,32;29466,32;40807,98;29224,13;4343,07;26750,62;13317,45;11192,12;19590,98;3797,42;10882,19;28948,16;44703,01;24940,26;3652,00;26971,79;62120,17;49755,95;9430,40;33417,35;46923,73;32731,45;17488,59;30568,42;4709,67;33975,26;12921,14;27084,78;9169,06;12466,98;27358,78;18188,20;5933,31;30044,38;19461,18;24170,02;43154,75;33663,21;34806,17;22651,26;48621,92;14873,79;26223,34;18713,36;22430,83;46804,30;20155,41;33441,81;20676,90;9449,70;40999,44;6041,72;25435,82;8192,29;7784,56;25867,73;51681,87;14680,60;35480,55;13799,02;41596,26;35461,78;15153,61;33549,64;7622,09;2390939,79
"350410 Atibaia";-;-;-;-;-;-;-;-;-;-;733,24;17780,52;1582,94;5956,13;9443,65;22733,62;20103,35;6544,26;56295,03;17830,51;10908,29;15168,37;7226,71;65868,72;59442,66;52930,95;7768,11;8383,43;22287,65;47687,08;30638,71;3029,45;15734,03;4791,28;126346,46;30648,84;10345,86;19344,20;26529,38;5323,19;39968,15;58197,33;4251,92;9566,12;32369,10;2716,32;27584,49;23449,43;16824,23;11853,74;15749,08;31709,02;13735,83;18036,85;4864,26;26179,94;10442,64;13116,97;38582,98;23727,25;2510,38;27058,07;31125,65;9986,18;18086,59;13544,17;18009,04;16250,39;20220,12;6971,13;11550,57;44287,81;5180,21;35068,62;12741,77;2577,65;17306,75;2646,28;26821,53;22744,77;26822,95;13294,11;19611,42;27765,08;80846,75;16277,14;19884,51;13955,63;61288,77;55633,36;59613,47;52847,57;9275,87;20073,10;1113,50;8623,33;4071,40;12847,31;14510,05;16987,34;28797,10;22040,19;39310,73;40119,47;71910,56;33924,35;50267,83;38751,73;75035,45;28453,90;38570,09;58040,61;17796,92;28864,22;26602,47;1725,85;2632574,08
"350420 Auriflama";-;-;-;-;-;-;-;-;-;-;-;1923,00;451,47;11745,05;1050,00;-;33,34;2458,24;-;1062,00;618,59;-;2115,16;941,73;-;631,87;-;832,05;451,47;33,34;-;179,12;28814,10;33,34;-;-;175,12;626,53;-;33,34;1340,44;11262,20;10397,91;13077,17;-;17280,64;7152,38;12245,90;2746,47;1128,07;22540,08;21530,78;651,46;52909,42;463,47;33,34;-;483,85;23319,64;-;20646,28;614,53;936,28;-;33,34;1070,00;-;610,53;-;9129,88;-;15352,41;3521,35;4979,80;-;-;6206,20;5475,20;4195,89;1440,62;1062,00;451,47;-;614,53;-;1202,35;2451,51;-;-;-;6910,53;1155,41;614,53;1249,06;9214,58;3517,94;-;634,53;-;1712,20;-;769,65;655,87;3702,60;-;-;1014,06;651,46;598,53;620,88;769,65;773,65;1028,81;-;610,53;1094,76;370065,48
"350430 Avaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;862,39;-;-;576,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22201,35;-;-;-;-;-;-;1522,78;-;-;-;-;1083,54;1279,03;95,17;2107,60;-;-;-;-;-;-;-;-;-;-;507,47;-;-;2908,64;622,53;-;-;-;-;-;-;-;1729,84;-;306,53;-;-;6658,26;-;-;-;384,19;-;-;-;-;4097,67;-;-;9195,60;-;-;12584,73;-;-;835,58;3658,29;3460,81;-;-;-;-;-;-;-;-;20900,26;-;7745,05;7733,75;627,88;-;113685,79
