 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"351810 Guarantã";-;-;-;-;-;-;-;-;-;-;-;-;-;2282,97;-;262,54;-;19777,29;26522,09;-;-;262,54;-;36462,69;3956,03;-;-;7732,49;-;1814,82;-;-;-;1558,17;-;-;-;-;-;-;-;-;-;2123,12;-;-;-;-;-;1000,54;8066,21;-;-;-;735,31;-;9243,60;-;5337,92;-;532,34;-;2149,22;-;-;-;-;-;590,75;262,54;-;-;6039,78;-;-;4782,86;-;-;13247,76;-;5087,08;952,54;-;-;-;265,60;262,54;2787,66;23383,28;55,27;-;6149,76;-;-;3030,41;2349,76;10544,77;-;1599,70;-;789,20;262,54;19801,74;2692,07;2815,60;18187,41;48,38;7386,38;40,38;-;8912,82;-;23619,60;29717,20;31010,13;23306,20;379801,60
"351820 Guararapes";-;-;-;-;-;-;-;-;-;-;-;-;5570,80;2912,61;2539,97;10837,24;28411,43;18876,57;6495,65;2958,31;32429,58;3460,49;10422,51;21806,27;51421,72;2602,86;40176,87;10899,68;27816,84;27050,12;8284,34;31095,81;480,87;4925,24;13107,86;1806,93;5361,45;7733,40;50170,54;13893,60;38135,31;65155,56;3332,41;9360,82;9826,63;18777,63;9230,02;5172,22;12073,85;17708,59;2785,73;7859,29;36170,10;25429,87;9156,70;6570,56;29038,11;4581,85;12476,34;35846,93;12212,02;2022,82;28439,78;37204,77;898,67;24015,74;5134,38;1449,88;6713,17;41257,81;18084,99;13829,44;20523,12;35406,40;499,90;10654,93;9144,86;43714,23;2994,32;5915,82;516,30;38291,96;6106,85;9204,94;28916,94;2354,16;2828,69;393,80;2736,81;3944,33;1450,66;11452,57;11072,50;11934,46;12263,03;11722,32;9843,95;41878,41;1110,55;-;39621,87;10980,65;65085,38;10259,68;13502,06;635,03;10169,99;41477,39;18601,53;5037,02;35475,97;3015,49;8545,59;2049,03;25602,06;-;1620437,10
"351830 Guararema";-;-;-;-;-;-;-;-;-;-;-;3720,94;-;8593,45;20573,31;3026,14;13736,36;1812,93;2150,53;5455,88;7724,65;2568,20;10461,31;4851,33;3190,13;20643,59;2575,35;3402,20;-;3768,90;3662,25;950,30;970,96;3506,61;1119,90;-;3258,98;-;18741,81;1461,32;-;6340,24;1309,60;44,22;3384,18;246,01;2549,91;-;8465,46;988,48;477,40;1284,79;2883,24;1355,07;-;55,27;-;-;924,06;9202,13;1063,26;7965,94;2922,70;2473,64;480,87;2465,98;-;24648,49;2559,54;5937,12;3199,15;21870,88;2307,25;1823,55;1312,61;23118,92;29947,10;33247,95;1882,93;1113,71;3641,66;643,03;993,74;431,88;1954,32;-;2433,37;3349,89;4653,84;11572,75;-;2647,02;1581,36;-;-;7185,79;1842,68;2813,36;-;-;1259,66;36875,15;35731,71;2313,63;33546,17;2017,34;2376,31;1602,20;12343,10;7475,40;20370,55;-;25989,70;1153,66;39323,75;3148,58;633050,58
"351840 Guaratinguetá";-;-;-;-;-;-;-;-;-;-;4684,60;1329,47;2796,75;15898,60;30358,67;8588,50;20001,31;-;16899,09;3599,65;3715,90;22833,76;79166,91;28899,21;23283,48;10392,27;1991,18;35623,68;22090,80;47533,68;3281,30;51462,57;12554,41;21712,19;3585,23;40436,74;46978,31;54037,99;15152,06;10305,85;22051,73;28710,31;24347,29;24723,50;17041,75;7310,63;20942,73;35140,53;47852,46;15483,52;25360,37;31728,09;36509,53;15831,73;6392,28;42610,61;46471,57;15501,53;11450,80;44553,76;29651,28;25293,44;78642,66;22647,70;24477,17;20069,89;45212,67;42822,74;32830,84;26316,10;39523,13;18882,98;20199,76;2697,75;32443,40;13519,64;42097,40;7127,00;16364,00;14186,85;23483,17;5003,72;3879,24;16503,50;10686,44;11997,73;2817,56;55956,80;18338,58;6775,98;35143,17;41169,39;12694,60;33534,29;29587,27;18800,10;34190,04;71034,52;35224,30;43596,57;53807,07;51631,94;31561,41;58070,88;38004,64;106195,37;48497,88;16514,75;12593,95;10224,85;19785,37;21012,59;54741,06;51789,27;36455,96;10490,06;2846009,30
"351850 Guareí";-;-;-;-;-;-;-;-;-;-;-;1639,25;1695,37;-;6728,25;621,31;1803,06;585,28;2434,63;-;-;-;1254,54;-;-;332,92;8930,43;2488,91;3623,60;-;186,83;1241,70;-;1160,59;-;-;-;554,73;2671,54;-;440,08;-;-;1198,44;554,73;-;-;-;2528,38;-;393,80;-;578,65;-;-;-;9561,25;-;251,62;643,03;-;-;-;-;-;-;597,09;185,83;1886,33;-;5586,76;-;-;-;-;-;-;-;-;6926,61;-;-;-;1930,00;439,88;-;-;481,87;504,68;-;565,87;-;-;1064,37;879,71;-;-;-;5066,62;-;3918,37;-;-;1270,44;945,80;-;-;816,42;2091,76;1616,60;2244,92;777,77;1319,74;462,98;6368,80;-;102052,14
"351860 Guariba";-;-;-;-;-;-;-;-;-;-;-;-;15931,71;6325,68;1523,27;3166,21;13285,45;40518,26;3295,85;3153,81;1151,25;3063,25;8335,78;187,10;618,86;6457,40;36949,83;26517,46;1957,30;5318,89;-;378,32;2053,67;16813,64;13119,66;10564,41;7481,17;8045,29;6677,22;42917,41;5506,26;9614,18;1913,21;19417,09;3805,75;11856,25;44,22;2779,23;5560,97;1679,14;4938,22;5083,51;37179,15;10513,17;467,52;10027,37;2635,28;10947,48;23006,88;-;15693,62;6748,05;1886,05;3055,37;21859,25;4302,99;4996,48;3080,08;2138,87;2970,15;32348,91;4051,72;20166,43;-;5603,11;21977,86;22458,51;5117,54;11890,09;8986,60;964,33;28065,58;4236,88;12408,51;1029,09;3057,04;6840,02;2604,30;218,87;9537,98;26451,20;22879,25;11869,97;7961,97;10786,61;3801,79;12418,37;1858,90;9526,03;3743,60;922,06;14327,88;1678,21;21284,52;1173,21;2222,22;873,66;7264,26;896,16;16060,72;15440,76;13804,63;51415,57;6973,09;5548,50;733,03;992993,48
"351870 Guarujá";-;-;-;-;-;-;-;-;1386,06;13869,89;176380,82;146963,49;151903,81;51531,47;136860,26;136439,88;131565,83;154550,08;307639,28;113926,66;126971,89;97370,78;226148,32;110703,31;216435,79;166316,50;121214,87;144585,41;169904,90;168343,25;126970,67;126489,67;142087,69;140678,64;207405,08;159049,97;103076,73;189839,59;172832,51;136484,91;260960,93;126493,22;129369,39;57426,81;243397,57;147914,98;131788,42;144334,81;156156,94;248529,97;165186,49;187381,73;94683,37;139460,39;204987,67;202508,68;108268,41;125416,31;110193,87;155899,26;99886,11;84838,01;168331,02;70351,75;108867,74;96249,57;163244,66;159628,83;134976,45;149841,02;74773,69;99523,13;191524,54;80683,99;216225,12;138182,86;164368,35;200633,47;118771,08;125099,79;139929,78;150584,33;228304,76;175820,52;74954,32;179448,73;138046,51;209101,84;161572,46;133202,51;135561,19;117650,30;144428,01;164285,54;208797,44;91784,44;62585,08;133768,94;131046,56;154143,09;195789,21;88117,30;141298,36;125832,38;78123,65;153143,73;128810,68;181219,30;180229,90;151841,06;99985,02;116806,13;198561,89;149793,79;82260,92;46427,47;15415545,55
"351880 Guarulhos";-;-;-;-;-;-;49898,06;-;-;18630,06;347097,45;256034,08;422754,70;381764,06;701027,81;449738,14;548148,97;591902,04;548008,26;714808,04;390727,34;513128,92;585759,89;550148,81;301532,19;589647,60;509019,07;428862,50;556130,53;381732,57;554080,05;313116,91;357300,94;583705,43;458937,13;531549,78;427386,19;507723,64;512939,84;502619,72;531195,40;442091,12;397406,37;427718,28;361920,37;499773,91;421818,60;515389,59;433699,64;552332,91;625009,72;394806,14;313226,67;502660,55;606841,33;513817,11;460267,16;409440,95;583662,26;472710,00;424351,64;421318,33;735845,20;529404,81;488436,66;528505,63;496164,51;521817,62;497093,27;471036,66;495063,57;444729,50;508594,59;518960,92;408309,17;545499,68;450516,20;375853,67;495520,10;584204,32;556903,56;508265,79;524145,91;675437,94;461120,65;368736,16;558920,52;474530,52;478800,99;479647,00;555870,68;382596,19;328737,30;580770,49;564784,08;585257,31;421419,63;434833,13;419309,52;502168,03;468361,34;609281,19;466602,88;486384,81;457177,89;482641,30;468566,12;429666,07;398500,66;462669,95;583228,38;453029,00;722176,77;504575,35;411324,06;79699,79;51339015,81
"351885 Guatapará";-;-;-;-;-;-;-;-;-;-;-;-;-;3530,27;-;-;-;-;718,78;5662,83;1334,82;-;16175,66;-;-;9432,21;-;-;-;-;20698,69;-;2770,01;-;5190,92;-;10034,68;-;7772,50;8956,06;685,83;1686,49;17184,79;2970,25;1155,71;4384,12;5087,71;-;1721,32;-;11721,63;2006,30;-;-;-;18958,49;-;-;-;15830,38;1314,13;1553,71;-;-;-;2256,93;16965,54;480,87;2425,14;9417,31;-;1609,22;1459,58;8441,16;19062,34;2693,35;-;685,58;2400,49;-;455,22;4526,47;-;239,97;-;-;-;480,87;-;1793,49;11066,84;4045,82;914,69;-;-;6740,19;1504,26;-;1321,74;-;262,54;-;2289,76;-;14695,23;5706,41;8586,14;480,87;840,87;1606,14;3465,46;22932,13;1081,37;1517,71;-;-;342989,99
"351890 Guzolândia";-;-;-;-;-;-;-;-;-;-;-;-;1012,45;480,87;3264,68;3079,61;-;-;-;-;2939,44;-;-;-;-;-;-;-;969,74;-;504,87;647,03;-;-;-;-;-;-;15000,55;-;-;8368,63;2157,46;201,83;-;-;-;393,80;496,87;-;-;540,14;36722,25;-;26696,52;-;-;-;678,70;-;1874,78;11577,83;-;30641,50;19579,56;-;-;-;-;-;-;-;-;492,87;-;1087,12;-;44,22;-;-;48,22;-;-;-;-;-;-;1553,59;486,85;-;-;647,03;1298,06;647,03;-;926,72;1151,90;-;496,87;-;952,54;3261,66;-;488,87;-;-;-;2925,53;-;-;647,03;-;-;659,73;659,03;-;186303,98
"351900 Herculândia";-;-;-;-;-;-;-;-;-;-;-;-;-;1651,84;177,07;-;-;-;865,29;-;3028,99;-;546,45;1635,25;-;-;-;-;708,47;-;-;195,10;-;-;-;-;480,37;-;-;-;1095,71;-;-;2939,33;-;2034,96;1062,74;1364,00;-;-;-;-;-;-;-;-;-;6113,69;1414,86;-;3429,76;-;-;-;-;1981,66;-;-;-;-;-;1830,47;-;-;177,07;-;2050,15;3289,43;-;-;1321,29;-;-;-;-;-;-;2310,88;467,39;-;-;-;-;641,28;480,87;21919,36;281,10;3728,09;7489,31;1742,89;-;1030,34;4919,61;6356,92;2176,51;1915,11;18855,79;-;-;-;4619,98;-;15660,17;8289,38;617,28;436,50;143332,71
"351905 Holambra";-;-;-;-;-;-;-;-;-;-;-;-;-;1733,44;1236,53;781,30;9542,75;-;7727,33;-;278,74;1772,63;52767,21;1573,04;5850,49;43080,76;75152,98;1212,69;6879,91;9889,40;15199,09;22936,18;3189,38;865,14;807,01;-;-;808,52;1218,75;1541,84;749,87;1036,84;2823,11;-;23083,97;7001,38;3124,64;4762,47;2629,92;41308,87;-;2877,91;11686,18;41817,82;44082,67;958,26;536,94;27035,25;-;2065,53;-;-;12057,70;13627,27;3884,98;757,30;16895,24;-;7393,86;1837,82;2016,94;664,70;12071,05;769,17;-;17629,41;2096,01;943,61;8805,39;-;-;2583,09;80,32;745,30;2174,45;163,10;27319,86;27494,59;6514,53;39469,33;444,88;1328,82;179,52;2862,46;16900,08;-;1157,15;-;-;3543,94;10993,72;2304,32;176,79;8428,76;523,55;-;1944,02;7173,63;-;2730,85;13395,88;617,28;6575,86;758,94;1851,84;180,63;775694,68
"351907 Hortolândia";-;-;-;-;-;-;-;-;-;23776,10;40695,38;58568,89;43388,90;94104,98;81162,37;86336,67;60277,35;190927,06;117459,24;72610,58;51773,11;127633,40;161973,84;158654,60;87410,97;40060,55;77359,46;58804,03;137438,04;117721,22;162095,88;111720,42;146684,38;185151,23;22619,09;111071,80;109715,44;76320,94;179572,47;48612,83;116004,02;113918,10;84321,41;98011,49;70022,65;99816,40;74236,93;110912,07;203096,68;110114,69;103286,06;124836,58;112803,89;120359,37;108981,52;101967,56;157938,44;168653,60;58748,58;202943,47;78934,65;85614,78;82005,89;72310,96;100199,99;116254,22;109782,49;91014,06;71471,35;74527,76;129432,69;162237,69;103589,08;37146,33;171791,20;80058,34;94067,75;151654,55;152139,74;84472,03;83524,77;148779,24;127177,23;24731,16;183393,06;51688,37;145627,94;159237,44;97914,04;117712,56;131706,88;56552,98;84245,64;99238,64;74565,54;114114,83;133931,04;160152,86;114041,39;248057,68;94564,11;249177,93;153503,33;144613,68;146148,05;207270,75;81315,85;195547,33;215788,81;133534,98;164375,09;124149,00;180758,29;27644,69;100834,69;46161,46;12053161,61
"351910 Iacanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;635,03;24101,05;-;1670,16;1282,06;-;-;-;-;-;-;-;-;-;-;-;-;1115,90;-;1336,22;-;480,87;56,92;-;16227,62;181,07;44,22;7700,93;520,87;-;171,10;193,83;-;-;-;347,18;16308,46;-;-;-;-;-;721,30;-;-;753,44;6523,40;-;3534,86;366,14;-;-;745,30;-;-;622,54;7827,89;-;3487,25;-;-;2537,89;4221,48;-;-;785,12;-;-;-;-;3343,78;8768,51;-;-;675,03;1983,31;3343,30;3844,61;2391,91;407,44;-;-;14035,51;-;-;-;2683,10;-;2148,82;-;11723,06;3229,13;4654,43;1480,65;-;567,09;4978,18;17567,90;2542,74;4637,57;-;1849,78;201355,95
"351920 Iacri";-;-;-;-;-;-;-;-;-;-;-;185,83;185,83;185,83;371,66;-;-;185,83;-;1632,07;-;371,66;768,25;1945,05;4386,65;774,53;1805,69;3477,05;4651,85;-;-;-;201,83;185,83;2248,45;444,94;2764,60;-;684,28;557,49;185,83;1424,01;696,59;-;185,83;358,35;954,08;1883,56;-;1666,50;209,83;-;674,03;1170,48;2692,79;972,34;230,05;1120,76;5296,59;-;4140,47;-;185,83;-;5399,77;-;1315,58;248,73;15628,50;2071,30;14715,60;-;-;-;-;698,92;672,68;-;-;-;201,83;18340,74;78,87;-;95,35;5534,71;528,14;-;-;201,83;-;-;5515,63;44,22;-;15471,95;185,83;-;1029,44;506,45;544,29;12679,84;2095,19;-;-;403,66;16791,68;225,83;1261,30;2176,51;5872,54;26266,86;11908,34;-;185,83;10007,45;230968,51
"351925 Iaras";-;-;-;-;-;-;-;-;-;-;-;-;185,83;-;-;407,88;185,83;387,66;820,86;-;-;868,53;-;617,71;-;-;-;1836,02;836,86;-;2683,51;-;-;1976,32;-;-;5710,33;635,03;1656,47;-;-;-;635,03;2097,12;1111,85;-;-;185,83;-;371,66;5567,22;-;185,83;-;201,83;480,87;185,83;-;407,88;844,86;2993,35;-;-;-;217,83;-;-;-;-;-;3975,22;3181,40;-;185,83;-;635,03;512,87;-;-;2883,02;-;454,25;2041,17;22193,23;30938,46;19975,34;1111,27;-;-;3846,39;-;-;-;-;-;-;-;1358,09;9831,17;1232,50;772,71;745,30;-;4787,87;-;-;-;781,30;-;-;-;-;-;-;1283,04;-;147021,29
"351930 Ibaté";-;-;-;-;-;-;-;-;-;201,83;480,87;585,28;19887,78;177,07;10054,92;178,61;4184,87;5382,97;2119,22;1873,18;-;11381,88;5000,02;407,88;1971,03;371,66;3710,25;1464,56;9722,55;193,83;1777,22;2179,79;-;185,83;1942,81;22251,31;2128,26;20091,97;13909,00;9495,08;635,03;407,88;-;6797,94;9017,71;23370,23;7928,07;4877,09;19607,67;7768,87;5071,31;12901,80;40272,18;1931,86;14451,36;20629,99;1366,01;1022,69;763,68;1225,12;12870,23;4328,62;9996,23;1223,39;480,87;965,94;1078,59;507,32;2912,61;9136,89;5257,68;4031,28;39728,73;10561,25;-;-;561,60;3117,95;3855,64;42733,40;593,31;730,00;2728,49;35059,83;487,19;1029,44;509,57;4508,37;-;4237,53;5820,98;18851,42;25203,18;6664,41;7437,00;18316,47;305,32;9134,07;1239,46;10850,30;-;4012,09;209,83;2427,45;2271,72;20466,89;3683,59;999,27;-;4212,16;21743,31;8317,98;9605,43;3253,98;17028,27;11527,69;750172,24
"351940 Ibirá";-;-;-;-;-;-;-;-;-;-;-;1620,13;1095,85;-;2636,25;921,17;504,87;8228,73;9323,17;-;-;9909,29;-;635,03;55,27;-;6445,42;2733,90;4973,87;-;44,22;-;1014,76;-;-;-;80910,83;1745,99;-;5512,00;-;67,97;7965,42;44,22;-;-;747,49;3133,96;2851,46;-;-;496,00;2557,48;2173,94;3075,55;11978,16;-;1272,28;-;182,34;2026,27;11652,43;-;708,01;2104,84;6331,19;1298,86;-;5914,16;13080,71;992,83;-;-;1648,13;1912,97;4185,38;3590,80;4482,28;3257,23;59489,58;-;2975,57;512,87;4518,96;769,45;620,56;1675,22;993,74;-;993,74;4510,34;2041,25;7799,07;-;417,80;625,47;2761,30;-;-;3060,12;-;980,61;5973,27;-;1607,20;173,70;4239,42;877,51;4959,23;1431,35;3054,63;1461,03;3123,13;3736,22;2247,29;-;365672,74
"351950 Ibirarema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278,74;-;-;2667,61;-;-;-;3833,49;2354,62;209,83;21242,32;674,14;948,54;-;-;2102,96;-;-;-;-;90,46;-;-;-;-;359,72;83,29;14241,64;-;7406,87;2417,85;13186,14;4900,25;-;1290,25;735,32;7977,16;3870,24;1374,11;-;-;8229,19;2270,73;1510,31;-;4098,16;-;3499,40;-;-;2306,15;-;1560,13;-;709,20;3164,38;-;506,45;2662,88;2534,10;-;-;-;-;6762,20;-;1501,34;4026,16;-;1352,45;-;5455,60;-;2172,79;-;-;-;2195,29;-;14737,58;-;17646,92;-;-;-;632,77;496,87;3106,85;3924,68;-;743,67;2189,89;1161,75;6052,04;-;-;-;534,16;-;199989,64
"351960 Ibitinga";-;-;-;-;-;-;-;-;15888,16;654,22;17391,45;238,05;10060,30;2939,42;999,69;1428,64;35984,83;8572,93;9458,61;35467,94;5625,28;2895,63;34967,67;9893,29;2009,43;5198,35;10551,22;26481,95;7732,03;16787,26;12235,37;38240,62;6034,95;28392,03;44014,67;57457,25;34084,47;44718,09;10724,23;8255,37;6976,30;19009,90;1548,90;25235,75;20661,33;9009,75;4337,14;4736,79;23901,32;6345,73;8432,77;12806,19;40531,23;58316,34;50056,71;7711,77;39616,80;12312,55;3109,97;6143,32;22746,41;25116,98;14889,45;36195,52;22401,17;5391,06;40522,99;22515,46;25887,46;9864,05;883,01;28949,37;21319,62;36333,73;45291,79;14337,15;5377,22;36816,84;40147,93;2113,30;73331,86;27712,16;15047,74;3755,87;34899,15;15228,27;30719,96;14361,87;4610,15;6368,23;17860,97;61027,32;15746,54;42845,42;27305,91;2370,10;617,28;6277,44;12323,48;5588,05;2980,89;13399,89;81119,78;8722,76;7335,49;13182,17;8792,30;86144,43;11672,48;21467,93;29039,15;45161,73;18148,99;28483,61;41199,14;9103,60;2207236,58
"351970 Ibiúna";-;-;-;-;-;-;-;-;-;21030,50;2595,26;1305,11;6673,52;6087,19;1830,38;-;1746,96;8054,20;12129,14;13604,56;8247,92;3491,97;24440,63;13411,29;6670,25;1063,29;480,87;16086,69;17718,26;7415,85;13447,62;3792,11;14313,92;1281,07;38912,75;14093,32;32333,56;9891,32;11432,79;716,76;9545,51;6720,68;1372,78;24460,03;22507,10;1131,55;407,88;9216,45;9809,66;7384,72;18537,83;3126,57;17071,53;95,21;26168,15;1042,91;17137,97;17082,70;6400,49;2253,08;4832,23;5226,33;4914,26;14289,16;262,54;1598,29;10338,36;-;-;12188,72;6711,22;905,91;518,97;4921,83;16932,46;21020,97;8643,13;744,99;890,33;11005,59;3266,95;44316,58;695,77;15602,57;58853,34;8845,68;12868,47;6229,92;17045,86;7559,87;3100,13;28208,66;-;29409,17;9510,83;13436,47;14426,54;19903,25;23964,39;26356,17;23456,29;69838,65;31510,29;14460,15;15486,59;5870,51;510,87;8023,08;18777,26;13397,92;52863,23;88199,09;133312,39;27668,36;39937,74;5537,18;1534167,37
"351980 Icém";-;-;-;-;-;-;-;-;-;-;-;4740,97;-;522,24;2298,71;10277,55;-;-;2068,61;-;-;1629,65;2021,78;-;3573,02;1758,29;-;-;44,22;-;-;-;1027,74;-;-;-;23654,67;4318,63;-;-;-;1404,69;261,89;-;2731,74;3892,90;797,38;-;-;-;3474,05;-;1089,01;-;-;11169,40;-;-;994,67;552,34;760,82;4801,26;5059,38;-;-;826,45;-;25158,02;-;-;355,49;8077,51;2050,66;20157,17;5319,01;10677,51;847,60;-;-;-;935,43;1737,07;9126,51;999,06;13951,58;1056,03;417,45;-;-;781,21;-;-;1612,06;-;294,54;1578,14;-;-;-;6429,62;-;875,15;-;-;-;25189,00;26027,88;-;1324,91;721,30;1795,41;405,80;-;-;-;-;263653,18
"351990 Iepê";-;-;-;-;-;-;-;-;-;-;-;-;-;468,06;-;-;621,05;423,88;11422,51;294,54;7506,29;592,16;4565,40;789,06;-;5155,68;4008,72;976,87;-;654,65;-;-;667,03;1106,13;-;-;298,23;3990,66;-;-;974,38;52,22;-;-;3099,13;-;-;-;2081,28;-;1530,19;-;-;189,57;296,58;-;-;217,83;993,37;-;-;185,83;1814,59;682,70;659,03;1442,28;1643,77;-;-;2240,07;-;-;-;-;187,10;-;2915,09;540,89;-;-;488,99;-;1347,80;643,17;-;8274,38;514,45;4924,93;1337,73;667,03;-;-;4032,66;1491,51;659,03;713,38;4482,04;671,70;813,83;2463,03;-;-;10201,78;684,37;1292,50;-;10365,84;-;4229,10;2506,99;-;-;630,54;659,03;480,87;-;129863,50
"352000 Igaraçu do Tietê";-;-;-;-;-;-;-;-;-;-;-;-;544,14;1598,10;19400,28;7402,46;9228,36;496,87;2603,51;2207,44;24517,32;2015,84;2759,47;1761,55;-;854,13;-;231,32;-;2413,00;-;240,82;1630,10;26861,38;3354,24;2756,04;1181,30;185,83;19042,73;706,90;3968,81;593,69;10059,65;209,83;13467,75;4024,37;1356,61;1438,31;11339,60;6266,76;1435,99;7330,46;15890,42;203,10;21348,04;11589,51;635,03;5229,16;9222,33;2159,67;5794,08;7699,75;1288,66;6355,05;13222,46;15883,61;11189,20;7987,95;4073,35;1047,69;2474,45;7272,71;889,56;7735,96;1409,09;4107,02;875,34;5949,50;5475,67;2277,21;26004,74;874,16;1493,43;1388,73;818,19;41399,23;13877,43;17739,61;6955,09;4642,06;4979,03;11233,68;2452,67;36076,00;2611,24;822,53;209,83;-;1609,57;7943,47;1768,92;1739,95;7653,17;5520,53;950,26;1603,11;33766,51;2137,27;10620,30;5933,97;230,05;-;2292,61;8134,96;1303,13;572,97;642128,93
"352010 Igarapava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2376,86;9730,68;3587,91;37656,89;615,39;5843,44;4420,43;3944,91;748,28;1270,06;694,00;386,90;1249,16;2774,22;66024,88;585,77;29751,07;1602,37;1040,09;8715,34;18932,05;-;-;-;-;3151,97;-;659,68;-;-;2354,77;598,42;7268,46;934,21;-;8628,23;1671,28;72177,06;1354,78;38016,63;6622,66;16264,40;12487,00;2175,84;1029,67;-;2759,77;6273,16;-;2086,73;563,66;40589,82;2254,41;-;5434,20;3937,96;37278,75;10029,79;19972,10;1029,44;10918,14;31084,58;6054,96;1276,38;2089,27;3263,31;643,03;-;1277,86;832,70;2045,78;3834,79;17920,49;14224,54;-;4827,22;14603,48;-;1626,11;583,61;238,44;3275,28;22757,41;608,22;23418,18;2670,37;6313,13;6850,80;3106,19;-;-;606,42;21589,99;297,99;5993,44;3178,95;6590,45;9935,36;8841,27;1322,93;5627,72;-;759884,34
"352020 Igaratá";-;-;-;-;-;-;-;-;-;-;-;-;1225,79;-;2417,71;1608,66;-;4024,45;2116,25;1438,31;-;9031,25;4652,19;9649,45;-;774,77;10557,33;-;489,41;505,07;1476,29;3902,01;20403,78;1696,07;12525,42;23751,48;3726,27;723,96;28031,13;1029,44;4675,59;-;-;-;-;-;-;1002,19;2892,05;9523,38;-;-;-;185,83;16318,52;11895,96;22353,13;1079,66;7048,99;-;12239,28;15777,77;-;13336,77;577,56;-;3649,36;3397,66;-;25545,21;-;-;10498,45;-;-;-;2943,68;538,87;22630,51;20945,31;68495,01;3108,63;-;-;-;1380,87;1845,89;3869,64;22327,40;18016,28;2590,42;5460,57;-;23235,85;12989,65;10056,26;674,97;-;13308,34;-;-;2617,87;-;-;10348,90;3372,38;-;218,87;-;31995,83;17741,57;6413,93;-;3297,18;4089,46;2132,77;624400,76
"352030 Iguape";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4457,57;1035,79;6926,45;9875,65;597,06;44,22;44,22;1035,79;376,70;3213,10;2073,22;3125,72;1121,25;47,27;44,22;44,22;1233,45;275,24;-;707,40;801,10;690,24;2926,25;-;-;-;10754,38;2776,24;4806,70;468,93;20019,34;44,22;-;4222,46;-;1992,39;44,22;3423,19;4307,30;1703,22;-;-;6108,01;617,82;-;4863,11;-;4667,80;204,63;1265,95;2051,48;-;50034,84;6478,82;44,22;9185,56;-;-;2909,97;480,87;5837,68;6635,26;6427,16;5835,76;737,12;1216,65;47,27;-;1516,21;-;3763,54;3271,94;2398,27;-;-;-;1165,85;-;-;-;3225,58;-;-;1063,85;-;3059,22;1312,77;646,76;730,97;-;1862,91;673,13;-;-;1449,15;-;-;-;-;-;9446,05;-;246494,90
