 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"352440 Jacareí";-;-;-;-;-;-;-;-;-;-;3342,42;49425,50;56286,79;65266,32;60060,39;125996,16;73614,99;62928,07;75856,62;102055,27;88998,31;121477,40;61651,92;146607,30;105989,48;69352,31;127217,12;106801,29;163453,09;66330,26;116463,42;53813,41;104025,97;105178,76;71590,53;153889,76;161587,27;111545,47;64480,73;121311,48;111017,35;109613,66;98687,26;117244,80;83046,86;135632,86;119961,44;101684,14;110191,50;101334,12;88594,56;107019,55;153530,48;131542,16;73688,44;98047,82;111246,27;121672,04;61983,55;127839,91;108053,78;110819,94;122729,82;93928,31;128945,46;180241,85;160973,32;116608,66;118023,93;117956,47;97652,69;43321,47;74273,79;123894,60;96258,11;124206,53;153063,54;89024,83;77822,30;82649,96;56180,75;91383,96;76472,53;93624,08;107999,54;69319,11;62595,15;56246,36;74015,76;92196,49;106383,75;50766,79;108574,45;92763,95;58358,33;36384,65;60437,81;89280,82;38448,45;65281,33;67959,97;85459,48;55338,13;48100,15;77735,99;106541,71;69663,72;110843,03;46549,63;45095,29;42186,15;93653,64;95430,09;64809,96;125460,19;34067,85;9836234,98
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;5429,90;403,66;-;-;185,83;-;-;-;-;185,83;-;5957,16;185,83;-;-;-;207,62;-;-;-;-;2266,22;-;7112,20;12249,89;2325,10;-;-;7324,43;-;-;-;-;2320,31;-;-;834,46;-;9733,85;724,78;-;3515,77;-;-;-;5030,35;-;-;-;1820,44;1738,56;1782,85;908,21;-;-;-;23594,90;2591,08;2525,89;-;126,81;-;9019,20;3010,12;-;477,96;-;19148,82;-;-;-;-;199,90;-;-;-;-;-;-;635,03;3231,91;-;-;7170,54;4060,55;2849,14;4986,26;-;-;838,45;-;-;-;9695,18;-;1833,93;3225,67;-;-;-;31411,13;-;-;-;-;202875,72
"352460 Jacupiranga";-;-;-;-;-;-;-;-;-;-;-;1796,34;625,43;-;2788,11;-;8581,76;-;693,15;482,45;-;-;966,59;3507,58;894,25;1506,44;1557,55;-;-;-;-;-;1789,58;528,87;-;-;828,83;998,69;-;-;-;-;-;-;1605,12;4481,74;1579,28;15052,54;617,28;1391,75;-;504,87;732,40;1083,57;-;675,03;-;1380,65;533,29;-;25925,39;-;502,91;-;-;180,63;-;-;84,16;1366,73;-;3751,58;675,03;8025,39;1203,95;1103,79;-;67426,08;-;558,91;-;-;1661,65;-;443,27;-;3441,80;2016,49;6120,70;-;550,97;-;-;-;4507,97;512,87;18406,77;-;584,91;15265,18;-;-;-;1448,04;-;-;4082,68;-;2563,36;-;-;-;-;180,63;4697,61;-;234472,59
"352470 Jaguariúna";-;-;-;-;-;-;-;-;-;-;24789,62;1953,68;1583,71;1800,97;6802,02;7757,48;7941,20;6143,21;18356,45;15790,01;23044,56;8022,30;14404,97;13827,06;3194,03;3642,27;15173,40;12212,16;19362,36;1462,62;13409,35;5810,48;1756,64;14518,63;68763,54;26009,04;16774,73;5005,55;19880,97;4566,40;52266,98;11984,02;21312,63;1151,00;544,29;5551,55;7817,90;2448,41;55914,71;3272,56;55214,16;31408,01;25434,84;-;4496,23;1384,85;12317,81;26786,04;4555,18;27354,03;9340,42;3134,65;10540,72;17063,92;4904,24;37559,32;15092,14;9321,49;5945,42;14353,86;2680,56;11365,77;5979,33;1919,06;5786,80;3221,78;13018,33;30107,88;1794,75;1489,31;58179,78;13830,76;3800,48;11963,42;4196,89;3735,54;6558,73;12773,13;5515,29;64353,61;11146,09;15356,76;29709,81;4471,91;8849,50;569,80;1930,72;4285,22;11990,31;-;38550,11;4245,23;12637,68;3280,91;29961,69;3106,24;4568,68;9350,97;10863,70;1439,23;19587,21;9544,59;2679,23;2776,56;23141,47;1234,08;1389779,69
"352480 Jales";-;-;-;-;-;-;-;-;-;-;-;568,92;3044,14;-;37428,64;57180,07;25486,10;6196,85;2325,16;6183,59;8625,12;15162,34;31295,53;35308,93;27208,77;28799,41;43782,49;40047,85;63203,36;34208,36;72715,33;55271,32;33700,76;28738,85;26650,03;24103,99;31229,56;38231,00;55857,34;35957,35;39901,15;28342,68;64659,34;31682,61;25727,47;73195,01;26896,92;28256,68;39263,34;30412,70;31992,36;28200,04;29456,83;29861,84;25679,60;28362,90;34976,35;25196,04;45718,41;30713,78;36154,74;31990,28;31928,03;33464,98;47940,36;23463,55;11268,19;5528,50;8468,27;16479,37;29556,93;10990,34;3279,29;496,87;2698,89;23131,59;13563,89;18981,14;16552,19;2695,59;15041,77;9990,61;38236,94;1782,35;6822,54;8374,38;22263,10;14287,42;8534,64;31259,78;3992,51;4074,31;25005,74;8228,04;6152,83;13334,64;14780,76;4475,36;7732,02;14453,19;3473,76;4088,30;8919,65;6236,87;46654,84;14927,41;9164,84;21679,41;6473,71;10233,34;2333,26;2359,68;31385,11;69884,88;3324,04;20547,64;2456149,87
"352490 Jambeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13598,98;-;-;-;-;-;-;-;3087,45;-;-;-;-;-;1592,50;-;-;-;4368,10;-;-;-;-;1104,74;-;-;-;-;-;-;234,24;972,29;-;-;-;1577,00;-;-;-;-;-;-;-;-;-;-;-;-;-;1108,41;-;-;-;712,20;-;-;1187,41;-;-;-;1003,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4399,35;-;-;-;1655,98;-;-;52,22;-;-;545,26;-;-;-;-;-;961,17;38160,91
"352500 Jandira";-;-;-;-;-;-;-;48666,62;-;-;1029,44;11821,31;7423,86;19481,06;19060,77;7390,00;28571,46;17304,39;20604,01;7986,20;39815,79;46291,58;25179,37;27024,38;749,26;11963,15;6821,59;6687,39;19107,69;15153,20;11562,85;7950,46;34538,79;28182,22;51817,74;39285,77;33212,19;15102,37;31436,10;30069,21;48149,14;10405,41;28352,50;30704,25;4629,52;27663,85;54559,46;4842,87;22619,45;13401,54;129815,29;69882,53;21715,71;33191,85;13839,53;36106,45;19736,17;32899,75;5980,44;30478,23;21119,46;33573,06;35456,09;46438,33;13765,40;5956,51;40338,65;2578,34;49718,71;14621,13;26737,59;56997,48;13052,26;25589,60;20555,43;9849,03;6205,37;10471,67;9807,23;10076,55;9682,61;5134,86;18533,62;20834,76;10025,13;28754,78;17545,43;22300,60;27010,11;16247,28;28982,86;3871,97;52604,43;30051,49;2214,62;46488,15;28374,57;35338,22;47304,00;12010,15;63210,82;18626,66;22537,96;18893,11;63013,68;24111,15;49143,88;68443,85;15005,36;15552,74;44932,84;28488,63;22280,92;38293,26;21063,91;9980,46;2750060,92
"352510 Jardinópolis";-;-;-;-;-;-;-;-;-;-;48482,96;16419,25;11572,35;7356,62;18798,70;3258,69;8735,30;50282,54;482,45;33230,22;33456,10;23464,19;9083,63;10554,41;7922,28;595,96;-;6919,48;11854,89;2452,77;11511,26;615,89;37984,14;6894,93;3532,55;5403,19;5413,21;7082,05;4271,21;18681,15;29212,17;7776,44;29343,11;15534,24;15801,61;4756,65;8110,36;2315,13;18614,08;2666,58;15562,46;599,64;26624,70;34661,48;13114,00;43602,92;734,99;3930,74;1571,64;35865,70;5497,87;16289,99;5367,69;29291,43;19139,82;4260,33;61731,60;9597,98;2634,19;4413,27;22202,36;19753,84;39143,87;6978,87;3352,16;15042,15;11091,96;7495,65;20914,45;981,67;8330,57;7973,54;15238,29;9507,34;19706,52;6757,01;13834,77;7585,06;25428,25;9734,69;5127,28;30165,52;14096,97;4436,44;35630,94;23684,55;1818,61;6918,18;10357,42;11455,53;19199,28;6999,22;30214,78;27534,27;4339,52;7281,64;10393,53;82919,38;16336,23;3486,28;8639,21;36570,78;9965,86;18441,19;21973,62;1705,15;1595679,58
"352520 Jarinu";-;-;-;-;-;-;-;-;-;-;-;13906,15;1185,11;839,83;2060,11;485,54;-;-;32558,24;-;2307,33;18665,72;8640,26;23773,35;5769,83;5559,30;6069,71;2848,52;504,87;1894,06;44,22;4833,05;3222,84;5735,77;3662,48;712,33;3594,13;207,32;11040,64;2640,08;10250,80;1737,23;8261,33;-;12165,87;2395,66;2524,47;7046,93;-;1427,80;667,48;-;7583,39;-;-;14602,58;15519,46;3259,18;10387,13;4817,08;1638,30;4602,24;4175,82;804,43;12641,71;3002,45;480,87;103000,93;4633,03;8401,55;9224,53;1432,26;2004,56;2183,80;1982,00;5782,28;1818,86;6960,22;7321,14;-;11056,86;627,54;418,53;1450,26;230,05;3675,02;17666,83;4254,98;684,67;14265,45;4273,84;11115,59;1679,25;3915,57;2384,00;2997,51;7364,25;1227,98;544,29;1454,63;408,08;154,36;6353,79;7094,49;6924,65;1535,26;961,07;-;4181,82;-;7378,63;17758,59;-;3457,83;42694,04;8562,94;646250,81
"352530 Jaú";-;-;-;-;-;-;-;-;-;-;8651,15;34612,46;62554,43;39019,99;42069,50;44526,78;50616,56;79364,93;21732,91;24888,41;96022,03;8584,73;29198,07;125804,82;28012,69;72669,58;31830,15;68129,68;17519,55;47876,50;78925,66;32893,54;81903,48;47777,85;74699,06;66783,12;139769,70;30865,18;68167,84;85442,38;114677,39;47412,96;59573,90;136667,93;81419,09;34071,02;77517,77;71204,02;120321,76;43225,14;56211,43;78931,11;52398,67;132381,56;25753,78;80829,27;52744,64;63745,79;52353,06;84658,80;33311,87;78997,80;47388,97;39717,43;96324,70;92047,31;26646,06;60920,31;81050,02;107582,50;79756,99;72782,31;26729,33;24089,94;103432,59;17706,14;76744,85;123460,94;132337,92;85604,46;55016,33;60271,33;56639,61;58709,45;45253,87;27084,19;60744,87;51902,03;103726,26;99715,57;118825,11;73754,99;114051,72;86328,87;113987,95;55031,20;112238,74;43322,75;112067,43;32705,12;86201,63;49873,34;39405,72;44879,77;71947,28;44611,70;67273,50;22488,98;16743,30;30643,85;89730,89;29012,86;80842,72;110088,40;49232,51;27950,87;6855948,97
"352540 Jeriquara";-;-;-;-;-;-;-;-;-;-;-;-;-;6881,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19469,69;44,22;-;-;-;-;-;-;-;-;-;-;-;1570,68;-;-;-;-;25082,02;7519,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;759,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2094,86;-;-;-;-;5319,36;5953,36;-;729,80;-;-;12224,22;-;746,02;-;-;-;-;44,22;7408,89;3999,96;-;22906,22;-;1185,97;-;123940,47
"352550 Joanópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;512,87;1218,31;525,99;14567,68;482,45;6148,14;27665,93;2309,64;-;5627,36;12410,73;3052,77;-;-;-;-;110,54;6964,93;-;5286,06;8078,87;3313,81;4263,31;2876,54;17575,77;18032,34;-;6251,93;-;10937,12;1551,64;5128,61;-;1323,28;1750,94;-;1578,88;1544,16;431,88;-;-;-;4766,93;24513,26;-;-;6428,19;733,30;21145,66;1581,24;235,10;-;-;-;520,87;482,45;1093,49;-;-;8115,31;2703,82;188,50;314,74;214,23;3575,45;338,74;-;1306,03;683,03;667,03;3922,44;-;1044,22;4018,56;-;1342,49;-;-;4296,46;-;-;1533,67;-;-;745,30;-;-;3502,96;6977,05;-;3352,32;7394,83;2428,40;7866,51;775,82;22983,87;25583,11;13149,59;5243,50;72453,09;-;1885,77;1233,24;442863,05
"352560 João Ramalho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17777,59;-;667,03;760,45;1602,52;-;415,02;-;848,26;-;1203,73;-;-;-;326,54;-;4305,99;294,54;-;952,80;496,87;2971,60;1533,56;-;-;-;-;-;-;1204,24;3657,93;-;825,72;55,27;12315,72;667,03;684,43;-;-;-;5029,13;538,45;-;-;722,77;-;1270,19;-;582,82;-;-;-;-;3827,76;-;1760,97;-;-;1143,98;-;-;10481,69;1989,59;-;-;2932,55;-;877,54;-;193,83;-;-;-;55,27;193,83;-;-;-;496,87;-;1550,20;-;-;-;286,54;-;-;-;-;1388,13;4025,97;-;-;-;-;7946,19;55,27;-;-;-;-;100916,38
"352570 José Bonifácio";-;-;-;-;-;-;-;-;-;-;-;1879,18;13148,43;1023,08;8510,85;26218,34;-;14247,35;64955,37;69812,56;8945,65;19027,85;5748,08;69877,09;9498,46;46588,75;8514,51;4709,60;-;-;69393,51;3106,05;5213,31;30473,35;15514,16;6240,67;3286,41;3358,29;7979,86;-;-;20640,73;7435,61;3920,81;9315,70;14764,27;903,28;5012,97;721,30;18056,42;1752,27;67532,20;682,70;68445,67;26091,87;3127,90;45839,20;16421,90;16191,34;1788,38;1442,01;1746,24;32036,19;11983,96;3152,59;16856,45;36975,76;19508,53;4954,68;24005,13;2189,07;3561,62;3066,17;14404,77;2543,27;6275,86;14824,87;8435,59;890,06;7345,14;4514,18;1116,38;3197,12;10092,09;12773,54;13371,83;19002,43;3196,75;2550,52;12412,37;46934,87;35961,10;11795,78;8130,47;985,77;887,56;10665,47;504,87;2716,18;5785,35;114882,18;1177,49;1303,57;12955,44;2731,07;2294,81;10362,68;1884,82;11598,36;41257,49;4837,65;4492,26;20486,55;24126,54;14956,84;5470,14;1543525,76
"352580 Júlio Mesquita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3291,98;-;1624,22;2039,47;-;-;-;262,54;-;-;-;-;-;-;-;-;-;-;-;2005,37;-;-;-;-;-;-;-;-;-;-;-;-;734,55;-;-;-;-;-;-;-;-;649,28;-;-;-;-;11313,95;-;-;505,71;-;-;9608,60;-;2230,82;889,30;5156,50;-;5819,29;1671,14;22539,14;14636,27;-;547,89;-;2920,76;1006,72;2126,88;-;-;-;-;525,08;-;-;-;525,08;-;-;6015,92;-;27071,91;-;11512,08;-;262,54;7677,19;721,30;775,17;457,66;2300,59;-;-;-;-;4482,32;-;262,54;-;721,30;-;-;154891,06
"352585 Jumirim";-;-;-;-;-;-;-;-;-;-;16895,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;931,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7012,51;-;-;-;-;-;-;-;480,87;-;-;-;-;-;541,05;-;-;480,87;-;-;-;-;-;-;-;-;541,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480,87;-;-;-;-;-;-;-;-;-;-;480,87;-;-;-;-;-;-;-;-;7329,77;-;-;-;528,87;496,87;-;-;-;-;36200,18
"352590 Jundiaí";-;-;-;-;-;-;-;-;-;-;10097,00;27889,98;77008,69;42052,13;87035,44;28753,94;127851,45;32385,58;47955,91;67280,66;59156,85;66061,24;19014,06;62840,40;64432,63;71838,24;53206,67;82218,14;119575,60;108348,92;43973,96;29639,44;51243,79;57841,87;34086,90;27657,70;35302,70;39355,60;98712,05;39523,14;98311,37;98140,06;75074,15;86995,42;84406,12;51854,83;78906,03;107435,37;44578,02;21336,55;156892,56;42957,84;76536,19;78515,52;69605,18;98286,23;82476,69;72075,07;84501,80;76158,50;81278,15;104610,88;86564,58;97692,38;118149,76;46767,08;98229,06;99184,30;67954,43;38728,08;103775,33;65952,24;124267,31;90778,16;70266,21;80647,42;80498,20;91063,82;74991,08;120325,17;83951,09;73913,47;59099,69;116420,72;127353,04;69700,23;172203,71;46980,16;48328,08;71439,99;89816,14;131096,21;73146,58;73189,06;89997,30;105664,42;81447,28;55323,36;74328,19;39885,59;96746,37;131807,40;103981,56;89668,49;103960,41;92507,81;110352,61;59097,16;117668,68;99848,42;124222,26;140272,36;101432,09;64852,20;74371,26;30560,00;8263741,21
"352600 Junqueirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;702,08;-;-;1416,93;2438,30;-;-;769,35;56,49;-;619,09;566,22;-;-;621,45;5593,07;3145,01;717,50;1487,95;2510,90;1481,38;-;7337,07;514,62;-;6768,46;274,23;2626,85;4013,38;-;659,23;24597,50;560,58;-;1025,83;1272,17;8844,90;18119,37;107,19;-;535,64;-;1308,27;-;52,22;2015,71;498,45;-;-;1041,87;20212,10;2404,66;-;4358,98;1467,68;24305,92;496,87;1247,04;460,70;-;2195,08;4036,41;3080,08;-;659,03;4483,85;407,88;2595,45;-;-;6271,60;4886,42;4673,61;1164,53;22489,83;13731,63;7910,42;-;-;2299,79;11535,87;3835,05;1050,91;-;2919,50;5450,43;44,22;8828,83;4669,34;52,22;26354,03;3246,94;4252,22;2709,55;2672,07;272,58;21029,61;11894,28;3934,22;-;16550,62;14245,49;496,87;386183,67
"352610 Juquiá";-;-;-;-;-;-;-;-;-;-;-;-;-;2875,42;1029,44;5670,50;-;-;7659,75;7060,91;2969,08;617,82;3068,52;667,03;-;488,87;643,03;575,95;-;-;-;-;1710,57;3871,33;1936,63;977,74;482,45;482,45;-;-;-;4890,04;848,38;-;4692,14;2120,98;2490,50;598,42;-;-;-;-;44,22;3398,37;-;-;1343,61;-;11304,57;1303,67;1458,78;2908,32;-;1735,51;683,03;-;-;1111,76;44,22;805,76;582,42;44,22;783,68;4619,86;2277,41;3944,49;3635,21;-;-;-;504,76;-;-;-;2401,57;2278,39;-;-;-;-;-;4536,50;692,61;-;819,36;7745,95;485,54;569,31;7636,15;16553,42;-;-;-;2893,10;1682,07;-;-;3810,65;-;1823,38;-;1396,03;2971,27;-;1583,47;1029,44;161870,03
"352620 Juquitiba";-;-;-;-;-;-;-;-;2542,43;-;-;3680,90;12893,68;16058,32;525,09;3020,42;11859,40;40248,64;489,26;593,54;1555,43;1152,46;14237,51;6160,26;15090,06;3397,63;1658,86;1511,50;2784,99;53105,39;463,88;741,26;480,87;-;2861,33;30892,15;262,54;20892,64;9150,49;1354,01;3227,01;-;3096,17;3127,68;2459,63;3434,05;882,78;6192,00;44,22;44,22;2920,80;25594,98;897,57;6749,70;-;10359,24;2444,26;3097,60;32145,75;1222,13;6934,13;366,98;2720,28;1586,60;4785,15;499,49;2300,48;6959,88;1263,42;10306,07;41168,97;482,45;-;1805,74;-;28599,95;19990,29;4756,84;11521,07;1256,74;480,87;7103,34;3122,79;1283,16;1582,81;5914,78;11342,41;-;4590,69;-;-;3633,15;163,10;1159,32;3413,35;775,95;262,54;5596,33;-;11392,20;3899,64;-;44,22;1315,59;1277,77;6183,46;9905,24;9123,46;1842,40;2498,95;46688,14;38782,25;3321,25;617,28;3982,99;2736,34;708945,03
"352630 Lagoinha";-;-;-;-;-;-;-;-;-;-;-;-;1333,95;-;36814,06;-;197,83;819,97;-;-;-;-;-;548,07;-;-;-;-;185,83;-;-;-;504,87;36881,07;568,87;-;-;4933,73;-;-;8483,18;-;-;-;-;-;1685,26;-;1048,75;-;572,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139,51;974,66;-;-;-;22405,71;-;-;2757,84;-;-;-;-;-;-;-;-;-;1931,65;-;-;1111,57;3064,87;-;-;-;-;-;463,88;-;-;1104,81;742,71;-;4219,89;-;3089,01;-;-;-;4046,00;-;-;-;-;-;-;-;140630,48
"352640 Laranjal Paulista";-;-;-;-;-;-;-;-;-;-;860,86;28762,25;1327,42;33222,90;387,66;-;5124,18;5389,69;447,88;4147,75;5855,64;1054,36;-;1784,41;209,83;185,83;13709,56;2945,22;3501,70;682,70;2210,94;10172,92;44207,19;379,66;22718,36;1406,83;752,86;1559,23;7824,15;2596,04;480,10;8097,06;674,70;1987,34;985,74;3444,44;589,49;26708,92;2968,15;201,83;11585,67;4088,05;26535,53;12508,20;12451,57;201,83;7493,23;41637,67;4503,14;1455,65;-;698,70;8310,16;12656,93;3809,61;1007,17;243,48;9175,66;707,97;10418,99;682,70;14303,51;3314,50;1155,92;27383,89;35626,68;1195,57;32440,62;6258,27;5042,66;3913,80;1511,19;1109,54;23143,90;4590,53;4354,18;40589,32;48468,15;21595,59;11948,26;2853,40;5848,04;32187,11;27481,70;-;10146,16;3340,13;37553,56;900,53;24498,14;10326,50;8135,66;21380,73;10596,42;1893,99;14594,54;5455,99;201,83;543,87;25912,55;41349,93;71033,42;1957,16;-;15867,55;2453,05;1084195,74
"352650 Lavínia";-;-;-;-;-;-;-;-;-;-;-;-;4217,77;1401,78;528,87;480,88;423,88;431,88;-;-;-;-;445,83;185,83;5298,31;-;407,88;-;659,03;-;-;-;2769,04;2700,59;-;-;-;1050,52;496,87;435,66;496,87;3918,13;-;1193,63;4426,75;-;4457,89;-;-;844,86;-;-;415,88;-;-;1095,29;64,92;1288,28;505,87;7075,46;44,22;6608,52;651,03;496,87;675,03;675,23;582,42;209,83;1931,20;4096,52;-;-;-;-;8918,62;278,54;4596,62;2035,52;-;1707,90;407,87;502,97;-;-;569,47;1189,34;-;-;6510,92;-;480,87;1360,07;-;-;8126,77;1094,96;715,72;635,03;-;5754,30;863,22;7357,64;1249,85;-;635,03;2405,45;-;10589,08;1137,43;-;-;959,59;-;699,03;262,54;-;134733,67
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12952,78;3188,98;4491,96;502,88;871,52;-;4382,82;635,03;488,87;651,03;1284,27;480,87;1917,03;-;-;2104,75;-;-;1533,56;643,03;-;-;-;971,40;-;-;1075,05;-;-;-;-;-;-;-;-;31043,80;-;-;238,05;-;-;668,28;854,97;-;-;-;661,41;-;231,76;-;176,79;-;-;-;-;-;-;-;-;-;-;-;195,10;-;21082,00;407,88;-;-;-;3120,39;1592,47;-;-;-;989,75;-;-;763,41;1035,79;-;744,42;407,88;1179,12;635,03;278,54;18526,49;707,03;-;3431,25;-;-;-;23851,20;4512,19;4143,39;1310,94;1725,47;800,83;496,81;1919,99;720,03;166628,29
"352670 Leme";-;-;-;-;-;-;-;-;25039,55;-;23415,79;26484,54;13890,72;49663,82;27636,78;27191,50;21953,43;13023,31;21059,21;20872,57;28463,09;9379,00;27094,87;47242,18;46625,82;45361,08;9228,72;66067,06;57536,15;105687,13;28259,58;60090,10;24808,40;7198,08;23706,68;31460,20;22114,18;17000,08;39900,06;4191,34;2727,47;37674,89;13582,70;15969,02;18720,82;80323,02;34193,56;78705,26;48891,26;14120,02;40439,66;31283,18;15766,48;38768,15;41098,33;6897,70;21854,72;52109,24;4640,61;882,16;8980,76;54720,78;21991,75;3374,07;14904,34;42411,13;31304,91;43863,10;57139,59;79520,52;33720,51;30231,85;30895,96;12509,55;14732,69;11483,35;6937,36;24816,95;8850,37;9964,12;64443,73;19987,10;2808,18;9807,99;12061,80;9955,25;44132,19;59077,80;24912,77;36369,88;32599,32;31366,50;18390,80;6620,89;2712,52;4389,56;66005,01;35351,03;29678,20;86931,00;41038,19;38783,91;11004,68;59680,00;15429,47;31129,57;838,02;50900,48;21936,98;2927,41;20478,21;44814,65;41943,09;22225,87;36384,08;9134,83;3158897,89
"352680 Lençóis Paulista";-;-;-;-;-;-;-;-;-;-;520,51;15056,54;12266,69;6587,58;6222,18;58844,79;3109,32;-;11183,02;4934,67;5476,21;4550,26;4268,30;2794,12;372,93;823,07;56886,38;12218,98;13864,56;948,85;9406,56;2830,91;-;22492,80;11765,65;1251,04;11463,78;68346,70;31510,33;3703,81;1037,44;23328,77;4436,93;867,18;2202,97;3588,46;2173,82;64135,64;22252,76;15095,13;-;771,93;21657,43;2965,88;976,52;1867,66;1294,46;4598,90;9683,81;48742,84;15060,78;4083,16;3719,20;31871,69;4466,13;1369,78;3424,54;4978,36;4314,47;7209,45;1817,31;1621,19;14081,06;6015,13;7386,00;6288,53;2600,89;9968,70;29060,36;3874,27;16104,25;12077,91;9972,24;43704,40;1729,21;12973,63;7078,61;35129,36;2225,84;2342,81;4700,91;13711,50;18653,11;27007,68;3298,97;9903,47;11756,85;2265,54;11984,13;5764,08;28733,31;19390,43;14018,61;33087,53;37620,34;5360,12;42539,21;37272,51;32672,19;8388,31;12582,41;14344,43;1936,60;6714,90;9917,59;1093,57;1336646,63
"352690 Limeira";-;-;-;-;-;-;-;-;-;25651,09;21292,22;87277,60;78949,63;145116,09;130703,71;151615,64;114968,35;132259,88;47432,23;91850,43;139456,57;121298,80;79677,96;118410,30;85986,58;53890,29;39351,68;36379,63;97824,24;146289,56;74434,70;116701,93;108184,61;51270,34;113060,86;250726,64;158053,84;78327,00;125119,38;87608,00;273690,17;128389,42;168867,51;108645,97;152597,77;90594,21;214275,96;178199,06;164611,06;154501,97;189618,91;191122,81;123084,23;208568,49;151633,40;181399,82;135383,95;74735,65;167638,04;196814,47;152345,74;149060,67;187953,38;129632,46;114144,67;131406,73;94162,61;136592,90;128346,82;88577,22;109990,51;90179,18;235936,96;167375,15;253820,43;138695,26;249574,32;152113,76;104611,56;141366,87;185502,84;129389,51;206545,53;266424,24;198934,38;90838,40;221658,12;215465,56;152558,97;189911,99;137663,97;174820,32;132009,05;138645,29;134250,28;89595,75;147965,46;49507,03;69647,41;86881,54;110768,08;108340,38;69702,61;141231,51;158495,27;143246,92;102780,78;146687,05;129167,59;67404,77;168655,71;141124,28;125568,28;125605,00;130104,58;26239,74;14232768,04
"352700 Lindóia";-;-;-;-;-;-;-;-;-;-;-;2378,17;185,83;-;2416,55;-;19158,02;552,87;-;-;12143,69;496,87;-;690,70;187,10;-;-;552,87;-;-;41335,00;-;1294,06;-;683,97;-;-;5920,95;1232,25;-;5432,69;836,86;504,87;-;209,83;44,22;-;-;876,86;-;850,37;-;-;-;3353,35;-;-;8637,22;44,22;-;-;44,22;-;45,93;-;488,87;841,21;1203,90;40,38;-;-;513,65;480,87;-;3149,22;926,72;-;-;1163,90;731,66;-;2748,06;-;-;1434,68;-;1273,85;2778,21;233,83;-;-;-;-;-;-;1000,82;-;1112,75;19233,40;6488,67;-;-;635,03;14311,63;-;383,44;-;-;480,87;9079,65;967,58;-;505,61;-;-;-;182318,00
