 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2015-2017
"Município";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"Total"
"316910 Toledo";-;160,21;222,53;13061,26;14438,56;12585,40;12957,00;9773,54;11674,83;12017,00;12661,34;14680,54;13908,10;11234,06;13935,19;12708,57;10196,35;13067,21;13467,42;13150,59;15452,55;14629,64;18616,15;16137,47;9878,48;10261,40;12951,33;12090,58;14232,22;16339,53;20227,24;27489,89;16821,23;10834,60;21067,36;24367,70;14944,27;21964,36;9992,51;524198,21
"316920 Tombos";-;-;30,00;66652,82;53589,71;56637,41;59426,03;59911,30;47758,43;61749,01;62537,80;62439,97;75310,97;74415,30;69901,76;74919,74;69230,84;70386,14;68830,73;59675,98;50685,02;52758,30;44952,10;53876,55;68723,52;70303,67;66274,53;65744,48;53385,32;63214,57;63617,54;63598,38;70399,82;55012,45;58155,12;63573,04;55020,19;54530,58;50438,72;2217667,84
"316930 Três Corações";45,00;-;5485,21;442310,63;395721,07;439851,12;416485,59;430243,90;476034,21;443377,56;402166,87;507538,74;421115,24;424320,71;519266,13;397474,60;408876,73;538052,55;423217,63;459274,63;530375,73;437069,26;502199,50;521231,44;423592,38;444488,94;552764,22;468145,81;430479,57;548368,66;454691,65;488284,14;531584,89;470012,29;468272,32;518989,34;454858,90;444198,42;530642,51;16771108,09
"316935 Três Marias";315,00;186,44;2210,29;71222,48;74854,03;106308,30;113830,31;97189,88;116385,93;100934,75;140204,68;121649,11;187542,64;139887,32;97520,28;99424,25;94186,95;108488,37;100605,63;117161,08;110460,57;101564,70;108852,80;103749,07;114289,93;121496,44;112784,50;132403,79;121544,33;141585,46;107292,94;139100,13;142623,96;149587,56;147214,79;146095,39;138225,66;147259,36;131709,96;4307949,06
"316940 Três Pontas";27,50;311,85;14719,06;268373,17;231972,58;263947,50;236805,63;300383,20;268502,12;238931,22;259309,80;240788,18;226767,87;233291,19;255028,37;255280,15;264705,77;276289,62;302645,91;322880,29;358451,52;281346,17;282792,00;271010,32;259425,94;270305,76;276329,84;284170,24;298931,91;351870,14;257609,68;303990,86;288352,79;301801,10;311163,60;279366,26;307889,47;323241,84;290960,04;10059970,46
"316950 Tumiritinga";-;1286,00;5029,32;18382,83;14539,42;24483,45;12091,69;15631,29;11281,68;11040,85;9192,90;13186,72;16420,29;16603,25;10476,27;15018,51;8580,83;12900,42;16253,30;12665,13;15586,82;16742,04;17294,33;12856,80;23122,15;12029,19;17053,40;15374,33;15563,66;16509,56;18358,59;24734,36;23176,94;18334,16;18038,75;13064,24;18477,12;17305,55;14422,22;573108,36
"316960 Tupaciguara";27,50;-;-;101437,62;142969,68;153555,73;119395,02;155423,95;112302,73;131422,89;110631,87;125452,52;111586,78;115728,40;133448,16;115577,21;109614,01;111604,38;119899,46;122391,41;113669,74;103054,06;109536,66;149171,02;117449,59;105085,98;110250,41;111730,57;91369,44;159049,74;128842,13;164985,40;141624,29;111950,82;166265,61;124352,04;127824,16;141427,82;129904,78;4500013,58
"316970 Turmalina";-;830,33;2001,46;37993,09;52777,32;72773,88;58772,51;53504,31;50202,24;51245,69;42125,37;42285,83;41437,54;44890,79;48326,63;46896,82;40768,92;61300,08;39025,00;38352,19;43291,32;51306,23;46352,43;40941,18;54716,10;48367,68;35138,81;38032,26;50805,99;40671,18;35859,65;40409,77;36322,98;49794,35;42772,09;55395,56;50735,57;44058,41;37474,52;1667956,08
"316980 Turvolândia";-;14,01;2263,02;12679,41;12021,33;12793,63;17770,18;17846,97;17071,70;25323,51;26217,42;21475,59;18801,76;20431,88;19998,37;22326,76;18461,70;17450,22;21697,09;17224,71;27075,18;23435,33;25855,11;29190,41;27312,80;24147,53;23454,06;18152,19;32069,60;22671,93;18406,06;16129,86;21697,92;31079,87;31177,00;27428,68;27923,59;31438,27;27955,49;808470,14
"316990 Ubá";125,58;308,10;34373,47;438555,16;479131,56;499423,69;501014,19;580168,51;468232,58;444550,80;500407,39;447071,60;510287,76;477420,19;449841,50;501464,43;487031,01;483119,69;480723,25;523743,64;555065,28;489859,76;545636,53;519569,44;541515,98;551700,63;533830,04;501869,31;470354,27;548553,44;471883,26;468251,49;508356,55;460264,59;505423,75;514346,89;489816,71;508809,56;494640,21;17986741,79
"317000 Ubaí";-;-;322,33;64389,97;48349,42;45423,27;51037,72;47831,03;50669,12;45046,77;63761,09;42732,00;54712,26;33905,81;50692,92;37593,60;40761,22;36402,53;39588,65;30979,96;44886,13;52461,42;44495,32;38585,96;49082,12;52270,99;55026,69;47885,29;54792,01;48262,00;49721,73;51425,94;49131,22;52879,72;57581,37;50338,32;37478,75;40705,11;49440,63;1710650,39
"317005 Ubaporanga";-;-;45,00;46584,61;53752,17;62465,85;51803,99;71926,38;48406,75;43752,54;42855,10;54816,54;47689,98;40711,07;38620,10;43115,73;47004,15;52188,57;50263,69;48357,37;49586,31;46849,44;40766,25;39135,04;48621,16;43293,45;38566,44;52017,27;42671,55;56562,16;54889,75;62945,46;45117,66;46979,79;60260,63;62546,32;49610,32;53373,46;54750,58;1792902,63
"317010 Uberaba";48,16;4636,45;71918,87;1614379,85;1741942,04;2060503,01;1899667,87;1914561,27;1731006,77;1935403,47;1724165,60;1840302,22;1861678,43;1889878,72;1761522,34;1652133,55;1640722,61;1819471,96;1943969,05;1974397,38;2162168,23;1766662,91;2208833,75;2111600,12;2107041,48;2139392,16;1952526,69;2483405,56;1674256,15;1846533,39;2045617,85;2256068,45;2182437,12;2010376,63;2128686,63;1914719,01;1853250,07;1878970,20;1947470,70;69752326,72
"317020 Uberlândia";7,30;1797,97;19289,85;3334627,90;3202097,98;3627041,84;3333515,58;3646127,73;3500336,82;3803266,87;3293425,08;3333923,97;3694314,59;3424406,79;3140233,56;3049030,54;3120584,83;3542824,78;3303524,54;3318060,62;3509976,67;3273672,15;3512659,43;3691281,45;3446348,00;3362025,57;3275850,64;3055271,86;3291674,16;3873864,19;3841231,83;4023998,68;3704197,94;3831652,61;3945945,83;3807670,80;4037034,56;4141479,25;3480068,30;126794343,06
"317030 Umburatiba";-;-;-;9620,52;8233,15;12240,36;13971,12;12710,17;11633,13;10132,08;9278,55;15448,09;10415,88;12275,40;9988,53;8634,16;7708,14;12987,10;6555,20;7798,44;8973,37;6234,13;8246,40;7487,30;6175,66;14692,23;7255,71;10200,05;13081,42;13351,52;13483,64;11495,69;8431,28;10958,13;14936,82;9352,11;16885,31;14738,82;7858,01;383467,62
"317040 Unaí";527,65;154,05;4338,85;273900,64;326698,75;329397,08;316351,28;293482,54;289084,06;296495,52;340650,37;384986,98;288398,12;323155,82;296738,97;269933,90;257500,61;318154,80;310339,93;313845,92;321533,50;277643,75;361125,11;338869,75;341687,45;288888,45;325065,47;316935,05;280979,12;320141,21;321474,95;376837,35;346500,07;429144,94;376362,12;336167,65;318613,43;323312,13;283717,72;11519135,06
"317043 União de Minas";-;-;832,50;4955,59;4882,13;20158,34;8204,63;5803,09;4286,56;8763,12;5905,17;6894,92;8171,22;6793,12;5670,33;5133,66;8074,35;3908,99;6106,26;3411,87;3339,68;5767,66;10832,08;6363,32;5067,15;8228,57;16243,09;9878,86;8111,45;6061,07;9018,51;6569,95;5238,89;3110,09;8570,86;6031,22;10815,30;10540,51;7606,77;265350,88
"317047 Uruana de Minas";-;-;10,90;5864,43;7090,49;8435,71;8077,11;19576,56;5475,62;10673,90;5242,31;12498,52;7289,54;7362,32;10065,10;6209,01;3898,92;4263,71;3983,98;4836,84;4938,42;4832,46;10693,92;16548,40;8690,62;7097,86;8368,82;7096,83;7028,12;17989,41;8047,65;4479,72;6643,19;13438,18;5385,95;5864,39;7605,42;6226,83;8645,81;290476,97
"317050 Urucânia";155,78;-;5416,63;78907,76;83871,24;72034,82;61297,84;66329,41;59677,07;68142,37;61476,88;61022,47;59436,66;53305,86;56219,68;56749,62;53078,28;61949,74;71009,88;60242,94;63032,52;72839,96;70047,41;64725,27;65567,90;65627,85;78230,15;73248,26;64765,40;70391,36;66175,07;60575,93;69986,06;77701,52;82439,78;76236,58;71005,77;69693,68;65587,37;2418202,77
"317052 Urucuia";-;-;18,55;11333,75;8833,70;12826,53;8540,76;12803,45;13492,30;30087,97;12951,00;7030,83;13448,75;13339,82;14113,93;7645,33;5743,72;8865,96;14535,65;8271,43;18097,53;7836,14;7677,27;7260,53;20648,67;16740,74;7898,47;6313,63;8482,88;12386,53;8189,30;9935,88;17476,43;20436,22;18190,28;12678,29;10149,36;7728,34;14742,69;436752,61
"317057 Vargem Alegre";97,12;-;1643,17;48333,15;20816,68;30300,53;24160,79;31947,08;27074,65;33022,02;25574,28;29202,88;30135,31;31839,60;23980,56;22607,44;22326,96;32967,86;26990,32;21319,65;23009,32;27986,37;22999,25;23234,88;22872,40;22273,35;22925,93;20811,95;15664,17;15305,90;18074,32;19368,24;18645,48;21762,92;23673,29;19922,28;26177,23;23081,06;17067,38;889195,77
"317060 Vargem Bonita";-;-;66,00;11713,25;8631,83;17620,92;8461,96;8205,43;6899,76;9305,06;6497,88;7373,65;5146,79;6265,30;5389,90;5057,05;5704,80;11910,41;7213,52;8346,46;5700,94;5592,33;6782,02;4966,26;5881,33;5288,01;11829,95;11605,86;10578,07;15010,49;11294,29;9647,50;8167,11;7619,00;9514,33;7764,32;10576,53;9374,95;7198,34;304201,60
"317065 Vargem Grande do Rio Pardo";-;-;97,12;17777,20;15154,79;15507,96;15183,53;17047,17;20117,16;12164,23;19337,64;27863,61;17324,16;20362,80;22942,59;14291,19;16628,69;16538,04;17580,43;21352,94;27282,73;18008,04;22993,93;19338,10;23591,17;21357,55;20357,21;20839,39;22964,08;21801,34;26912,52;26889,03;22406,47;29701,28;20812,77;25740,67;19830,02;19166,83;9639,80;726904,18
"317070 Varginha";-;400,00;11698,48;645016,22;618739,10;696422,38;688790,35;708067,46;739671,63;740586,77;713901,89;850024,73;819712,43;693714,29;735213,90;768539,32;706038,32;794595,49;704345,53;773822,52;787266,90;813805,80;835703,05;754518,90;690489,72;748188,43;739260,10;785984,80;769893,04;856120,28;762873,53;853103,85;793257,76;774201,38;792198,36;757521,70;850029,53;927635,93;771894,36;27473248,23
"317075 Varjão de Minas";-;-;1136,55;10854,72;9480,43;12624,05;12234,78;15979,35;7319,42;13163,95;10111,11;11924,42;9464,90;8200,12;14346,28;9708,05;11351,24;14327,62;10267,21;7312,29;10035,21;10346,23;15700,18;11429,37;8026,23;21869,66;17513,05;18889,29;16887,53;18144,58;18688,91;21299,40;18498,33;17608,77;14542,65;12247,43;11315,54;13705,12;14772,58;481326,55
"317080 Várzea da Palma";79,75;184,17;631,37;100082,18;79023,83;112172,15;124879,34;89293,17;104336,87;103291,97;94193,49;111502,22;87588,59;95315,05;108642,93;86478,41;90026,08;97834,68;99292,22;96561,19;106501,75;115761,28;111742,07;92308,26;94065,38;112339,27;130959,03;117859,33;105939,45;131024,25;136942,39;123895,78;105331,83;109123,33;102402,59;101041,83;114509,18;153152,64;110943,72;3857253,02
"317090 Varzelândia";-;45,00;2049,00;70347,09;67532,50;54922,03;55237,96;58409,87;49713,30;52473,73;52964,60;49591,78;55809,90;73185,72;58812,75;40161,05;38321,32;54991,63;55379,62;59028,34;54929,18;53993,44;64333,48;48066,57;46830,51;45182,02;46318,73;48610,03;46278,44;40271,68;46697,34;55690,69;48472,72;73402,92;51734,27;49905,34;50284,08;57425,73;53078,91;1930483,27
"317100 Vazante";-;-;511,14;79909,43;77782,64;72410,52;73170,55;82125,44;62601,73;77324,21;55382,98;76797,81;83460,69;64725,34;76817,62;79048,56;75785,92;85207,75;69807,88;77565,96;87457,97;84351,95;83505,89;79554,86;106344,99;89047,89;63715,11;69336,55;60374,07;73096,77;77073,15;78959,79;85701,99;75838,93;84188,74;90665,16;82807,92;95099,89;81484,86;2819042,65
"317103 Verdelândia";27,50;-;-;19934,08;18140,81;22455,09;24181,99;16993,79;24267,83;24661,12;32256,33;25258,18;31939,36;32855,63;31224,03;26516,13;27503,64;33462,32;21425,82;25578,93;30566,19;26213,08;31593,69;32614,35;31500,70;28597,27;26236,69;29715,05;21321,62;24419,89;28262,11;33808,70;26504,61;25100,41;31167,02;25575,56;27563,19;26525,69;24337,09;970305,49
"317107 Veredinha";540,00;450,00;3066,80;11538,58;9196,75;16992,81;14756,07;9137,98;8179,26;13355,92;12720,70;13989,56;18136,37;10804,92;9546,77;18873,66;16971,13;23293,37;18955,44;28851,05;15623,64;12338,18;10653,79;6385,19;10536,29;12048,75;8819,06;13826,77;6747,44;9934,10;10350,09;9769,02;11342,15;14623,91;12364,31;12986,13;13811,08;7156,69;6879,52;465553,25
"317110 Veríssimo";-;45,00;3171,00;22038,88;23211,45;20617,59;22457,97;25733,33;24813,58;25802,99;17898,12;26575,47;28561,56;30485,73;30338,36;31964,85;29610,16;30330,30;26924,14;27536,41;38717,01;34749,01;35327,80;29129,14;28465,40;26300,68;18433,63;22736,30;25791,65;28941,93;28213,95;27392,33;32479,34;27248,34;23555,37;19168,05;26067,43;26286,15;29495,17;976615,57
"317115 Vermelho Novo";27,50;-;32,92;23275,06;20274,17;27370,61;26510,41;21525,27;20505,29;16621,46;21466,78;20110,23;23031,48;22552,39;22074,88;24025,21;22659,04;34622,51;33808,30;34198,05;25542,29;24641,88;24393,35;23434,39;26857,44;28049,85;27104,06;27979,85;26401,92;29582,26;29006,56;31134,82;30617,15;29600,61;35815,74;34960,96;35899,22;36497,82;31900,50;974112,23
"317120 Vespasiano";2586,28;6395,15;20710,93;320626,82;307313,71;336500,66;319423,79;343686,65;314679,42;345595,19;366019,04;380716,50;402325,95;413568,22;401797,60;403558,89;373581,82;392146,43;381880,84;403609,31;412875,55;397797,95;411752,24;390310,72;412093,15;390078,75;385141,98;409314,79;383197,39;440127,19;403762,65;444628,65;425560,09;449455,21;444655,09;457711,22;432836,14;449725,61;414502,51;14192250,08
"317130 Viçosa";-;954,55;1520,40;338866,86;362123,48;416908,68;380642,56;384475,55;372861,52;341482,27;367700,15;355230,43;388369,44;379981,76;378822,78;351977,60;322290,03;366352,57;339988,51;361620,93;355817,59;344107,03;353500,79;340363,01;370002,30;396446,95;370914,70;332458,66;344065,15;379013,05;346710,48;388362,85;387920,99;366591,75;411285,76;399553,06;439018,79;403557,40;427141,87;13369002,25
"317140 Vieiras";-;-;-;14258,80;15581,88;13173,77;13510,21;20283,04;18916,96;20177,76;20955,49;26161,38;27217,76;24427,72;25549,51;23138,48;24156,48;21789,47;25515,65;27281,25;28545,90;24539,56;24755,37;18576,06;23440,82;27725,31;20285,21;29537,36;22300,62;22071,24;19743,51;32617,77;26280,35;18829,48;22736,25;22227,93;29735,24;25282,71;23574,84;824901,14
"317160 Virgem da Lapa";280,82;-;4001,23;34508,71;33249,77;53283,31;49522,45;42157,26;46819,33;46088,03;45927,56;51944,33;53491,33;55411,73;49435,30;34285,40;33132,18;31229,96;38804,86;29222,57;35664,93;34099,15;24814,07;33275,08;46705,78;46605,06;22917,97;37063,87;34604,59;28225,31;31830,63;27766,34;28513,29;28753,57;35439,97;35289,79;38155,30;31904,73;33336,09;1367761,65
"317170 Virgínia";-;537,15;2957,49;40816,33;40580,66;42617,89;43006,94;42955,67;50341,30;41855,68;59882,91;42790,18;39243,64;46576,15;40691,57;35451,64;43936,20;44491,61;32750,35;34529,37;34716,85;35885,76;39486,99;41959,90;39840,07;34403,00;45042,05;39507,34;46002,36;48966,73;40549,67;40635,97;47094,32;53498,44;39379,16;28194,52;39290,78;39682,15;43368,62;1503517,41
"317180 Virginópolis";57,74;280,82;1107,70;30635,82;17888,31;24077,62;22157,13;21900,07;25728,72;33630,17;21193,11;22672,45;31841,11;18011,91;22224,90;18262,32;24750,40;31097,38;27247,04;24737,57;35813,47;31987,38;23456,08;23339,81;31579,31;26330,48;14811,17;18593,54;15771,44;16629,53;28169,61;29668,20;20572,05;23822,44;26290,87;37948,28;23934,68;20538,75;18434,70;887194,08
"317190 Virgolândia";-;-;899,26;13284,20;4919,80;10347,48;7064,82;11537,11;8155,63;9828,11;12007,08;17160,68;16219,82;11037,86;3879,74;8559,59;10635,51;16012,32;19866,00;7003,35;11692,89;15740,54;20599,29;13168,28;12835,30;11772,68;22413,43;17685,82;17474,95;19294,44;15395,39;19607,16;18736,06;24077,82;23641,03;25116,39;23545,96;23606,22;20966,65;545788,66
"317200 Visconde do Rio Branco";-;27,50;587,62;144751,21;209296,97;177646,77;133716,98;162001,09;145357,34;139737,84;159369,67;121745,69;141329,72;131656,46;144371,10;155859,51;143386,57;151112,57;137583,64;183044,61;176614,99;158167,04;165346,27;156579,55;152186,15;186186,04;170165,44;146616,97;133460,22;201911,76;132599,37;140812,62;183754,60;157866,29;173793,91;157788,76;166971,59;145751,99;156070,58;5645227,00
"317210 Volta Grande";-;-;-;22468,51;21774,02;24566,65;20061,68;19152,08;24443,88;34565,80;24456,94;21001,44;23546,97;26466,84;21467,47;23904,68;24951,69;23604,66;25892,69;27314,85;33334,36;30178,32;23192,53;16323,22;19779,77;17176,51;20190,28;29394,74;22790,63;27151,75;28505,22;29390,38;26746,43;30198,65;28297,12;27991,89;21902,49;22479,87;22686,20;887351,21
"317220 Wenceslau Braz";-;-;395,36;9817,58;16580,05;15684,90;17760,17;16674,62;9914,61;13969,78;32030,77;19000,43;15731,76;21597,49;12043,18;13815,59;18519,89;10053,48;7331,64;15142,75;8028,54;7866,82;15102,06;6924,45;9729,83;23328,71;10494,79;8966,24;14285,15;13696,12;9512,36;20536,47;15261,82;15949,30;24459,78;9879,57;8635,26;19086,49;15580,04;523387,85
"310000 Município ignorado - MG";-;-;-;2145,05;2134,26;598,75;2548,52;1236,99;669,83;2716,29;3144,00;608,58;14364,60;6185,00;1956,49;906,05;1235,00;3659,90;1909,68;1460,00;2633,91;2015,00;1771,70;886,80;638,69;3409,60;321,05;449,00;1224,88;902,08;1422,30;2887,26;4337,00;6164,58;4865,60;9694,50;8600,11;6997,50;626,32;107326,87
"320010 Afonso Cláudio";6198,95;6971,91;18105,67;127512,67;120180,24;159285,53;142354,40;162706,48;161829,61;164094,60;144806,81;168935,67;183525,00;165906,82;151918,28;138391,35;156616,74;192484,74;157550,90;183904,41;188562,99;166736,80;188557,94;177176,76;183316,24;194492,75;179589,91;154664,20;121073,40;143546,66;132247,03;164707,00;132332,58;174270,85;163597,63;151983,40;189263,86;169858,85;132566,05;5821825,68
"320016 Água Doce do Norte";-;115,00;3310,77;51350,53;50584,23;42178,22;45656,00;49111,86;35147,50;31851,55;38862,19;39643,43;46168,40;51104,90;51049,67;41540,36;42515,83;49421,25;38778,75;55696,62;42656,29;40880,21;40003,95;45281,96;46666,49;46962,63;40883,86;39457,30;43948,97;50206,17;42672,16;53364,90;62608,10;41256,63;40991,97;28239,96;43588,71;35409,50;42574,84;1591741,66
"320013 Águia Branca";-;301,50;758,72;79539,99;58300,85;55605,77;64718,85;61835,53;61468,27;49571,72;53303,65;56204,87;57277,12;55828,81;58088,25;77415,10;64841,80;81855,94;58986,17;51974,29;55969,72;48477,73;52709,83;59509,19;53514,04;48558,33;44063,14;44577,22;37880,95;48262,55;50678,03;71688,88;55399,19;56641,58;74821,69;65244,07;72403,20;69070,85;122109,71;2179457,10
"320020 Alegre";-;866,31;6165,39;92535,11;107569,74;99500,83;120404,53;108542,26;109598,33;120894,36;115882,53;118183,46;115399,58;133435,89;132652,59;105655,44;121230,64;118705,39;132082,73;146726,20;137581,69;140602,76;122144,36;112978,49;110860,34;121704,16;130474,96;137959,83;119702,76;141771,88;117476,10;146065,35;128570,24;148606,65;147571,85;120583,68;127363,98;146015,95;118806,14;4482872,48
"320030 Alfredo Chaves";7,30;307,81;8374,08;69570,55;67038,22;79379,54;74847,86;86508,79;81020,11;82784,73;73890,83;85854,44;82603,37;79623,07;70538,92;68864,61;63708,20;73460,07;72880,46;66073,31;69930,02;75231,83;90775,64;85675,43;91584,59;75611,31;68381,25;74325,22;74705,99;87611,87;79229,50;84564,00;91464,65;76052,75;87797,57;65504,73;68392,94;73909,40;63713,40;2771798,36
"320035 Alto Rio Novo";4067,00;4094,50;6663,00;19170,91;17860,19;22281,59;22260,48;24871,45;25305,49;29467,09;21913,01;29066,91;35096,62;31784,52;22517,62;26388,91;20236,98;24975,90;23706,83;24333,11;23548,43;20517,83;33459,53;23066,31;31814,99;28839,25;23647,61;28118,22;26493,70;32917,67;31258,95;49270,18;41074,57;43538,31;41621,28;42017,33;36350,02;36960,09;30569,01;1061145,39
"320040 Anchieta";-;236,63;6664,41;82632,54;94288,43;95377,35;81382,09;92253,24;78756,05;91948,18;93891,83;94560,99;103918,20;103719,77;89957,84;86736,63;93954,54;104119,28;85331,35;103872,12;100973,64;90434,19;107351,71;110298,88;92984,90;93938,00;91309,81;106595,90;95167,71;119426,87;115631,79;127235,36;114682,42;123096,70;149676,86;124448,37;141921,23;141510,34;116292,04;3746578,19
"320050 Apiacá";-;72,72;1340,58;16278,97;11763,00;17929,80;10969,00;15178,20;18018,37;28104,64;33725,79;27624,59;32509,03;17552,91;21943,31;14446,08;14722,19;24086,23;20994,00;16678,16;16463,83;13025,82;18505,28;23220,18;19866,55;14028,07;9808,20;14215,29;14969,14;15188,56;21647,89;27734,27;28768,60;31478,08;30056,13;32739,93;25364,46;25074,24;20677,73;746769,82
"320060 Aracruz";548,59;2353,80;24749,06;346070,84;360931,56;345238,04;332644,78;351722,24;331344,58;351255,48;333930,56;347900,78;403509,94;360199,55;350779,29;330793,65;353980,66;394492,92;335019,34;341682,61;356792,76;346302,86;388864,36;355778,79;384431,72;370530,67;370019,25;370443,15;358215,20;416386,89;381325,42;415965,13;463141,45;439467,54;453315,41;398821,25;394761,55;437288,29;415382,89;13516382,85
"320070 Atilio Vivacqua";-;72,00;2755,33;45256,28;43383,38;46402,64;30688,84;28467,48;32135,89;35687,60;43098,35;32797,13;35634,35;37906,31;45356,61;40737,13;35469,55;34644,64;29943,19;35900,43;28111,06;30730,95;35191,95;33054,55;44110,30;41902,62;34130,63;33674,67;38151,91;37824,12;32086,65;41664,98;35529,00;40636,95;34857,65;30592,67;32987,59;29288,35;31516,74;1302380,47
"320080 Baixo Guandu";5767,00;6298,02;15530,89;140191,74;113242,41;126184,38;127193,81;143127,63;138631,80;124198,57;126525,11;140822,63;140701,11;164037,88;152640,58;138567,69;123771,27;157793,08;153307,78;161280,08;208084,13;227601,75;217130,97;157503,24;163973,06;140665,30;147511,09;165916,40;135889,39;189509,06;172878,47;180707,35;191461,18;200975,91;241839,01;249221,95;242485,72;232000,79;233342,88;6098511,11
"320090 Barra de São Francisco";-;82,50;15928,39;153902,58;198558,67;151318,57;165608,38;185108,08;153594,97;169311,55;171067,31;395085,67;174512,04;175225,02;170791,10;173655,41;170122,24;192980,85;180703,05;165096,83;191166,36;191737,17;186438,30;183833,42;175554,91;165612,84;175127,24;180332,94;135838,20;205224,74;183313,42;221683,12;201025,53;192180,06;198674,62;217524,34;196964,14;212115,93;199647,03;6776647,52
