 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:Jan-Ago/2020
"Município";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"312830 Guaranésia";5904,00;11,99;598,52;134744,93;133867,33;132168,35;134770,38;126761,77;136181,54;121670,58;115580,64;1042260,03
"312840 Guarani";-;-;418,60;21140,46;20809,84;18721,38;24922,69;23909,50;25976,83;31070,87;27249,88;194220,05
"312850 Guarará";-;315,60;767,54;22426,13;30854,40;20338,81;16463,19;18730,17;22556,72;29893,20;31706,61;194052,37
"312860 Guarda-Mor";-;-;98,96;26770,92;21897,31;26175,83;23119,56;23367,75;19610,60;23734,27;15702,88;180478,08
"312870 Guaxupé";-;172,25;2982,22;328229,64;361067,17;340092,57;257302,19;307116,11;332855,82;351103,18;397058,64;2677979,79
"312880 Guidoval";-;-;4474,28;32367,13;30206,75;29247,34;21638,77;29588,49;36376,25;40450,35;76772,48;301121,84
"312890 Guimarânia";36,17;85,22;2945,15;40695,73;31509,28;33476,08;27907,22;35518,47;35984,15;40977,34;36964,81;286099,62
"312900 Guiricema";-;-;312,32;39680,34;44714,45;41403,23;39565,32;47337,65;48073,97;63616,49;58337,95;383041,72
"312910 Gurinhatã";-;-;-;40962,69;28786,00;39649,32;22455,42;25427,22;30596,10;38958,62;26396,88;253232,25
"312920 Heliodora";-;-;13,48;43890,31;40432,18;43768,28;37806,95;35696,46;42302,32;58240,01;39391,69;341541,68
"312930 Iapu";-;973,86;3650,25;62261,06;46836,94;52727,80;39060,40;41797,35;45878,50;45776,54;47214,26;386176,96
"312940 Ibertioga";-;3,51;6447,83;17931,21;26292,37;22852,60;25276,06;20727,12;33758,73;42759,48;32019,86;228068,77
"312950 Ibiá";1173,07;10985,79;15486,41;130691,28;122431,86;146333,86;99774,31;94150,50;112110,32;130778,54;106443,08;970359,02
"312960 Ibiaí";296,36;354,11;457,49;31784,09;22253,73;22056,65;23815,90;14775,68;19455,89;19218,15;20583,63;175051,68
"312965 Ibiracatu";43,14;26,76;468,49;30858,38;34387,94;29353,15;19774,31;21484,16;22099,27;33691,71;33648,22;225835,53
"312970 Ibiraci";-;1983,88;2525,30;46983,81;43147,66;39919,98;30843,01;38094,90;34204,08;33386,30;37123,27;308212,19
"312980 Ibirité";5897,12;13390,80;91894,55;844605,35;785776,02;768095,23;734673,83;733409,44;749349,05;769774,62;722677,80;6219543,81
"312990 Ibitiúra de Minas";-;-;83,44;22018,20;19847,22;22011,90;20188,06;20599,11;17449,44;15790,67;20185,00;158173,04
"313000 Ibituruna";-;-;804,66;18500,22;19497,38;36961,10;19667,23;14080,17;20041,44;19520,50;25684,76;174757,46
"313005 Icaraí de Minas";82,08;10,08;918,09;34387,38;34766,36;32324,24;23622,64;26086,80;19683,97;29008,67;34601,70;235492,01
"313010 Igarapé";994,59;993,76;24117,43;228429,99;231080,36;231073,13;194646,60;222944,82;220099,61;251498,38;236100,85;1841979,52
"313020 Igaratinga";10,00;699,44;2810,98;34847,02;32452,59;34646,47;36953,34;21069,53;32286,03;58352,25;28013,87;282141,52
"313030 Iguatama";-;-;318,79;21662,25;19746,31;21296,48;24217,25;20692,11;24138,48;36723,68;29779,64;198574,99
"313040 Ijaci";-;-;224,24;26889,82;27075,67;27156,70;14724,02;14686,64;22359,76;25147,28;25811,07;184075,20
"313050 Ilicínea";-;-;1205,98;64306,51;52455,56;52052,00;45500,42;48500,01;51492,03;60876,39;52073,54;428462,44
"313055 Imbé de Minas";-;2162,28;0,63;29990,02;33292,76;35865,78;29062,27;41864,29;31880,12;46277,91;35078,94;285475,00
"313060 Inconfidentes";-;-;118,46;55306,37;27528,37;44442,95;27169,23;26176,13;35668,12;43765,82;23624,08;283799,53
"313065 Indaiabira";-;-;-;35724,63;34036,27;23302,60;26889,29;28508,82;31240,83;30404,12;30657,59;240764,15
"313070 Indianópolis";-;-;66,32;26997,80;29662,78;22265,65;18291,31;26506,35;32820,02;28493,85;25972,08;211076,16
"313080 Ingaí";-;-;-;27505,07;25310,41;27047,07;20373,84;19891,98;25473,66;23293,52;23588,00;192483,55
"313090 Inhapim";-;79,10;3856,48;143224,44;160023,53;153609,92;107057,26;122754,68;136457,45;170737,62;153608,17;1151408,65
"313100 Inhaúma";-;-;318,63;41394,16;39166,14;33729,74;21813,38;32500,25;32893,11;42386,70;43398,36;287600,47
"313110 Inimutaba";-;190,10;2045,03;54962,84;44591,48;46834,52;46980,11;38784,64;34048,09;45490,33;38331,64;352258,78
"313115 Ipaba";155,78;504,02;12493,74;109066,02;110483,14;106223,59;90726,06;94531,11;90409,63;105534,48;91196,31;811323,88
"313120 Ipanema";7,30;21,90;1537,12;70849,52;76269,43;94802,78;67589,73;65893,82;64232,80;73938,76;79376,20;594519,36
"313130 Ipatinga";1261,49;99659,24;331706,50;2199411,29;1860647,85;2024667,14;1504811,96;1741638,01;1620356,58;1814028,39;1692343,34;14890531,79
"313140 Ipiaçu";-;-;-;19226,04;20602,10;14923,06;14967,20;16758,85;18070,32;21720,29;20463,37;146731,23
"313150 Ipuiúna";-;-;242,43;79971,72;76724,35;62731,36;57388,92;66969,73;71947,32;74417,33;68035,24;558428,40
"313160 Iraí de Minas";-;-;20,78;42938,48;38026,66;33303,83;21402,87;32724,36;22949,38;23236,72;21071,40;235674,48
"313170 Itabira";2657,00;18565,22;45842,58;1007867,32;978833,86;836226,46;631509,42;658131,72;713553,38;769097,37;802024,38;6464308,71
"313180 Itabirinha";-;-;9088,54;57860,00;56062,35;60919,75;45497,64;55603,26;51018,34;50446,49;59963,10;446459,47
"313190 Itabirito";783,37;6018,86;19625,38;413712,16;368025,08;373226,62;243859,06;255595,07;268211,98;327777,96;261308,73;2538144,27
"313200 Itacambira";-;-;1165,29;11351,54;13681,17;17034,51;8166,92;8022,61;4505,17;14310,42;14436,11;92673,74
"313210 Itacarambi";1251,54;93,00;2850,99;101674,31;99791,83;97741,73;62075,27;69576,92;84295,33;101536,37;51993,10;672880,39
"313220 Itaguara";347,65;559,89;2958,88;58818,00;57172,67;51797,34;52053,47;31321,52;34497,62;36533,86;32865,95;358926,85
"313230 Itaipé";57,75;67,75;412,90;49749,39;58719,76;50610,94;46020,00;54909,00;54870,05;67377,44;55192,61;437987,59
"313240 Itajubá";45,00;31,47;9813,11;600446,41;494348,82;504516,62;495325,73;423582,67;471251,51;544551,62;467785,74;4011698,70
"313250 Itamarandiba";1220,60;7556,02;9002,80;127935,00;99546,45;86118,22;74030,69;66689,66;87999,32;83787,66;85146,33;729032,75
"313260 Itamarati de Minas";-;-;43,21;32717,71;27003,59;35261,79;22656,23;19340,26;29173,29;24882,10;48278,88;239357,06
"313270 Itambacuri";6,30;4608,00;5537,69;101624,59;104539,77;107526,77;105688,18;94866,48;91976,53;95118,48;86058,90;797551,69
"313280 Itambé do Mato Dentro";-;313,19;7996,09;16905,31;16371,04;14994,61;7936,02;10717,55;14856,56;18170,75;19868,95;128130,07
"313290 Itamogi";-;-;1618,80;62474,60;61271,47;63967,90;47407,44;46257,30;46698,56;52643,70;42650,28;424990,05
"313300 Itamonte";515,56;2155,57;8590,56;103809,46;107670,19;85916,12;79039,57;71768,00;91091,35;80203,83;68725,67;699485,88
"313310 Itanhandu";-;2655,30;2478,71;101800,85;86394,45;82416,92;84523,88;81149,53;100189,10;66864,05;84838,06;693310,85
"313320 Itanhomi";57,75;13,10;1440,56;80271,57;69039,01;66484,58;60565,73;55336,79;59598,48;78251,99;66903,39;537962,95
"313330 Itaobim";-;1635,40;2841,66;95070,54;94541,37;92009,16;104008,33;84752,33;83411,57;87750,64;76186,06;722207,06
"313340 Itapagipe";1812,38;1812,38;2544,74;73696,11;60416,20;62594,54;62551,74;40585,72;46899,20;42806,26;40082,36;435801,63
"313350 Itapecerica";822,82;1403,22;2125,91;94553,51;102187,03;105110,90;92719,90;87846,11;91815,08;105694,55;81072,22;765351,25
"313360 Itapeva";-;1243,76;883,30;76174,19;52997,39;58140,59;41041,08;51837,43;66385,25;58977,78;69684,95;477365,72
"313370 Itatiaiuçu";419,97;281,92;9028,47;63667,02;52484,64;48247,87;41595,93;43539,16;74256,43;67817,14;60034,81;461373,36
"313375 Itaú de Minas";-;2974,01;951,21;128595,65;110000,90;127963,09;119669,29;116599,63;135017,03;123551,73;119543,29;984865,83
"313380 Itaúna";573,86;3687,95;17688,84;497546,21;505095,69;519525,20;407494,68;436364,03;434918,63;531736,08;510951,41;3865582,58
"313390 Itaverava";10,00;509,51;223,16;36240,30;29907,13;38752,45;29176,92;30450,31;33985,42;39845,84;32587,17;271688,21
"313400 Itinga";413,67;290,78;2911,40;63695,62;64131,38;62207,20;41584,09;32173,45;55881,77;47888,31;45745,25;416922,92
"313410 Itueta";-;-;241,37;17331,64;13902,66;19092,23;9488,66;19387,41;9714,37;14894,46;19428,05;123480,85
"313420 Ituiutaba";-;-;2634,84;645061,77;654279,95;636639,22;576389,94;649712,40;626971,09;626610,05;686432,82;5104732,08
"313430 Itumirim";-;-;-;48870,60;41392,64;49686,23;38011,53;42533,24;35787,89;49237,29;50902,61;356422,03
"313440 Iturama";614,72;5070,69;5487,47;150446,56;109264,66;113352,85;73626,94;90100,26;81150,35;82286,35;64223,41;775624,26
"313450 Itutinga";-;-;150,69;44499,77;52352,49;43833,16;26481,16;21414,20;20387,76;25983,98;22502,48;257605,69
"313460 Jaboticatubas";674,36;4001,64;9672,42;74436,69;68568,60;76561,01;57831,91;59619,86;68141,62;78379,84;62902,44;560790,39
"313470 Jacinto";483,16;24,80;793,57;44859,47;39398,90;36249,87;28849,08;31426,70;33261,66;29438,94;45577,44;290363,59
"313480 Jacuí";-;-;2568,00;33038,81;24570,70;22748,17;25472,01;16942,02;14138,77;18176,10;21180,24;178834,82
"313490 Jacutinga";51,00;24,20;38,81;111747,85;86394,40;83485,62;76251,01;97681,18;94303,28;104226,84;104203,36;758407,55
"313500 Jaguaraçu";-;1886,59;5013,34;29938,32;23602,60;27127,12;21784,95;16525,94;15920,49;19035,34;15958,39;176793,08
"313505 Jaíba";-;139,68;2411,60;153056,83;131608,58;147170,06;115178,48;119702,75;126751,26;154541,67;157632,64;1108193,55
"313507 Jampruca";-;549,45;662,35;21539,69;19096,41;18010,23;12811,16;16857,10;29939,83;27294,13;31715,12;178475,47
"313510 Janaúba";1160,00;803,93;4165,74;482677,18;411860,15;425847,46;371145,36;422334,24;434517,96;485569,38;482298,72;3522380,12
"313520 Januária";2875,58;3221,34;29514,33;245311,02;236847,89;231245,67;185616,11;179577,16;181039,63;162848,17;170558,27;1628655,17
"313530 Japaraíba";10,00;-;20,00;13314,73;13851,16;11725,13;17270,15;14736,37;13753,88;20497,71;11629,64;116808,77
"313535 Japonvar";171,60;188,28;2645,82;72789,34;64965,56;42670,82;79445,20;46558,42;54728,54;48636,33;52372,49;465172,40
"313540 Jeceaba";190,99;721,23;9305,58;42895,16;64796,86;53075,74;34611,39;45003,13;56111,78;46940,34;37077,00;390729,20
"313545 Jenipapo de Minas";-;413,67;2351,99;25707,43;36103,37;27307,79;17976,72;19120,86;23177,28;27240,48;33275,83;212675,42
"313550 Jequeri";6,93;-;331,15;57868,82;54693,88;63234,74;47728,69;46958,32;50969,73;47622,79;69243,30;438658,35
"313560 Jequitaí";-;104,74;612,21;34467,29;52602,10;31922,33;26624,47;29555,56;24014,99;24150,42;24008,51;248062,62
"313570 Jequitibá";-;806,25;1287,16;37096,46;41090,70;23775,19;23782,85;36201,72;32793,38;34769,79;22033,73;253637,23
"313580 Jequitinhonha";24,52;117,25;3412,42;70500,05;76785,84;74571,92;75177,07;72919,28;57510,64;56928,01;55835,86;543782,86
"313590 Jesuânia";-;-;39,94;40443,77;33183,91;34318,85;28381,81;29198,30;23355,65;21474,06;28648,43;239044,72
"313600 Joaíma";597,86;280,78;9628,12;69367,14;52960,67;55828,59;46277,12;52682,27;43982,42;40736,60;38136,08;410477,65
"313610 Joanésia";-;220,73;2075,05;22548,31;25053,73;18126,08;16023,88;21744,58;19005,64;24294,09;29081,82;178173,91
"313620 João Monlevade";5518,84;3148,43;19860,44;709023,16;607358,71;604723,20;504009,44;516562,09;564036,65;583820,70;576293,17;4694354,83
"313630 João Pinheiro";-;1040,35;6913,62;197045,46;217151,46;150893,35;134654,28;194440,03;201346,44;219089,96;151239,67;1473814,62
"313640 Joaquim Felício";-;6,36;148,75;20564,99;28224,90;35197,34;16002,18;12914,47;12944,26;13444,61;9257,20;148705,06
"313650 Jordânia";443,89;-;183,12;28086,25;28055,29;21823,84;23244,32;15553,07;16791,76;26803,94;11958,51;172943,99
"313652 José Gonçalves de Minas";413,67;-;5681,24;13873,44;16293,50;9351,55;6347,99;6155,07;5315,09;6590,02;6392,48;76414,05
"313655 José Raydan";6,36;17,06;403,80;8035,85;10551,43;10557,64;4749,92;6123,15;8595,78;8765,61;5701,45;63508,05
"313657 Josenópolis";-;-;194,88;14647,52;16541,77;20780,48;9937,08;19817,83;9497,67;14775,73;14314,03;120506,99
"313665 Juatuba";1588,44;6200,04;9302,11;176504,44;164988,61;158960,73;137472,98;119108,18;142932,93;152647,93;128638,23;1198344,62
"313670 Juiz de Fora";3408,68;42622,46;117590,04;3403860,59;3206737,88;3275080,58;2833008,14;2732361,81;2906531,54;3124706,09;3045819,21;24691727,02
"313680 Juramento";-;97,44;1015,22;21075,85;19285,58;21738,11;20326,72;16133,75;32341,74;24859,45;21167,83;178041,69
"313690 Juruaia";-;26,25;3834,85;46270,63;55680,67;38265,37;39292,98;37625,11;37733,15;63666,45;55693,25;378088,71
"313695 Juvenília";-;-;639,05;16573,53;14905,10;17865,83;12281,78;10229,62;11008,86;11823,93;12767,78;108095,48
"313700 Ladainha";-;9,73;1986,43;42480,94;62647,99;34906,59;30909,07;45876,05;33226,34;42811,35;39462,11;334316,60
"313710 Lagamar";-;135,00;433,36;24958,10;21698,80;36724,52;22969,80;23173,97;26264,86;32223,29;27193,61;215775,31
"313720 Lagoa da Prata";693,05;1092,27;7670,07;294469,82;281030,68;274250,58;234624,09;246530,84;230668,12;231174,74;194766,43;1996970,69
"313730 Lagoa dos Patos";-;6,97;174,36;56356,37;24414,55;24462,62;27744,07;19969,72;23712,80;19985,03;20705,80;217532,29
"313740 Lagoa Dourada";-;340,25;1163,41;58178,09;44684,84;65557,63;41160,99;48729,26;42153,45;48861,08;49942,53;400771,53
"313750 Lagoa Formosa";282,69;1084,07;2486,57;109895,56;76139,57;78837,61;55108,16;66027,05;90006,06;74291,02;102726,91;656885,27
"313753 Lagoa Grande";-;1556,80;2156,60;39306,82;28323,48;29511,46;22743,42;35469,28;31664,19;41229,91;25901,84;257863,80
"313760 Lagoa Santa";2771,71;89937,68;70926,38;251927,95;240642,27;225665,83;222357,05;259170,39;237095,87;257134,20;225029,07;2082658,40
"313770 Lajinha";-;119,25;1386,78;103929,28;86248,31;104462,24;97522,71;69704,23;86982,91;104663,49;95390,35;750409,55
"313780 Lambari";6,30;1483,81;2765,18;167611,56;118570,54;101300,06;117424,21;74657,42;93103,39;127179,04;94459,87;898561,38
"313790 Lamim";-;477,39;2398,61;24222,28;23232,11;23394,01;13396,53;10253,85;18011,73;27673,44;15399,73;158459,68
"313800 Laranjal";-;-;375,00;31850,29;35961,70;40883,84;23470,68;26858,01;37556,42;32017,52;30115,10;259088,56
"313810 Lassance";-;-;309,58;32877,18;40321,37;36339,40;31272,65;29955,71;29887,40;30841,69;39035,81;270840,79
"313820 Lavras";20,08;445,73;2073,43;624826,57;575607,50;604491,56;455472,75;427266,41;481181,69;539597,22;576452,91;4287435,85
"313830 Leandro Ferreira";-;-;258,91;7366,18;9458,04;8195,81;5881,04;10453,29;12685,42;9371,90;20224,16;83894,75
"313835 Leme do Prado";-;45,00;25,89;15745,65;21608,99;13484,25;11178,00;10511,77;10695,63;6391,80;6018,39;95705,37
"313840 Leopoldina";-;975,11;3666,14;336778,44;338936,16;321761,42;325953,08;305529,10;312404,82;318441,91;313537,03;2577983,21
"313850 Liberdade";-;225,54;964,53;28976,31;16482,19;23589,74;19449,12;18927,28;26681,48;22744,01;18214,91;176255,11
"313860 Lima Duarte";-;2624,78;3988,01;74486,89;65482,52;64337,10;50739,98;53381,80;41304,02;49948,02;46767,54;453060,66
"313862 Limeira do Oeste";-;2200,00;758,16;19505,01;17275,13;25390,51;17589,29;18068,55;11613,88;11114,57;15580,75;139095,85
"313865 Lontra";1933,84;1318,96;2409,60;32237,75;31239,91;42363,63;40906,97;25472,75;33560,54;30447,44;24146,70;266038,09
"313867 Luisburgo";-;11,00;411,24;17899,77;15851,17;20143,39;19565,28;17950,37;19781,34;17732,35;15780,52;145126,43
"313868 Luislândia";338,48;266,48;2689,78;39088,81;38240,67;34204,34;36778,92;40540,19;36248,50;35824,30;39706,44;303926,91
"313870 Luminárias";-;-;687,70;27246,96;38568,02;37417,18;26113,47;28099,71;26233,82;34578,14;24645,25;243590,25
"313880 Luz";-;-;2060,19;95538,97;88632,14;79156,22;61743,42;71492,44;74048,58;79500,22;97530,10;649702,28
"313890 Machacalis";2,78;-;202,92;22314,17;22358,90;17895,29;19251,84;11882,14;11163,77;19054,23;15717,13;139843,17
"313900 Machado";-;10,00;5312,69;252139,82;225554,60;291986,80;247368,58;239898,90;234355,66;256315,67;225732,94;1978675,66
"313910 Madre de Deus de Minas";-;-;53,47;46743,01;33826,83;46368,23;27781,09;37378,49;31221,39;21455,48;20610,23;265438,22
"313920 Malacacheta";-;560,86;983,89;89862,69;79289,71;82721,60;54981,64;69519,14;58372,94;74166,31;60103,55;570562,33
"313925 Mamonas";-;-;423,92;50727,03;34192,70;38088,30;31795,75;27784,92;14309,30;15346,70;38896,84;251565,46
"313930 Manga";699,43;704,90;6184,11;131408,14;108343,73;107384,99;96883,81;89290,68;81476,88;90159,94;96498,07;809034,68
"313940 Manhuaçu";24,60;2513,11;9751,03;491978,05;512421,77;498286,74;442583,47;442624,47;467154,62;513828,33;534529,73;3915695,92
"313950 Manhumirim";-;18,89;1662,40;123096,51;115696,34;112137,40;83666,26;79941,40;82989,96;92097,99;75514,89;766822,04
"313960 Mantena";-;350,14;6389,12;210320,00;205377,03;193554,02;158331,12;111162,95;142635,90;170033,10;122535,33;1320688,71
"313980 Mar de Espanha";-;273,20;2384,02;62187,59;65114,96;74890,99;52757,32;55546,33;45491,70;50097,26;52666,95;461410,32
"313970 Maravilhas";279,13;440,98;602,43;37414,42;35145,45;31715,96;30735,51;29500,43;37928,19;49966,31;34331,67;288060,48
"313990 Maria da Fé";-;232,25;723,74;74845,04;54276,45;60654,58;72624,70;59386,18;67573,61;86901,31;67920,05;545137,91
"314000 Mariana";4627,83;3962,32;22088,43;375751,84;303272,77;308365,80;232967,74;235945,89;218903,90;244605,56;249716,42;2200208,50
"314010 Marilac";-;-;1160,85;22721,80;20682,82;20640,21;32802,04;33046,03;24095,47;18195,47;24749,93;198094,62
"314015 Mário Campos";330,84;1693,35;6487,23;74011,02;65051,73;76784,03;57888,57;70002,08;88215,17;97791,73;74854,97;613110,72
"314020 Maripá de Minas";-;299,58;299,58;31402,55;32609,45;37899,07;24806,89;25730,94;25505,17;32694,42;32187,97;243435,62
"314030 Marliéria";298,75;2257,01;6495,16;43429,05;37297,52;33108,91;33155,86;32359,23;35622,30;45183,60;46645,85;315853,24
"314040 Marmelópolis";-;-;97,30;13583,83;14620,61;13515,34;11682,56;17341,05;13964,42;19749,78;23687,66;128242,55
"314050 Martinho Campos";-;574,82;3497,98;44196,04;58290,22;44249,61;43074,08;45696,19;48330,76;43218,26;50406,36;381534,32
"314053 Martins Soares";-;-;91,08;56548,15;50449,77;44665,25;36999,67;39361,07;42321,90;40380,92;42807,37;353625,18
"314055 Mata Verde";-;141,55;8377,58;37833,40;14923,74;14167,76;18757,24;15823,99;19336,67;21595,45;13363,93;164321,31
"314060 Materlândia";-;-;375,30;18438,91;21545,09;16409,79;15640,77;21797,46;17793,55;16888,46;14481,97;143371,30
"314070 Mateus Leme";3389,53;8702,12;20831,76;246256,71;220283,62;215510,21;162304,54;182775,55;227431,18;271846,36;192267,45;1751599,03
"317150 Mathias Lobato";-;47,45;2249,56;26227,73;23215,84;20080,53;13378,59;15390,37;19917,10;21414,63;26058,98;167980,78
"314080 Matias Barbosa";-;897,54;1493,02;73409,13;69101,39;67388,56;62232,43;66301,91;78961,42;77777,21;66911,21;564473,82
"314085 Matias Cardoso";-;97,44;584,28;43374,56;40373,61;37052,98;29667,68;33321,08;31268,70;24646,15;28797,86;269184,34
"314090 Matipó";-;-;2225,82;90480,57;74123,24;88168,93;80111,40;86485,50;78697,83;77716,81;76720,49;654730,59
"314100 Mato Verde";-;-;902,63;90599,03;74194,77;68874,17;89589,22;89703,54;77864,07;86967,10;78703,82;657398,35
"314110 Matozinhos";2102,76;5081,59;38872,08;183367,12;193669,74;159208,94;161964,77;168452,96;153169,04;173417,52;136358,29;1375664,81
"314120 Matutina";-;-;4103,95;22200,17;16523,77;21560,33;15452,13;21860,62;15118,86;13002,04;14201,28;144023,15
"314130 Medeiros";-;32,40;123,22;15967,49;11394,72;13782,27;12454,07;12626,01;7346,59;7639,34;8177,33;89543,44
"314140 Medina";287,14;4558,51;1816,87;114527,30;105136,12;89482,10;69433,70;68953,75;72490,02;76265,74;75519,84;678471,09
"314150 Mendes Pimentel";-;-;854,32;24490,55;22117,41;20888,25;13671,15;17568,81;17671,13;19364,12;24114,77;160740,51
"314160 Mercês";-;268,75;1275,88;42353,27;41911,72;28152,90;21799,11;34274,96;28932,76;27869,45;36601,41;263440,21
"314170 Mesquita";-;147,32;531,21;39888,70;39536,67;44886,77;38443,80;42010,04;34416,03;30389,41;25328,11;295578,06
"314180 Minas Novas";753,37;3872,27;17769,55;154227,70;138416,73;160792,28;120779,95;93223,32;83113,21;100373,35;109225,33;982547,06
"314190 Minduri";-;600,00;3594,14;38399,78;42654,08;33018,58;26859,66;38145,61;31762,99;44409,20;33924,71;293368,75
"314200 Mirabela";1953,38;308,19;1244,71;107689,05;100634,99;93725,69;98963,88;104739,66;86711,36;108726,94;107749,40;812447,25
"314210 Miradouro";-;-;769,70;53509,38;59532,74;56534,64;32551,01;35129,47;32036,97;34758,65;30019,67;334842,23
"314220 Miraí";-;-;1980,21;73325,66;62075,89;65871,66;63779,70;51366,50;53210,39;57602,27;66050,91;495263,19
"314225 Miravânia";-;12,60;264,36;18603,86;15258,89;20083,12;13060,21;11968,90;14233,27;14115,93;18050,73;125651,87
"314230 Moeda";413,67;76,40;4367,14;24971,04;22994,47;20796,23;26229,54;23476,44;19087,21;18629,26;12503,77;173545,17
