 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2018-2019
"Município";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"Total"
"353710 Pedreira";2109,39;7445,19;15806,49;204483,65;178809,29;223399,20;213657,96;216449,65;218605,78;206109,63;261596,70;211331,66;210776,06;219683,81;192496,56;203902,24;206236,18;206822,97;199880,33;208642,33;180082,79;201495,31;234097,33;182860,76;220546,12;198764,64;179571,87;5005663,89
"353715 Pedrinhas Paulista";-;-;-;27041,12;29114,47;34242,59;33491,65;42706,66;33740,67;32001,37;33762,43;30561,22;39377,93;34912,01;29778,49;29804,10;31274,25;35279,49;42988,24;43469,79;34302,15;42928,74;33209,60;33644,77;38089,51;35542,56;41056,45;842320,26
"353720 Pedro de Toledo";45,00;1112,31;3362,05;40499,78;41862,08;41200,78;42735,47;42869,94;43867,70;47990,08;53289,94;55864,40;56893,05;51705,25;45884,80;46146,67;44330,96;47855,23;47962,39;51444,76;57783,60;46886,93;47097,07;46941,66;65434,44;45710,19;39696,10;1156472,63
"353730 Penápolis";34,74;440,54;23053,70;364691,44;435068,18;442961,18;458294,09;433692,15;387041,29;343297,70;379119,58;425498,05;445582,55;411026,58;398316,77;366519,77;380104,84;427558,55;466867,52;475517,71;407317,52;402602,47;416406,82;435491,24;479713,59;416231,75;437208,49;10059658,81
"353740 Pereira Barreto";-;24,00;1283,22;167492,63;157006,39;176458,19;152302,46;153222,92;159085,93;168852,81;161721,19;145372,02;229050,08;195863,35;168154,95;148261,47;163391,37;239834,49;150528,25;229386,06;210973,20;164174,27;152243,22;159398,69;178676,15;150427,24;145688,50;4128873,05
"353750 Pereiras";-;-;75,45;39258,96;43177,18;50379,87;43389,36;39043,64;38889,06;73753,15;36881,98;33885,39;43832,39;46014,69;35511,91;32576,74;43295,02;34813,17;45222,25;43812,59;41755,98;35586,53;39746,32;36556,21;46329,60;47934,04;26987,90;998709,38
"353760 Peruíbe";57,74;836,90;14268,89;317539,45;314248,57;344650,06;370920,92;348262,34;317021,68;327176,89;343922,42;327417,65;337062,17;324068,97;290448,43;313673,70;299660,10;269908,88;350335,04;343612,04;345096,05;362867,19;345950,86;349361,52;354851,44;306081,14;303459,68;7922760,72
"353770 Piacatu";-;-;246,80;35494,36;28931,54;33635,78;29911,33;30324,09;29579,18;48762,35;41397,83;48680,28;54589,08;60336,03;46325,69;50396,15;43757,25;51176,98;57602,09;56861,37;43942,30;47802,80;42244,66;38343,70;43502,90;44732,79;33807,86;1042385,19
"353780 Piedade";9323,91;7628,01;18662,70;240397,92;232400,61;242236,55;232052,55;242043,20;241449,02;245551,98;273584,98;225675,42;254072,84;237935,65;237073,87;232002,50;238113,59;248440,38;258727,43;251875,76;243425,23;276095,40;261318,71;247014,84;247638,16;239509,96;211702,14;5895953,31
"353790 Pilar do Sul";4360,69;3710,11;10370,97;204091,98;184458,73;192845,17;172951,30;169916,46;169516,50;167730,25;182812,37;174648,47;193350,21;169361,56;168826,45;174520,57;173144,01;183077,39;173974,06;185428,82;202371,16;203598,19;184030,64;182156,09;197917,70;199145,63;170015,37;4398330,85
"353800 Pindamonhangaba";2171,97;2262,00;56490,24;831108,09;791420,20;909420,59;863136,56;920761,86;902511,72;883466,65;969096,97;908507,17;933217,15;889363,87;820878,83;889177,20;905196,93;951570,67;990498,71;1082705,68;1054279,76;1096402,07;1104425,64;1120172,21;1149638,90;1101553,97;946167,13;23075602,74
"353810 Pindorama";-;-;1238,31;98696,48;86269,53;88186,11;106652,17;106152,91;109767,42;99945,11;109083,51;106837,04;116172,75;106894,24;89169,22;110304,28;119675,01;117019,73;119986,16;161920,60;126349,57;114668,40;114221,60;106437,81;103097,68;109940,61;106378,75;2635065,00
"353820 Pinhalzinho";-;836,50;1686,67;66310,53;66154,16;72510,35;78793,04;78010,87;70670,43;66609,74;80653,58;60899,14;81337,36;68847,12;86392,37;75775,46;71692,63;74033,21;72094,19;92906,85;82960,28;79663,81;81365,95;64817,80;77344,98;72304,29;62381,21;1787052,52
"353830 Piquerobi";-;-;1826,75;11987,41;20903,69;19089,01;25694,66;20217,11;23380,55;19397,85;25068,46;21066,89;24015,39;25548,89;25940,27;23389,30;17636,52;18360,43;10913,25;16586,74;11511,22;20501,53;15792,41;10650,34;12627,11;18991,81;29241,29;470338,88
"353850 Piquete";-;-;1693,50;90152,80;82894,14;90683,17;92134,49;101390,69;106095,64;109811,52;100479,47;79841,03;93298,26;90424,43;91476,47;82987,87;95952,46;92298,99;84339,09;97281,09;81204,37;100993,17;92251,15;81518,86;84644,79;87502,41;82422,87;2193772,73
"353860 Piracaia";-;451,50;3913,60;149085,15;136931,88;157831,47;153646,06;163121,27;143269,41;126706,59;145391,88;124814,00;145746,82;142958,98;148840,61;135118,46;136703,35;132325,49;134469,94;140736,12;145966,77;156724,90;140383,70;172555,69;160365,51;132094,69;131046,32;3461200,16
"353870 Piracicaba";941,87;707,15;40622,77;1966867,85;1989331,86;2161328,86;2105384,08;2130953,50;2140757,60;2084905,99;2244442,32;2164053,30;2303382,63;2183016,14;2084049,90;2192333,77;2015680,50;2037744,65;2147462,29;2261831,28;2183129,77;2437501,21;2392686,80;2296795,81;2380887,17;2306522,30;2116501,54;52369822,91
"353880 Piraju";219,64;35,70;6434,27;203480,53;204570,27;217607,24;223748,49;227372,23;256870,29;231797,56;226991,08;214722,84;267952,45;214722,08;211255,51;184238,95;228484,66;209781,52;220596,66;225036,30;222848,05;223495,05;209799,68;230269,09;225558,48;215745,99;191938,08;5295572,69
"353890 Pirajuí";-;-;1312,67;108780,32;119442,05;128009,38;114685,63;112629,51;110812,16;112520,24;128970,30;105375,41;121705,99;125778,51;118789,67;116887,34;107822,34;108771,86;104439,71;113610,05;104429,05;103957,21;107736,06;112549,18;121467,12;111213,58;102290,46;2723985,80
"353900 Pirangi";-;262,57;477,89;73028,99;76258,21;78468,15;83681,26;66533,48;69853,92;62114,21;76639,98;84399,34;77050,69;75863,75;79518,42;70128,43;66654,23;75528,00;60563,42;65639,88;54272,88;72596,23;59171,39;66561,25;84678,47;60465,57;58206,86;1698617,47
"353910 Pirapora do Bom Jesus";-;703,50;4694,91;58629,02;64007,18;60344,77;61890,03;69122,63;57698,37;63571,44;71127,45;69864,32;73531,27;69180,07;61866,80;65634,57;73727,59;67833,47;72392,67;72526,90;71958,90;77915,33;90439,01;88916,00;82865,11;65848,27;70564,34;1686853,92
"353920 Pirapozinho";-;-;20632,08;136345,02;146650,95;157626,14;155841,96;166440,90;156020,70;130371,39;173855,42;161909,23;162427,57;169669,80;161550,45;164769,00;179398,98;164902,54;167804,91;168629,01;156349,60;141590,40;170383,95;141659,34;165811,84;192509,20;169911,32;3883061,70
"353930 Pirassununga";477,36;527,31;3494,89;304522,42;300697,76;328440,64;352452,27;355193,98;367214,70;276732,46;398914,03;433031,75;424613,26;358866,38;283815,43;238568,05;344701,37;304976,42;413650,63;408724,84;343336,48;343952,85;395021,12;429016,18;426977,31;385376,12;303486,12;8526782,13
"353940 Piratininga";-;45,00;579,07;89754,64;112658,48;108858,93;87911,33;98411,19;96278,09;91985,63;103308,73;94920,02;96813,46;108120,01;109204,31;101173,29;100747,30;87709,87;104222,76;99291,60;87802,93;82247,12;77016,18;91096,56;87535,33;90299,76;72853,44;2280845,03
"353950 Pitangueiras";-;97,20;3700,84;212662,75;198638,34;217934,43;221654,12;211716,44;221995,48;237538,92;226349,97;232314,54;232076,39;228002,70;223509,98;234156,14;224270,72;242517,08;260752,75;264702,13;231931,64;253083,30;253866,54;228416,64;241173,16;241983,76;201534,43;5546580,39
"353960 Planalto";433,61;163,50;31,50;48347,82;37474,93;50774,62;36990,07;46788,88;40208,06;41904,84;46919,17;45934,63;44052,29;46360,54;52364,95;178520,83;59006,78;70126,70;70889,25;66643,00;74869,96;63542,63;65469,04;60840,00;63677,11;49582,33;44239,84;1406156,88
"353970 Platina";-;-;413,67;35732,52;38522,88;35419,38;33137,73;34757,50;33538,83;35089,97;27871,33;29922,58;31682,92;29168,17;30030,67;26289,22;30412,91;25506,78;41760,95;42902,69;25909,59;37666,18;33755,98;39550,32;24547,55;28709,53;26550,29;778850,14
"353980 Poá";886,28;1726,40;32024,83;368058,39;402266,84;445896,00;497885,94;537131,84;469315,62;484708,80;541381,32;485348,71;508081,85;457838,31;460140,73;433828,03;456635,90;476996,04;447870,20;560676,13;461274,54;474548,29;483818,79;502247,83;504567,67;474731,25;449677,38;11419563,91
"353990 Poloni";570,01;66,24;125,91;47190,51;38851,28;38875,05;51804,22;62483,82;53048,20;56259,38;56351,81;58661,45;63589,80;65257,87;54186,28;61902,12;65548,07;70524,09;58536,96;67244,56;56988,00;48933,99;58588,73;70539,95;62877,00;53460,22;115272,69;1437738,21
"354000 Pompéia";17,74;1198,04;524,70;108767,34;116170,87;145907,32;151002,87;202747,70;215591,97;170645,37;184275,04;167084,76;196244,83;335221,78;161661,16;154905,84;156326,59;197617,90;146021,27;164661,88;198563,30;157139,02;160632,37;123983,62;147767,44;143086,90;122235,97;4030003,59
"354010 Pongaí";-;-;445,17;12519,92;19263,49;13058,91;16184,10;16538,73;18800,77;16674,55;21737,99;14644,56;13472,01;13054,27;20884,04;15778,59;15704,52;17866,25;18144,14;15119,03;12443,67;13315,09;22203,17;15456,74;12438,53;12165,47;12968,96;380882,67
"354020 Pontal";-;148,91;1904,76;137199,32;128510,91;153681,44;159714,65;178876,89;157739,57;150457,61;163219,12;144854,36;147715,59;123999,80;133053,19;124256,29;136614,21;127860,08;143951,32;147608,96;149682,91;164451,35;152648,57;145710,73;162528,30;138844,83;111362,63;3486596,30
"354025 Pontalinda";-;24,00;1208,58;45480,75;38017,28;40732,00;41691,70;36998,92;41402,40;42683,62;41825,33;36578,21;47309,07;47300,54;36848,53;35315,04;57647,97;35921,11;39296,37;38970,04;34944,70;37415,25;34171,03;31878,81;40628,09;26923,75;32944,36;944157,45
"354030 Pontes Gestal";238,44;6,97;666,17;24962,08;27503,24;27405,37;29359,39;33214,64;40795,41;28758,58;27410,08;31439,74;20071,41;33841,01;24138,04;30261,20;27364,36;30818,14;23334,43;35954,63;24044,88;32534,39;22010,40;22969,79;17863,60;15361,57;19611,63;651939,59
"354040 Populina";540,00;45,00;470,03;33091,75;25825,42;32907,18;26078,12;32375,50;27749,10;25235,38;36868,68;38892,25;30207,70;32760,36;28484,03;30037,41;33222,99;27015,44;22798,27;45254,69;27912,67;37734,86;34345,47;41426,17;35033,21;33260,84;41509,89;781082,41
"354050 Porangaba";-;105,30;443,16;80200,48;75035,09;68324,27;69338,43;61736,65;66684,96;66174,81;71675,14;71203,10;75769,43;69858,87;65670,74;72447,61;71622,07;60442,23;76252,12;64773,48;61868,26;61051,00;64867,11;59622,59;71637,87;79407,07;57933,39;1644145,23
"354060 Porto Feliz";2576,01;5959,56;23127,34;233954,15;215532,20;301261,66;276750,38;241741,91;264288,41;239055,22;280719,57;274650,02;322734,79;302402,85;291916,43;293684,91;325615,72;323243,89;315481,33;340851,20;287200,88;324038,80;346770,16;358055,07;343142,59;330432,93;284880,30;7150068,28
"354070 Porto Ferreira";114,08;442,06;8517,09;253644,08;238639,42;301510,28;290705,34;267388,48;264792,35;232950,44;281059,97;248800,63;295148,90;280720,10;244029,91;255623,06;297537,23;321899,59;261475,43;305669,17;295257,83;389707,54;342969,10;322343,69;316794,70;274934,70;288217,98;6880893,15
"354075 Potim";-;416,58;1964,50;98877,06;97002,98;107584,80;104212,76;108866,04;93344,50;93159,36;104399,96;93775,14;107725,46;101370,01;68438,58;78983,13;89286,39;99165,21;110991,73;123808,29;112891,99;122542,27;113216,86;104670,96;106352,05;90260,35;75928,10;2409235,06
"354080 Potirendaba";1349,65;1201,47;3515,70;146874,50;144967,61;157697,13;164556,06;177953,43;168731,98;178095,62;173201,10;152235,64;158426,12;149615,37;145319,22;130206,61;127355,01;130655,78;125558,63;132937,13;145867,65;135639,42;150556,23;127398,27;138104,69;134912,29;113294,14;3516226,45
"354085 Pracinha";-;24,00;-;26387,88;25626,83;30450,17;27347,50;26138,39;22657,92;21676,18;22740,47;22332,57;24492,25;26374,82;32681,77;46538,55;20672,57;18449,69;18897,17;27242,43;24498,96;29455,65;31477,37;21761,26;27634,00;17141,67;17818,87;610518,94
"354090 Pradópolis";-;3739,04;7319,16;90551,67;92970,30;87743,00;86887,23;102233,34;96145,83;100049,63;107947,23;98351,44;104822,69;113166,59;93406,36;97454,61;99142,73;79108,68;100485,21;83109,16;102939,12;103485,63;103280,88;97635,21;92884,71;71128,09;60640,66;2276628,20
"354100 Praia Grande";1777,74;5329,94;35917,17;1375780,35;1359415,93;1437779,40;1428962,69;1471410,77;1357134,39;1358142,91;1617180,90;1458195,64;1561476,42;1442209,14;1456974,22;1454228,69;1351009,76;1387085,51;1624452,14;1861908,93;1546535,82;1590958,21;1806703,63;1866918,81;2002543,03;2087259,75;2217637,65;38164929,54
"354105 Pratânia";-;-;615,38;22089,82;38182,12;31665,73;35801,83;37678,96;36888,17;45739,01;49003,68;39493,92;46308,49;48043,86;51933,18;43726,44;48167,07;44931,42;49605,05;50334,05;38314,57;49623,51;43009,46;44342,33;55519,75;41422,58;37925,61;1030365,99
"354110 Presidente Alves";-;-;-;35960,58;29840,53;28399,81;26142,18;25361,25;25697,79;24269,33;33667,14;34530,50;27988,92;31414,15;23431,88;28020,71;25536,06;25753,47;25234,24;30876,96;27787,91;25821,56;28655,34;31464,19;28902,90;25948,34;25352,73;676058,47
"354120 Presidente Bernardes";17,74;-;2031,87;67102,60;59467,63;59368,72;70157,95;79929,57;63189,71;68530,95;69700,39;87011,27;85175,73;79437,19;82799,06;95775,13;83846,90;79972,32;88099,58;87366,38;88631,22;92648,97;98014,67;95021,03;84220,92;78242,72;83398,30;1929158,52
"354130 Presidente Epitácio";17,74;24,00;4560,19;245178,52;226020,02;203224,36;232692,09;212773,85;169108,96;166423,17;260407,17;242728,73;268487,88;210043,18;223143,29;204801,41;208789,03;201713,08;212768,97;220155,34;214871,15;244503,78;227837,73;232599,15;218859,49;223821,66;215701,36;5291255,30
"354140 Presidente Prudente";-;232,00;47165,00;1545937,21;1472481,05;1583346,51;1537024,57;1552478,47;1647251,59;1619844,86;1570966,38;1513024,01;1594089,77;1551435,18;1460764,48;1567236,30;1507427,16;1453645,42;1466199,66;1504427,12;1436656,81;1491590,52;1554439,81;1454229,35;1470348,43;1387029,64;1291085,13;36280356,43
"354150 Presidente Venceslau";45,00;483,16;4357,24;279095,58;252732,75;276406,80;303190,43;316758,56;238472,89;235229,76;299514,54;289345,14;303467,77;280000,74;281122,31;291257,47;292649,76;290550,65;289969,59;302169,97;279766,11;315718,79;302380,83;274648,81;319533,25;291807,65;293421,49;6904097,04
"354160 Promissão";15,69;14,27;5493,07;257535,67;284501,50;331084,12;241379,26;248434,74;258438,53;264239,68;256140,84;251130,00;282172,28;298741,78;289512,69;277072,81;282205,58;283719,20;292453,15;289665,92;277937,58;280566,83;300451,29;299828,73;305626,84;297654,60;264372,52;6720389,17
"354165 Quadra";142,51;205,50;539,59;22385,12;20233,26;21835,82;23784,06;19859,46;19673,21;16842,40;23371,70;16412,02;25276,75;18814,68;16959,13;15373,10;12563,12;14183,42;15997,22;21069,93;11358,49;17742,22;19308,99;15220,66;13480,05;19951,61;11172,67;433756,69
"354170 Quatá";-;-;1953,58;63716,68;44706,32;53755,80;56634,74;52537,99;54727,10;54191,31;73096,84;64935,77;70111,32;54607,89;49760,07;49639,29;60492,97;58125,77;58608,67;65429,20;59432,45;62077,66;68745,69;62109,58;58949,27;64830,85;61031,80;1424208,61
"354180 Queiroz";-;-;-;19954,44;19335,08;16353,28;19496,51;27842,97;24760,21;24471,80;25691,85;19716,31;20525,12;20377,41;25388,18;35914,20;27308,09;37600,63;28208,43;25811,00;27483,43;27099,29;23236,72;18171,65;24936,02;20665,27;19992,43;580340,32
"354190 Queluz";-;-;1701,24;51308,46;60571,57;65888,12;70292,26;60826,75;63177,39;63892,96;58875,36;49437,47;58239,58;53127,29;56660,16;54876,02;62288,18;63204,33;60041,04;62956,31;56066,11;70232,25;65501,42;65352,01;65769,77;65133,12;70194,97;1475614,14
"354200 Quintana";-;-;45,00;27420,29;30687,81;38907,84;56438,05;47774,94;45914,38;39591,73;32804,73;29155,07;37607,28;56818,34;33839,52;44826,60;43190,85;36723,49;39519,52;46253,27;38620,91;34755,04;37487,40;35180,55;51228,86;36583,98;37314,38;958689,83
"354210 Rafard";45,00;-;321,12;44038,39;64309,90;48946,33;62671,28;53841,84;66053,59;55601,85;55797,64;52890,97;60604,91;54690,12;49702,18;61795,69;61661,67;57651,57;50589,11;52711,51;42198,34;51394,12;61664,39;56886,34;58189,08;57456,60;50361,66;1332075,20
"354220 Rancharia";-;6,97;5014,52;205112,27;186364,89;209663,61;192181,11;208614,53;198771,63;166338,54;212326,89;226512,81;198469,72;198135,46;144363,41;211596,07;206899,89;200127,93;206581,98;218859,80;217231,46;193009,87;210972,79;190117,34;204116,70;200538,38;187963,97;4799892,54
"354230 Redenção da Serra";-;-;1266,76;34794,06;31697,39;36774,64;35671,28;34428,31;31511,48;34196,19;33500,36;28138,52;36388,51;36689,81;36299,72;36521,95;40179,61;40243,98;38782,42;41429,18;37570,51;45477,51;41382,92;42324,41;41226,73;38456,92;33273,27;888226,44
"354240 Regente Feijó";-;-;1893,76;104251,82;95645,47;91339,35;108936,48;104262,93;107615,28;101724,94;106497,34;121624,02;122855,11;105581,02;102921,98;94821,18;94881,10;105612,86;105106,91;103820,77;101479,10;85523,32;104541,37;104991,56;117564,90;107255,46;99937,70;2500685,73
"354250 Reginópolis";-;18,55;-;40847,61;34637,61;38597,15;36637,43;47431,58;38979,74;35895,26;36729,39;40328,25;43009,59;45032,73;44684,39;27007,96;31614,28;35368,27;34725,04;40568,82;36727,35;34858,04;31842,16;33783,34;36314,58;29016,53;32274,54;886930,19
"354260 Registro";309,62;928,85;5783,75;376945,42;375000,18;388365,58;410076,68;402093,80;363278,88;336809,21;357593,99;347380,19;428182,19;403822,91;393125,64;389185,31;339477,40;355143,21;377742,76;426109,33;362548,97;408690,97;356170,88;391005,74;379688,22;385036,07;313502,06;9073997,81
"354270 Restinga";-;-;375,00;44100,14;36095,11;46006,33;41494,45;41637,83;42700,21;47345,77;35978,22;43648,11;49580,10;35670,68;39922,37;41833,35;36075,81;32075,84;29514,59;36029,70;29659,36;31906,39;36832,18;48179,93;40656,33;36830,75;35473,29;939621,84
"354280 Ribeira";220,06;442,51;578,78;7283,19;11063,01;10183,92;8579,49;6054,63;8539,30;9881,78;6175,55;7629,26;8447,86;9226,66;6926,31;5544,56;11062,82;11780,81;7353,83;8349,40;8701,16;9289,48;8789,67;7543,16;10319,97;11087,82;5430,19;206485,18
"354290 Ribeirão Bonito";590,14;-;2275,47;55251,26;104176,18;76359,13;62623,83;49442,62;60498,82;58464,95;74509,94;71828,09;67823,62;67687,06;67324,72;66686,10;59871,88;58187,92;58477,60;63410,32;65451,28;68097,40;78624,20;70451,14;81204,20;72830,40;65798,59;1627946,86
"354300 Ribeirão Branco";666,34;746,59;3234,60;65264,26;67701,13;96983,20;80492,06;73967,38;67152,57;66639,37;78712,64;69933,73;73227,03;72917,51;72506,73;73471,60;72977,19;68457,71;74256,88;70375,10;82622,20;80048,83;84489,57;72609,01;83920,31;83000,63;65031,40;1801405,57
"354310 Ribeirão Corrente";-;-;825,11;22281,31;22873,86;21724,01;23723,27;25472,81;25057,48;28545,18;28892,97;27741,05;25993,87;24168,33;25680,15;30098,98;28940,72;25360,81;26661,27;25566,05;28501,47;22572,07;36527,05;34296,96;43057,47;29259,48;26244,56;660066,29
"354320 Ribeirão do Sul";-;-;452,47;53087,53;40148,52;48176,16;41959,85;48730,76;47949,58;41703,99;47968,50;45215,12;46617,69;44399,36;41228,10;30226,77;32685,79;38431,93;36230,51;34699,36;28998,46;33387,95;45797,22;45774,59;41588,08;40029,38;32007,21;987494,88
"354323 Ribeirão dos Índios";-;-;-;12363,76;13586,10;15665,84;14220,45;15006,40;10769,75;8955,71;8676,52;5557,45;8806,37;9977,52;11589,53;11350,66;11172,61;11924,99;11059,81;10091,93;10230,33;8273,48;4330,81;6323,08;6017,77;4702,67;7213,83;237867,37
"354325 Ribeirão Grande";615,64;513,15;1955,25;28110,07;25195,90;29196,26;28340,22;34324,37;24853,58;30424,09;35805,02;36779,13;28779,01;33122,91;32868,03;31676,80;36110,33;29713,41;29214,91;34790,41;32757,66;43671,67;36146,16;32843,35;33614,16;33458,87;31570,74;776451,10
"354330 Ribeirão Pires";675,37;3197,94;23539,36;545517,02;478755,71;533989,99;559767,56;562842,10;552077,13;533538,62;576131,46;539470,66;768084,68;616668,97;637294,68;537470,21;536969,47;534650,62;566064,41;593999,11;534278,49;601790,87;603061,29;691458,81;652613,28;604202,87;621556,60;14009667,28
"354340 Ribeirão Preto";1369,91;28829,94;230714,44;4431487,44;4250556,67;4774345,72;4423049,28;4793820,60;4369814,49;4543891,76;4944842,89;4465796,03;5042376,96;4636764,53;4251834,45;4534279,87;4425288,43;4367092,10;4569655,79;4637579,67;4296707,42;4739286,51;4919857,64;4603394,05;4972471,76;4419818,70;3632589,00;109307516,05
"354360 Rifaina";-;-;-;36151,71;27631,86;33439,06;28331,91;26724,48;24632,57;31514,63;31915,61;28521,92;29260,00;30982,77;24635,23;29050,22;29327,54;29691,62;33434,37;33369,48;28847,31;32710,48;28933,11;28126,35;28028,82;32286,58;27891,70;715439,33
"354370 Rincão";-;-;1721,69;70290,33;56778,80;65427,63;84316,71;79184,87;76762,67;70989,06;82225,58;81459,99;76046,25;79748,08;71170,21;66436,38;58038,27;66559,09;72240,37;91181,36;60719,65;81613,88;80213,42;64395,76;76834,35;76465,97;81885,77;1772706,14
